PWGTP,HISP,CIT,POWSP,RAC1P,SEX
13,1,1,5,1,2
50,2,5,6,1,2
146,7,5,6,1,2
79,1,1,6,1,2
122,1,1,6,1,1
338,1,1,4,1,2
299,1,1,4,1,2
148,2,5,6,8,1
119,1,1,6,1,1
69,2,1,6,8,2
239,2,5,1,1,1
67,1,1,6,1,1
63,11,4,6,1,1
62,11,4,6,1,2
74,1,1,6,1,2
84,1,1,6,1,1
109,1,1,6,1,2
66,1,1,6,1,1
143,1,1,6,1,1
102,1,4,6,6,2
127,1,5,6,6,1
87,1,1,2,1,2
119,1,1,6,1,1
14,1,1,6,1,2
13,1,1,6,1,1
97,1,1,6,1,2
125,1,1,6,1,1
139,1,1,6,1,2
105,1,1,6,1,2
140,1,1,6,1,1
94,2,1,6,1,1
64,2,1,6,1,2
285,2,5,6,1,1
60,1,1,6,1,1
52,1,1,6,1,2
103,1,4,6,6,1
74,1,1,6,1,2
75,1,1,6,1,1
59,1,1,5,1,1
65,1,1,5,1,2
219,1,1,5,2,1
273,1,1,5,2,2
67,1,1,6,1,2
61,7,5,6,8,1
77,1,4,6,6,2
67,1,4,6,6,1
75,1,1,6,1,1
72,1,1,4,1,2
68,1,1,4,1,1
55,1,1,4,1,2
70,1,1,4,1,2
43,1,1,6,1,2
71,1,1,6,1,2
128,1,1,6,1,1
50,1,1,6,1,1
127,1,1,6,1,1
194,2,4,6,1,1
64,1,1,6,1,2
95,1,1,6,1,2
74,2,1,6,1,2
56,1,1,6,6,1
53,2,1,6,1,2
51,2,1,6,1,2
67,1,4,6,6,1
210,1,1,4,1,2
300,1,1,4,1,1
185,23,1,6,1,2
264,2,1,6,8,1
164,1,1,6,7,1
94,1,4,6,1,2
211,1,1,6,6,2
87,1,1,6,1,1
246,2,5,6,1,1
76,1,1,4,1,2
43,1,1,4,1,1
122,1,1,6,1,2
99,1,1,4,1,2
118,1,1,4,1,1
106,1,4,6,6,1
124,2,5,4,1,1
29,1,4,6,6,2
32,1,4,6,6,1
88,1,1,6,7,1
63,2,1,6,1,2
35,1,1,6,1,2
42,1,1,6,1,1
44,1,3,6,1,2
211,1,1,1,1,1
210,1,1,1,1,2
71,1,1,6,1,1
49,1,1,6,1,1
49,1,1,6,1,1
93,1,1,1,2,2
41,2,1,6,1,2
49,3,1,6,1,1
57,2,1,6,1,1
32,3,1,6,1,1
76,1,1,6,1,1
197,2,1,6,1,1
46,1,1,5,1,1
126,1,1,6,1,2
113,2,1,6,1,2
88,2,1,6,1,1
129,2,1,6,1,1
70,1,1,6,1,1
86,2,1,6,9,1
162,1,5,6,6,1
247,1,5,6,6,1
125,1,4,6,1,2
163,1,1,6,1,1
40,1,4,6,6,2
43,1,1,5,2,2
60,1,5,6,6,2
88,1,4,6,6,1
126,2,1,6,1,1
40,2,1,6,8,1
107,1,4,6,6,2
75,1,1,4,1,2
83,1,1,4,1,1
53,1,4,6,6,1
41,1,4,6,6,2
42,1,1,5,1,1
58,1,1,5,1,1
38,1,1,5,1,2
101,1,1,4,1,1
91,13,1,6,1,1
114,1,4,6,2,2
66,1,4,6,6,1
54,1,1,6,1,2
86,1,1,4,1,2
85,1,1,4,1,1
9,1,1,6,1,1
61,2,1,6,8,1
98,2,1,6,8,2
130,1,5,6,6,1
122,1,5,6,6,2
61,1,1,6,1,2
68,1,1,6,1,1
55,2,4,6,1,1
58,1,1,6,2,2
18,10,1,6,8,1
56,1,1,4,1,1
64,1,1,6,1,1
65,1,1,4,1,2
73,1,1,4,1,1
13,1,1,6,1,1
41,7,4,6,1,1
38,7,4,6,1,2
222,2,1,6,1,2
22,1,1,4,3,1
209,1,1,4,1,1
225,1,1,4,1,2
30,1,1,1,2,2
57,1,1,6,1,1
55,1,1,6,1,2
34,1,1,6,1,2
109,1,1,1,1,1
193,1,1,1,2,2
57,1,1,6,1,2
230,1,1,6,1,1
196,1,1,6,1,2
55,1,1,6,1,1
62,2,1,6,8,2
51,2,1,6,8,1
359,2,5,2,8,2
348,2,4,2,8,2
121,1,1,1,2,1
71,11,5,6,8,2
71,23,1,4,1,2
64,1,1,4,1,1
88,1,1,1,2,2
93,1,1,1,2,1
53,1,1,6,1,1
56,2,4,6,8,2
41,1,1,6,1,2
161,1,1,6,1,1
85,1,1,6,1,2
132,1,1,6,1,1
120,1,1,6,2,1
108,1,1,6,1,1
98,1,1,6,1,2
76,1,1,5,1,2
79,1,1,5,1,1
56,1,1,6,1,2
81,1,1,6,1,2
193,1,1,6,1,2
100,1,1,4,1,1
61,2,1,6,1,2
65,2,5,6,1,1
192,1,1,4,2,2
108,1,1,6,2,1
22,1,1,2,4,1
136,1,1,6,1,1
226,1,1,6,1,1
66,1,1,6,1,1
124,1,1,1,1,1
209,1,1,6,1,1
76,1,1,6,1,1
47,1,1,6,1,1
16,1,4,6,6,1
53,2,1,6,1,2
53,1,1,6,6,1
66,1,5,4,6,1
246,1,1,5,2,1
67,2,1,6,1,2
70,2,1,6,1,1
69,2,1,6,1,2
156,1,5,6,1,1
119,2,1,6,8,2
74,1,1,1,1,1
74,1,1,1,2,2
183,1,4,6,1,2
111,1,5,6,2,1
135,1,1,6,1,1
101,1,1,6,1,2
67,1,1,6,1,2
64,1,1,6,1,1
41,1,1,6,1,1
61,1,1,4,1,2
136,1,1,5,1,2
62,1,1,6,1,2
86,1,1,6,1,2
109,1,1,4,1,2
163,1,1,6,1,1
79,1,1,6,1,2
115,1,1,6,1,2
196,2,5,6,1,2
209,2,5,6,1,1
124,19,4,6,1,2
64,1,4,6,1,1
61,1,4,6,1,2
80,1,1,1,2,1
67,1,1,1,2,2
105,1,1,1,2,1
109,1,1,5,1,1
148,1,1,5,1,2
47,1,1,6,9,2
57,2,1,6,1,1
185,1,1,6,9,2
17,3,1,1,1,2
23,3,1,1,1,2
40,1,1,4,1,1
34,1,1,4,1,2
62,2,5,6,9,2
21,1,1,4,3,2
206,1,1,6,1,2
116,1,1,6,1,2
120,1,1,6,1,2
113,1,1,6,1,2
168,1,3,6,1,1
70,1,1,5,1,2
45,1,1,5,1,1
38,1,1,4,1,2
50,2,1,4,1,1
121,1,4,6,6,2
81,2,1,4,1,1
71,2,1,4,1,2
130,2,5,4,1,1
56,2,1,6,2,1
100,2,4,6,1,1
143,2,5,6,1,1
108,1,1,6,1,1
62,1,1,6,1,2
102,1,1,6,1,2
29,1,1,4,1,1
48,1,1,6,1,1
63,1,1,6,1,1
69,1,1,6,1,2
89,11,5,6,8,2
109,11,1,6,8,2
118,2,1,6,8,1
201,2,1,6,8,1
157,1,1,6,1,2
88,1,1,6,1,2
104,1,3,6,1,1
110,1,5,6,6,1
55,1,1,6,9,2
65,1,1,6,1,2
93,1,3,6,6,1
85,2,5,6,1,1
86,2,5,6,1,1
67,2,1,6,1,2
99,1,1,6,1,2
47,1,1,6,1,1
53,1,1,6,1,2
48,1,1,6,1,2
94,1,1,6,1,2
62,2,5,6,1,2
64,2,5,6,1,1
44,1,1,5,1,2
57,1,1,5,1,1
140,1,1,4,1,1
157,1,5,4,6,2
80,1,1,6,1,1
98,1,1,6,1,1
87,1,1,6,1,1
71,1,1,5,1,2
78,1,1,5,1,1
75,1,1,5,1,2
281,1,1,6,9,2
57,1,1,6,1,1
107,1,1,6,1,2
69,1,1,6,1,1
13,1,1,6,1,2
18,1,1,6,1,1
60,1,1,6,1,1
64,1,1,6,1,2
134,1,1,4,1,1
65,2,4,6,8,1
59,2,1,6,8,1
89,1,1,6,1,2
126,11,4,6,1,1
87,1,1,6,1,2
90,1,1,6,1,1
91,1,1,6,1,1
82,1,1,6,1,2
132,1,1,6,1,2
127,1,1,6,1,1
153,1,1,2,1,1
527,1,1,2,1,1
531,1,1,2,1,1
38,1,1,1,2,1
53,1,1,1,2,1
112,1,1,6,1,1
132,2,1,6,8,2
54,1,4,6,6,1
68,1,5,6,6,2
102,1,1,6,1,2
177,1,1,6,1,1
114,1,1,6,1,2
49,1,1,6,1,1
73,1,1,6,1,2
71,1,1,6,1,1
60,1,1,6,1,2
36,1,1,6,1,2
44,1,1,6,1,1
103,1,1,5,1,2
123,1,5,5,1,1
30,1,1,6,1,2
38,1,5,6,6,1
43,1,1,6,1,2
49,1,1,6,1,1
59,1,1,6,1,2
125,1,1,6,1,1
62,1,1,6,1,1
44,1,1,6,1,2
47,1,1,6,1,1
80,1,1,5,1,1
62,1,1,6,1,2
189,1,1,1,1,2
94,1,1,6,9,1
259,1,3,6,2,1
19,1,1,5,1,2
112,1,1,4,1,2
48,2,5,6,1,2
174,1,1,1,1,1
100,1,1,1,1,2
74,2,1,4,9,2
100,1,1,6,1,2
113,1,1,6,1,1
69,1,1,1,1,1
108,1,1,1,1,1
110,1,1,1,1,2
37,1,1,6,9,2
51,1,1,6,9,1
79,1,1,6,1,2
81,1,1,6,1,2
93,1,4,6,6,1
30,1,1,4,3,1
41,1,1,4,3,2
82,2,5,6,8,1
53,2,1,6,1,2
63,11,5,6,8,1
88,1,1,4,1,2
158,1,1,4,1,2
95,2,1,6,8,2
61,1,1,6,1,1
15,1,1,5,1,1
11,1,1,5,1,2
68,1,1,6,1,2
47,1,1,6,1,1
135,2,1,6,1,1
128,2,4,6,1,2
38,1,1,4,1,2
104,1,1,4,3,1
237,1,1,6,1,1
75,1,4,6,6,1
140,1,1,5,1,1
112,1,1,6,1,2
121,1,1,6,1,1
79,1,1,6,1,1
538,2,1,6,8,1
319,1,1,6,6,2
135,1,1,6,1,2
58,1,1,6,1,2
216,2,4,6,1,2
260,2,1,6,1,2
156,2,4,6,8,1
60,2,4,6,1,2
77,2,1,6,1,1
68,2,1,6,1,1
40,1,1,6,1,2
83,2,5,6,1,1
74,2,1,6,1,2
88,19,1,6,9,2
381,1,4,6,9,2
71,1,1,6,6,2
166,1,1,6,6,1
52,1,1,6,1,1
40,1,1,5,1,1
45,1,1,5,1,2
43,2,1,4,1,1
68,3,2,4,1,2
53,3,2,4,1,1
76,1,1,6,2,2
8,1,1,1,1,1
57,1,1,4,1,2
60,1,1,4,1,1
64,1,3,4,1,1
63,1,1,6,1,2
88,1,1,6,1,2
102,1,4,6,1,2
114,1,5,6,1,1
150,1,4,6,1,1
57,1,4,6,6,2
207,1,1,2,1,1
158,1,1,6,2,2
13,1,3,4,1,1
91,1,1,6,9,1
71,1,1,6,9,1
299,1,1,6,2,1
141,1,1,6,9,2
204,2,1,5,1,1
148,1,1,5,1,2
46,1,1,4,1,2
43,1,1,4,1,1
137,1,1,6,1,2
151,1,1,6,1,1
123,2,4,6,1,1
301,2,1,6,1,1
42,1,1,6,1,1
72,1,1,6,1,1
71,1,1,6,1,1
88,1,1,1,1,2
94,1,1,1,1,2
114,2,1,6,8,2
50,1,4,6,6,1
23,1,1,1,9,1
65,1,1,6,6,2
53,1,1,6,6,1
55,1,1,6,1,1
84,1,4,6,6,2
12,1,1,1,1,1
58,1,1,6,1,2
161,1,1,6,6,2
166,1,1,4,1,1
154,1,1,6,1,2
110,1,1,5,1,2
162,1,1,5,1,1
64,1,1,1,1,1
21,1,1,1,9,2
66,1,1,1,1,2
61,1,1,6,1,2
84,1,1,6,9,1
84,1,1,6,9,2
189,1,4,6,6,1
66,1,1,6,1,2
75,1,1,6,1,1
102,1,1,4,1,2
106,1,1,4,1,1
68,1,1,4,1,1
94,2,5,6,8,1
94,2,5,6,8,1
74,1,1,6,1,2
103,1,1,6,1,2
34,1,1,4,1,2
63,1,1,6,1,2
29,1,1,1,2,2
69,1,1,6,1,1
81,24,1,6,1,2
66,1,1,6,1,1
51,1,1,6,9,1
70,1,1,1,1,1
128,1,1,6,6,2
65,2,5,6,8,2
78,2,1,6,8,1
161,1,4,6,6,1
129,1,1,6,6,2
84,1,1,6,1,2
98,2,1,6,5,1
150,1,1,6,2,1
56,1,1,4,1,2
126,1,1,6,1,1
209,1,5,6,6,2
86,1,1,5,1,1
79,1,1,1,1,2
293,11,5,6,8,1
300,11,5,6,8,2
308,11,5,6,8,1
62,1,1,4,1,1
132,1,1,4,1,2
124,1,1,4,1,1
59,1,1,6,1,1
69,1,1,6,1,2
82,1,1,6,1,1
54,1,1,6,1,2
67,2,4,6,1,2
82,2,1,6,1,2
73,1,5,6,1,1
78,2,5,6,1,1
133,2,4,6,1,2
125,2,4,6,1,1
91,1,1,6,2,2
60,1,1,6,1,1
208,2,1,4,1,2
256,2,1,4,1,1
56,1,1,6,1,1
24,1,1,2,4,2
24,1,1,2,4,1
46,1,1,6,1,1
46,1,4,6,6,2
74,1,1,1,1,1
88,1,1,1,1,1
72,1,1,6,9,1
64,1,1,6,1,2
63,1,1,6,1,2
110,1,1,1,1,2
228,2,1,6,8,1
84,1,1,6,1,2
123,1,1,6,1,1
145,2,1,6,1,1
94,1,1,6,1,1
60,3,3,6,1,2
52,1,1,6,1,1
65,1,4,6,1,1
39,1,5,6,1,1
56,1,1,6,1,2
181,1,1,6,1,1
215,1,1,6,1,1
298,1,1,6,2,2
90,1,1,6,1,2
109,1,1,6,1,1
85,1,1,6,1,1
74,1,1,6,1,1
104,2,4,6,8,2
36,1,1,6,1,1
44,2,1,6,1,2
78,1,1,6,9,1
111,1,1,1,1,1
94,1,1,1,1,2
249,1,1,1,1,1
124,1,1,6,1,1
68,1,1,6,2,1
75,1,1,6,2,1
69,2,1,6,8,1
68,2,1,6,8,2
57,1,1,4,1,2
182,2,1,6,1,1
288,1,1,6,1,2
67,2,1,4,8,2
132,1,1,6,6,2
244,1,1,6,6,2
100,1,1,6,1,2
168,1,1,1,1,1
196,1,1,1,1,2
50,1,1,5,1,1
82,1,1,5,1,2
74,4,4,6,1,2
24,1,1,5,1,1
69,1,1,6,1,1
81,2,1,6,1,2
45,1,1,5,1,2
76,1,1,6,1,1
89,1,4,6,6,2
293,1,4,6,6,2
104,1,1,6,1,1
115,1,1,6,1,2
94,1,1,6,1,1
123,1,1,6,1,2
62,1,5,6,6,1
57,1,5,6,6,2
53,1,1,4,1,1
50,1,1,4,1,2
68,1,1,6,6,1
57,1,1,6,6,2
135,2,1,4,1,1
162,1,1,4,1,2
47,1,1,4,1,2
42,2,1,4,8,1
58,13,1,6,8,2
116,1,1,6,1,1
113,1,1,6,1,2
51,1,1,1,1,2
95,1,1,6,9,2
96,1,1,6,1,1
57,1,1,4,1,2
63,1,1,4,1,2
69,1,5,5,1,1
68,1,1,5,1,2
64,1,1,4,1,2
133,1,1,4,1,1
95,1,1,4,1,2
68,2,1,6,1,1
63,2,1,6,1,1
109,2,1,4,1,2
63,1,4,4,1,1
85,1,1,1,2,1
75,1,1,1,2,2
95,2,1,4,9,1
103,1,1,4,1,1
122,2,1,6,1,1
125,1,1,5,1,1
103,2,1,6,8,2
27,1,1,1,1,1
103,1,1,1,1,1
110,1,1,1,1,2
96,1,1,6,1,1
60,1,1,6,1,1
99,1,1,6,1,1
99,1,4,6,6,2
61,1,1,4,1,2
82,1,1,6,1,2
129,1,1,4,1,1
507,1,1,4,1,2
164,2,1,6,8,2
84,1,1,5,1,1
68,1,1,6,1,2
42,1,1,6,1,1
46,1,1,6,1,2
23,1,1,1,1,2
67,2,4,6,8,1
104,2,5,6,8,2
103,11,1,6,1,2
146,1,1,6,1,2
46,2,1,6,1,1
35,1,1,4,1,1
44,1,1,4,1,2
72,1,1,6,6,2
84,1,1,5,1,2
14,1,1,6,1,1
23,1,1,6,1,1
272,1,1,6,6,2
67,1,4,6,6,2
105,1,1,1,2,1
78,1,1,1,2,2
94,1,1,6,1,2
462,1,1,6,6,1
105,1,1,6,1,2
23,1,1,6,1,1
69,2,4,6,8,2
84,7,5,6,8,1
83,2,1,6,1,1
94,1,1,6,1,2
132,1,1,6,1,2
223,2,1,6,1,2
71,1,1,6,6,2
87,1,1,6,1,1
97,1,4,6,6,1
124,1,1,4,1,1
118,1,1,4,1,2
40,1,1,6,1,2
34,1,4,6,7,1
39,1,4,6,7,2
51,1,1,6,7,1
116,1,1,6,9,2
62,2,1,4,1,1
144,1,1,6,1,1
168,2,1,6,1,2
17,1,1,5,1,1
83,2,4,6,1,1
59,2,1,6,1,2
85,2,1,6,1,2
80,2,4,6,8,1
76,2,4,6,8,2
173,1,1,5,1,2
86,2,4,6,8,2
61,1,1,6,1,2
32,1,1,4,1,2
54,1,1,4,1,1
249,1,1,6,1,1
129,11,5,6,8,1
200,11,5,6,8,2
215,2,5,6,8,1
197,1,1,5,1,1
77,1,1,1,1,2
64,1,1,1,1,1
91,2,1,6,1,2
61,2,1,6,3,2
124,2,1,6,1,2
191,1,1,6,1,2
173,1,1,6,9,2
186,1,1,6,1,2
75,1,1,6,1,1
62,1,1,4,1,2
304,1,1,6,1,2
159,1,1,5,1,2
161,1,1,5,1,1
180,1,1,6,1,2
173,1,1,6,1,1
128,1,1,6,1,1
40,1,1,4,1,2
124,1,1,6,1,1
53,2,1,6,8,2
91,2,1,6,8,1
70,1,5,6,1,1
20,1,1,5,1,1
477,1,1,1,2,2
133,2,1,4,1,1
45,1,5,6,6,1
71,1,1,6,1,2
70,1,1,6,1,1
62,1,1,6,1,2
154,1,1,5,2,1
211,1,1,5,2,2
57,1,1,6,1,1
81,1,1,6,1,1
73,1,4,6,1,2
37,1,5,6,1,1
40,1,5,6,1,1
182,1,4,6,1,2
192,1,1,4,2,2
64,1,1,6,9,1
99,1,1,6,9,2
118,1,1,2,4,1
55,1,1,6,1,1
84,1,1,6,1,1
97,2,1,6,1,1
80,1,1,6,1,1
55,1,1,6,1,1
69,1,1,6,2,2
49,1,1,6,1,2
85,1,4,6,6,2
121,1,4,6,6,2
19,2,5,6,8,1
59,1,4,6,6,1
62,1,4,6,6,2
36,1,1,2,1,1
118,1,1,6,1,2
117,1,1,6,1,1
158,1,1,6,1,1
136,1,5,6,6,2
134,1,5,6,6,1
87,1,1,6,1,2
99,1,1,6,1,1
59,1,1,4,1,2
50,1,4,6,6,1
79,1,1,6,1,1
68,1,4,6,1,1
58,1,1,6,2,2
115,1,1,4,1,2
216,1,4,6,1,2
64,1,1,1,2,2
71,1,1,6,1,2
199,1,1,6,1,1
202,1,1,6,2,1
154,1,4,6,6,1
59,1,4,6,1,1
59,1,4,6,1,2
36,1,4,6,1,2
186,2,1,6,1,1
177,1,5,6,6,1
150,1,1,6,6,1
66,1,1,6,1,1
83,1,4,6,6,1
87,2,4,6,8,1
85,2,1,6,8,2
81,2,1,6,8,1
72,2,1,6,8,2
76,1,1,6,1,1
64,1,1,6,1,2
80,1,1,6,1,1
29,1,1,4,3,2
7,2,1,4,1,1
117,1,1,4,1,1
132,1,1,4,1,1
174,1,1,1,2,2
48,1,4,6,6,2
59,1,5,6,6,1
54,1,4,6,6,1
82,1,4,6,6,2
107,1,4,6,1,1
48,1,1,6,1,2
24,1,1,5,1,1
74,1,1,6,1,2
82,1,1,6,1,1
106,1,1,6,1,2
81,2,1,6,8,1
91,2,4,6,8,2
115,2,4,6,8,2
59,1,1,6,1,1
120,1,1,6,1,1
75,1,1,6,1,1
82,1,1,6,1,1
36,1,1,6,9,1
38,1,5,6,6,2
133,1,1,6,1,2
143,1,1,6,6,1
67,2,1,6,1,2
107,2,1,6,1,1
101,2,1,6,1,2
45,2,1,6,8,1
36,7,4,6,8,2
23,1,1,6,1,2
48,1,1,6,1,1
81,2,1,6,8,2
120,2,1,6,1,2
109,2,1,6,1,1
133,1,1,6,1,2
57,1,1,1,9,1
116,1,1,1,1,1
54,1,4,6,6,2
79,1,1,4,1,1
138,1,1,6,9,1
123,2,1,6,9,2
203,2,5,6,1,1
193,2,5,6,1,2
90,1,1,6,1,2
95,1,1,6,1,1
89,2,1,6,8,1
73,2,5,6,8,2
73,1,5,5,6,1
90,1,1,6,1,2
51,1,1,1,1,2
62,1,1,1,1,1
105,1,5,6,6,2
72,7,4,6,8,2
71,7,1,6,8,2
43,1,1,6,1,2
62,1,1,6,1,2
120,1,1,6,9,2
102,2,1,6,8,2
126,2,1,6,8,1
43,1,1,6,1,2
56,1,1,1,1,1
52,1,1,1,1,1
137,1,1,6,1,2
75,2,5,6,8,2
144,2,5,6,8,1
105,1,1,6,2,2
103,1,1,4,1,1
55,1,4,6,6,2
44,1,4,6,6,1
49,2,1,6,1,1
395,1,1,6,1,1
388,1,1,6,1,2
63,1,1,6,6,1
49,1,5,6,6,2
100,1,1,6,6,1
85,1,1,6,1,1
104,2,1,6,1,1
34,2,1,6,2,1
52,2,4,6,9,1
79,1,1,6,1,2
57,1,1,6,1,1
54,2,5,6,1,1
180,2,4,6,1,2
163,2,5,6,1,1
133,1,1,1,1,1
117,1,1,1,1,2
122,1,1,6,1,1
109,1,1,6,1,2
73,1,1,6,1,2
50,2,1,6,1,2
348,1,1,5,2,2
441,1,1,5,2,1
99,1,1,6,1,1
116,1,1,6,1,2
109,1,1,4,1,1
79,3,1,2,9,1
68,1,1,6,1,2
87,2,5,6,1,1
124,2,1,6,1,1
99,2,1,6,1,1
198,1,1,6,1,2
153,1,1,6,1,1
178,2,5,6,1,2
213,2,5,6,1,1
180,2,3,6,1,1
178,2,3,6,1,1
58,1,1,6,1,2
57,1,1,6,1,1
112,1,1,6,1,1
11,1,1,6,1,2
24,2,1,6,1,1
19,1,1,6,1,2
80,1,1,4,1,1
79,1,1,4,1,2
81,1,1,6,2,1
263,23,1,6,1,2
65,1,1,6,1,1
49,1,1,6,2,2
76,1,1,6,2,1
48,1,1,6,2,2
134,2,5,6,1,1
154,2,4,6,1,2
243,2,5,6,1,1
106,23,1,6,8,2
67,1,1,6,1,2
138,1,1,4,1,1
110,1,1,1,1,1
187,1,1,1,1,2
124,1,1,1,1,1
109,2,1,6,1,1
71,1,1,5,1,2
67,2,4,6,1,2
107,2,1,6,1,2
164,2,1,4,1,1
129,2,5,6,1,1
11,2,5,4,1,1
55,1,4,6,6,2
73,1,4,6,6,1
60,1,1,6,6,2
52,1,1,6,6,2
24,2,1,6,1,1
21,1,1,6,1,2
62,2,5,6,1,2
84,2,5,6,1,1
49,1,1,6,1,2
48,1,1,6,1,1
37,1,1,1,1,1
242,2,5,4,1,1
59,2,4,6,1,2
59,2,5,6,1,1
63,2,1,6,1,1
39,3,2,4,1,2
54,4,1,4,1,2
16,1,1,6,1,2
126,1,1,6,1,2
112,11,4,6,8,2
156,11,4,6,8,1
130,2,1,6,8,2
72,1,1,5,1,2
84,1,1,4,1,1
124,1,1,4,1,2
113,1,4,6,1,1
71,1,1,1,1,1
64,1,1,1,1,2
60,1,1,5,1,2
45,1,1,5,1,1
248,1,1,5,1,1
62,23,1,6,1,2
66,1,1,6,1,1
59,2,1,6,1,1
327,1,1,6,1,2
183,1,1,6,1,2
58,1,1,4,1,2
91,1,3,4,1,1
62,1,1,6,1,1
101,1,1,6,1,2
76,1,1,4,1,1
86,1,1,4,1,2
39,1,4,6,6,2
78,1,1,4,1,2
90,1,4,6,2,1
90,1,4,6,2,2
119,1,1,6,1,1
107,1,1,6,1,2
135,1,1,6,1,2
145,1,1,6,1,2
276,1,4,6,6,1
128,1,1,6,9,2
60,1,1,6,1,1
120,2,1,6,1,1
140,2,1,6,1,2
14,1,1,6,6,1
74,1,1,6,1,1
60,1,1,6,1,2
82,2,1,4,3,2
157,2,1,4,3,2
66,2,5,6,8,2
77,2,1,6,8,1
89,2,5,6,8,1
67,1,5,6,6,1
142,1,1,6,1,1
150,1,4,6,1,2
241,2,1,6,1,2
252,1,1,6,1,1
28,1,1,1,1,1
182,1,5,4,6,1
86,1,1,1,1,2
82,1,1,6,1,1
80,1,1,6,1,1
69,1,1,6,1,2
71,1,1,6,1,2
103,1,1,6,1,1
115,1,1,4,1,2
149,1,1,4,1,1
59,1,1,5,1,1
57,1,1,6,1,1
137,1,1,6,2,1
46,1,1,4,2,1
100,1,1,6,9,1
44,7,4,6,1,2
386,2,5,6,1,2
413,2,5,6,1,1
418,2,5,6,1,1
80,1,1,4,1,2
56,1,1,6,1,1
295,2,1,4,8,1
69,1,5,6,6,1
71,1,1,1,1,1
89,1,1,1,1,2
47,1,1,6,1,2
15,1,1,2,1,1
56,7,4,6,8,2
77,1,1,4,1,2
75,1,1,6,1,2
66,1,1,6,1,1
47,1,1,6,1,2
177,1,4,6,1,1
234,1,4,6,1,1
101,9,3,6,1,2
108,2,1,6,1,2
198,1,1,6,1,1
150,1,1,6,1,2
216,1,1,6,9,1
334,1,1,6,2,2
18,1,1,4,1,2
104,1,4,6,6,2
41,1,1,6,1,1
119,1,4,2,6,1
40,1,1,6,1,1
41,1,1,6,1,2
80,2,5,6,8,1
82,2,5,6,8,2
94,1,1,6,6,1
118,1,1,1,2,2
64,2,1,6,1,2
61,2,1,6,1,1
66,1,1,6,6,1
87,1,1,6,6,1
9,2,1,6,1,2
12,2,5,6,8,1
119,1,1,6,1,2
283,1,1,1,2,2
160,2,5,6,1,1
184,2,1,6,1,2
210,2,1,6,1,1
39,1,1,6,1,1
39,1,1,6,1,2
93,1,1,1,1,1
99,2,5,6,8,1
124,2,1,6,8,2
69,1,1,6,1,2
77,1,1,6,1,1
235,9,4,6,8,2
167,9,5,6,8,1
19,1,1,2,4,2
100,1,1,6,1,1
133,1,1,6,1,1
57,1,1,6,1,2
39,2,1,6,1,1
40,2,1,6,1,2
62,1,1,6,1,1
67,1,1,6,1,2
54,2,1,6,8,1
57,2,1,6,9,1
56,2,1,6,9,1
75,1,3,6,6,1
65,1,1,6,6,2
129,2,1,6,8,1
121,2,1,6,8,2
113,2,4,6,1,1
74,1,1,6,9,2
50,1,4,6,6,2
36,2,1,2,1,1
18,1,1,6,1,1
51,1,1,6,1,2
375,1,1,4,1,1
80,2,1,1,1,1
93,1,1,1,1,2
77,1,1,6,1,1
71,1,1,6,1,2
83,1,5,6,6,1
60,2,5,6,8,1
54,2,5,6,8,2
90,2,4,6,8,1
69,2,3,6,9,1
66,2,5,6,9,2
88,2,1,6,9,2
75,2,1,6,9,1
68,2,4,6,1,1
42,2,1,6,9,2
120,1,5,6,6,2
53,2,4,6,1,1
112,1,1,6,1,1
107,2,1,6,8,2
105,2,1,6,9,1
155,2,1,6,8,1
104,2,1,6,8,2
97,1,1,6,1,1
41,2,1,6,1,1
132,1,1,5,1,2
129,1,1,5,1,1
45,2,1,6,9,2
62,2,1,6,9,1
63,2,1,6,9,1
41,1,1,6,1,1
35,1,1,6,1,2
117,1,1,5,1,2
132,1,1,6,1,1
168,8,1,6,1,1
179,1,1,6,1,2
70,1,1,6,1,2
93,1,1,4,1,1
68,1,1,6,1,1
70,1,1,6,1,1
121,1,1,6,1,2
63,2,1,4,1,2
78,2,1,4,1,1
52,2,4,6,1,1
114,1,1,6,1,2
103,1,1,6,1,2
58,1,1,6,1,1
69,1,1,6,1,2
11,1,1,4,3,1
21,1,1,4,3,1
38,1,1,4,3,2
112,1,1,6,1,1
107,1,5,6,1,1
273,2,1,6,1,1
377,2,1,6,1,1
74,2,5,6,1,1
318,19,5,6,8,1
362,19,5,6,8,1
46,2,4,6,1,1
84,1,1,6,1,1
384,1,1,2,1,1
592,1,1,2,1,1
146,1,1,6,9,2
105,1,1,6,1,1
60,11,4,6,1,2
86,11,1,6,1,2
377,1,1,6,9,1
53,2,5,6,1,1
140,1,4,6,6,1
132,1,1,6,1,2
78,1,4,4,1,1
203,1,1,4,6,1
202,2,4,6,9,1
61,1,1,4,1,2
60,1,1,6,1,1
60,1,1,6,1,2
200,1,4,6,6,1
170,1,1,2,1,1
226,1,1,2,1,2
71,1,1,4,1,2
69,1,1,4,1,1
21,1,4,6,6,1
295,11,4,6,8,1
76,1,1,6,1,2
92,1,1,6,1,2
121,2,1,6,8,2
202,1,1,6,1,1
126,1,1,6,1,1
164,2,1,6,1,2
235,2,1,6,1,2
234,2,1,6,1,1
62,1,1,4,1,2
71,1,1,4,1,1
20,1,1,6,2,2
117,1,1,6,1,2
115,1,1,6,1,1
153,1,3,6,1,1
