PWGTP,RAC1P,POWSP,HISP,SEX,CIT,WAOB,COW,SOCP
112,6,34,1,2,4,4,1,15113X
79,1,17,1,1,5,5,1,15113X
88,1,17,1,2,5,5,1,151134
118,1,34,1,1,5,6,1,151142
101,6,17,1,1,5,4,7,151131
160,1,27,1,2,1,1,1,151131
77,1,29,1,2,1,1,1,151121
474,1,25,1,1,1,1,1,151150
144,1,17,1,2,1,1,1,151134
148,6,42,1,1,5,4,1,15113X
44,1,35,23,2,1,1,4,151199
232,1,12,1,1,5,6,1,151199
61,6,6,1,2,5,4,1,15113X
60,6,6,1,1,5,4,1,15113X
84,2,9,1,1,1,1,3,151150
87,9,4,1,1,1,1,3,151150
64,1,27,1,1,1,1,1,151131
128,1,27,1,1,1,1,4,151142
116,1,23,1,1,1,1,1,15113X
117,1,6,1,1,1,1,1,172061
127,1,51,1,1,1,1,1,151150
111,1,34,1,1,1,1,1,151150
76,1,6,1,1,1,1,4,151150
66,1,45,1,1,1,1,2,151150
80,1,36,1,1,1,1,1,151142
98,1,6,2,2,1,1,1,151150
72,1,53,1,1,4,8,1,151150
81,1,17,1,2,1,1,1,15113X
36,1,34,1,2,1,1,1,151131
54,1,26,1,1,1,1,2,151142
68,1,36,1,1,1,1,2,151111
41,1,33,1,1,1,1,1,15113X
410,1,33,1,2,1,1,1,151199
111,6,48,1,1,4,4,7,151131
121,1,25,1,1,1,1,1,15113X
73,1,8,1,2,1,1,1,151131
291,1,48,1,2,1,1,1,151199
96,1,18,1,1,1,1,1,151150
73,6,24,1,1,5,4,5,15113X
113,6,53,1,2,5,4,1,151121
84,1,39,1,1,1,1,1,15113X
266,1,17,1,1,1,1,1,172070
177,2,1,1,1,1,1,1,172070
133,1,53,1,1,1,1,1,151150
73,6,51,1,2,4,4,1,15113X
148,1,21,1,1,1,1,1,172070
54,1,1,1,1,1,1,1,151121
34,1,48,1,1,5,4,2,151150
109,1,37,1,2,1,1,1,151150
321,6,6,1,1,4,4,1,151131
90,1,31,1,1,1,1,1,151150
102,2,13,2,1,5,3,1,151134
69,1,49,1,1,1,1,1,151199
81,1,39,1,1,1,1,1,151199
97,1,47,1,1,1,1,6,151121
171,1,39,1,1,1,1,2,15113X
129,1,24,1,1,1,1,1,15113X
115,1,36,1,2,1,1,4,151131
35,1,47,1,1,1,1,1,15113X
66,1,38,1,2,1,1,1,151121
162,1,55,1,1,1,1,1,15113X
62,6,6,1,1,1,1,1,151134
15,1,18,1,1,1,1,1,151199
13,1,30,1,1,1,1,1,151131
73,1,6,1,1,5,5,1,15113X
162,8,13,2,1,4,3,1,151121
115,6,48,1,1,5,4,1,15113X
39,1,25,1,1,1,1,1,151142
61,1,36,1,2,1,1,1,15113X
91,1,51,1,1,1,1,1,151122
40,6,17,1,1,5,4,2,151121
104,1,34,1,1,5,3,1,151131
76,1,24,1,1,1,1,2,15113X
125,6,49,1,1,4,3,1,151150
80,1,8,1,1,1,1,1,151199
208,2,34,1,1,1,1,1,151150
63,1,34,1,1,1,1,1,151142
61,1,47,1,1,1,1,1,151199
112,1,36,1,1,1,1,1,151150
61,1,9,1,1,1,1,1,151142
60,1,22,1,1,1,1,4,151122
23,1,39,1,1,1,1,1,151131
41,1,8,1,1,1,1,1,151121
163,6,6,1,1,4,4,1,151142
164,6,6,1,1,1,1,1,151150
29,1,23,1,1,1,1,1,151199
79,1,27,1,2,1,1,4,151122
95,1,53,1,1,1,1,1,15113X
268,1,48,1,2,1,1,1,15113X
61,1,9,1,2,4,3,1,151142
36,1,48,1,2,1,1,1,15113X
65,1,4,1,2,1,1,1,151150
113,6,6,1,1,5,4,1,15113X
103,6,6,1,2,5,4,1,151121
27,3,34,1,1,1,1,1,151199
128,6,6,1,1,1,1,3,172070
91,2,47,1,1,1,1,5,151150
135,1,12,3,2,2,2,6,151121
28,1,27,1,1,1,1,1,151142
24,1,55,1,2,1,1,1,15113X
156,1,13,1,1,1,1,1,172070
82,1,34,1,1,1,1,1,151199
167,1,25,1,1,1,1,1,172070
88,1,4,1,1,1,1,1,151134
129,1,27,1,1,1,1,2,151121
69,1,36,1,1,1,1,1,151199
145,1,24,1,2,1,1,1,15113X
46,1,24,1,1,1,1,1,151199
95,1,15,1,1,1,1,1,15113X
18,1,53,1,1,1,1,3,151134
75,6,36,1,1,1,1,1,151150
315,1,47,1,1,1,1,1,151199
74,1,6,1,1,1,1,1,151150
87,1,6,1,1,1,1,1,15113X
98,1,18,1,1,1,1,1,151150
123,1,48,1,2,1,1,1,151150
154,6,25,1,1,5,4,1,15113X
98,6,53,1,2,5,4,1,15113X
106,1,20,1,1,1,1,1,151141
66,6,51,1,1,4,4,1,15113X
59,6,51,1,2,4,4,2,151121
51,1,53,1,1,4,5,1,151150
54,1,25,1,1,1,1,1,151121
152,1,26,1,1,1,1,1,15113X
73,2,48,1,1,1,1,1,15113X
180,1,6,1,1,1,1,1,15113X
179,1,6,1,2,1,1,1,15113X
55,1,34,1,1,1,1,1,15113X
104,1,13,1,1,1,1,1,151141
133,1,6,1,1,1,1,5,151131
89,1,26,1,1,1,1,1,151142
34,1,13,1,2,4,7,1,151131
43,1,8,1,1,1,1,1,151199
87,1,42,1,2,1,1,1,151121
183,1,23,1,1,3,7,1,172061
46,6,42,1,2,1,1,1,15113X
83,1,28,1,1,1,1,1,151143
121,1,50,1,1,1,1,7,151131
64,1,51,1,1,1,1,1,151121
100,1,34,1,1,4,5,1,151199
261,1,6,1,1,1,1,1,15113X
59,1,11,1,1,1,1,2,151131
57,1,34,1,1,5,5,1,15113X
79,6,48,1,1,4,4,1,172070
40,6,6,1,1,4,4,1,151199
78,6,6,1,2,1,1,3,151121
144,1,25,1,1,1,1,1,151150
204,1,25,1,1,1,1,1,15113X
50,1,36,1,1,1,1,1,151142
57,1,25,1,1,1,1,1,151131
109,1,25,1,1,4,5,1,151199
131,1,36,1,1,5,3,1,15113X
64,1,39,1,2,1,1,1,151141
58,1,30,1,2,1,1,1,151142
8,1,29,1,1,1,1,1,151131
159,9,6,1,1,1,1,6,15113X
48,1,35,1,1,3,4,1,172070
74,6,6,1,1,4,4,1,151141
44,1,24,1,2,1,1,2,15113X
92,1,39,1,1,1,1,4,151199
68,1,42,1,1,1,1,1,172070
114,1,13,1,2,1,1,1,151150
136,6,37,1,1,1,1,3,151150
246,1,8,1,2,3,5,1,151150
48,1,41,1,1,1,1,7,15113X
69,1,39,1,1,1,1,6,151134
252,1,13,1,1,1,1,2,151131
102,1,12,1,1,1,1,3,15113X
128,9,36,1,2,5,7,1,151131
109,1,36,1,1,1,1,7,151150
69,1,6,1,2,4,5,1,15113X
107,2,28,1,1,1,1,4,151150
64,1,36,1,1,1,1,1,15113X
87,1,48,1,1,1,1,1,15113X
118,1,36,1,2,1,1,4,151141
77,1,17,1,1,1,1,1,15113X
190,6,6,1,1,1,1,1,151134
25,1,48,2,1,1,1,1,172070
67,1,6,1,1,3,5,1,15113X
393,1,31,1,1,1,1,1,151121
60,1,42,1,1,1,1,3,151121
92,6,6,1,2,5,4,1,15113X
60,6,48,1,1,5,4,1,151121
71,1,48,1,2,1,1,1,151121
62,1,6,1,1,1,1,1,151131
147,1,51,1,1,3,5,2,151199
217,1,1,1,1,1,1,1,172070
83,1,48,1,1,1,1,6,151131
143,1,29,1,2,1,1,4,151134
73,1,51,1,1,1,1,1,151121
24,1,23,1,1,1,1,1,151122
215,6,32,1,2,4,4,1,151150
32,1,39,1,1,1,1,1,15113X
116,1,39,1,1,1,1,7,15113X
147,1,6,1,1,3,5,1,151150
47,6,6,1,1,4,4,1,151143
153,1,39,1,1,1,1,1,172070
45,1,51,1,1,1,1,1,151150
99,1,26,1,1,1,1,1,15113X
44,2,24,1,2,1,1,1,151121
62,1,6,1,1,1,1,4,151199
77,1,51,1,2,1,1,1,151121
109,1,26,1,1,1,1,1,15113X
56,1,6,1,1,1,1,2,151142
128,6,51,1,1,4,4,4,151131
180,6,51,1,2,5,4,4,151131
44,1,9,1,1,1,1,1,15113X
206,6,17,1,1,5,4,1,151121
85,6,8,1,1,1,1,4,151142
74,1,27,1,1,1,1,2,172070
170,1,24,1,2,1,1,1,151150
51,6,49,1,1,5,4,1,151131
68,1,8,1,2,1,1,1,151143
52,1,48,1,1,1,1,1,151199
77,1,8,1,1,1,1,1,151150
72,2,24,1,1,3,4,7,151199
30,1,27,1,1,1,1,1,151131
99,1,36,1,1,1,1,1,151121
98,1,48,1,1,1,1,1,151131
143,1,4,1,1,1,1,1,151131
68,1,48,1,2,1,1,3,151150
40,1,36,1,1,1,1,1,151121
57,1,34,1,1,1,1,1,151121
138,1,42,1,2,1,1,1,15113X
94,2,24,1,2,1,1,1,15113X
47,1,20,1,1,1,1,1,151142
157,1,25,1,1,1,1,1,15113X
49,1,42,1,1,1,1,3,151199
147,1,36,1,1,1,1,1,151121
95,1,22,1,1,1,1,1,172070
386,6,19,1,1,5,4,1,15113X
73,1,30,1,1,3,5,1,151150
121,1,9,1,1,1,1,6,151121
6,1,8,1,1,1,1,4,151150
78,6,6,1,2,4,4,1,151121
146,1,6,19,1,4,3,1,151121
127,2,18,1,1,1,1,1,151150
106,6,36,1,1,1,1,3,151199
42,1,51,1,1,1,1,1,172070
76,1,6,1,2,1,1,1,15113X
136,1,12,1,1,1,1,4,151121
99,1,18,1,1,1,1,1,151150
242,8,36,5,2,1,1,1,151121
115,1,29,1,1,4,5,1,151150
56,1,36,1,1,1,1,1,151199
197,6,51,1,1,4,4,1,151122
83,6,6,1,2,4,4,1,151199
53,1,36,1,1,1,1,1,151121
99,1,11,1,1,1,1,5,151150
282,2,45,1,2,1,1,1,15113X
69,1,18,1,1,1,1,1,151199
204,1,6,1,1,1,1,3,151199
70,1,53,1,1,5,5,1,15113X
37,8,36,1,1,4,3,1,151150
153,1,32,1,2,1,1,4,151199
41,1,11,1,1,1,1,2,151150
26,1,23,1,1,1,1,1,15113X
21,1,39,1,2,1,1,1,15113X
132,1,22,1,2,1,1,1,151150
87,1,8,1,1,1,1,3,151121
62,1,9,1,1,4,5,1,151150
115,1,6,1,2,1,1,1,15113X
16,1,36,1,2,1,1,2,151199
154,1,39,1,1,1,1,4,151131
76,1,36,1,1,1,1,1,151150
9,1,48,1,2,1,1,1,15113X
73,1,13,1,1,1,1,1,151199
137,1,12,1,2,1,1,1,151142
109,6,24,1,1,4,4,3,151142
62,8,6,2,1,1,1,2,151199
31,1,21,1,2,3,5,1,151199
113,1,41,2,1,1,1,1,15113X
132,6,6,1,1,5,4,1,15113X
80,6,39,1,1,4,4,1,15113X
68,1,51,1,1,1,1,1,151131
139,1,27,1,1,1,1,2,15113X
169,1,53,1,2,1,1,1,151199
37,1,8,1,2,1,1,4,151122
178,1,27,1,1,1,1,5,151121
136,1,33,1,2,1,1,1,15113X
184,2,47,1,2,1,1,1,151131
30,1,12,1,1,1,1,1,151141
63,2,13,1,2,1,1,1,151131
53,1,12,1,2,1,1,1,151121
59,1,45,1,1,1,1,1,151142
94,1,42,1,1,1,1,1,151121
188,1,55,1,1,1,1,1,151199
47,1,48,1,1,1,1,1,15113X
71,1,9,1,1,1,1,1,15113X
100,2,24,1,1,1,1,1,15113X
310,2,47,1,2,5,6,1,15113X
81,1,6,1,1,1,1,5,151111
60,1,48,1,1,1,1,1,15113X
55,1,45,1,2,1,1,4,151134
107,1,20,1,1,1,1,1,151143
60,1,48,1,2,1,1,1,151134
77,1,25,1,2,1,1,2,151143
106,1,48,1,1,1,1,1,151142
68,6,34,1,1,5,4,1,151199
81,1,25,1,2,1,1,1,151142
59,1,11,1,1,1,1,1,151134
133,1,40,1,1,1,1,1,151199
51,1,12,3,1,2,2,3,151131
62,1,26,1,1,4,7,1,151111
106,8,24,5,2,4,3,1,151150
126,8,24,5,1,4,3,1,151150
60,1,6,1,1,1,1,1,15113X
73,2,51,1,1,1,1,1,151121
56,1,53,1,2,1,1,2,151131
93,9,15,1,1,3,4,1,151131
112,6,51,1,2,5,4,1,15113X
57,1,11,1,1,4,5,5,151111
76,1,13,1,1,1,1,1,151199
107,1,6,1,1,1,1,1,151131
180,1,49,1,1,1,1,1,151150
110,2,18,1,1,1,1,3,151150
85,1,53,3,2,1,1,1,15113X
62,1,12,16,1,4,3,1,172070
72,1,39,1,2,1,1,4,151121
93,1,8,3,1,4,5,1,151131
162,9,37,1,1,5,4,1,151150
127,9,26,1,2,5,4,1,15113X
227,1,36,1,1,1,1,1,15113X
93,1,32,1,1,1,1,1,151121
20,1,49,1,1,1,1,4,151150
60,1,51,1,1,1,1,5,151199
109,1,31,1,1,1,1,1,151150
281,1,10,1,1,1,1,1,15113X
38,1,25,1,1,4,7,2,172070
54,1,12,4,2,1,1,3,151121
60,1,6,1,1,1,1,1,151121
147,1,42,1,1,1,1,1,151199
133,1,53,1,1,1,1,6,151134
36,1,34,24,1,1,1,1,151121
78,8,48,3,1,2,2,1,15113X
46,1,34,1,1,1,1,1,15113X
113,6,6,1,1,4,4,2,151121
426,2,26,1,2,1,1,5,151143
113,6,9,1,1,4,4,1,15113X
54,1,34,1,2,4,7,1,151199
250,2,48,1,1,1,1,5,151199
113,1,51,1,2,1,1,1,151150
60,1,12,1,1,1,1,1,15113X
44,1,13,1,2,1,1,1,151121
41,1,13,1,1,1,1,1,151131
92,1,39,1,1,1,1,1,151121
142,2,17,1,2,4,3,1,151121
100,1,4,1,1,1,1,7,151121
141,1,27,1,1,1,1,1,151199
104,1,48,1,1,1,1,1,151150
71,1,24,1,1,1,1,1,151142
119,1,9,1,2,1,1,1,15113X
85,1,17,1,1,1,1,1,151121
27,1,36,1,1,1,1,1,151111
115,1,48,1,1,1,1,1,151121
137,1,51,1,1,1,1,1,151150
61,1,25,1,1,1,1,2,151131
77,1,42,1,1,1,1,1,151150
194,1,34,16,2,4,7,1,15113X
80,1,26,1,1,1,1,1,151142
188,6,6,1,2,4,4,1,151134
71,6,48,1,1,4,4,1,151141
106,1,29,1,1,1,1,5,151150
667,1,12,1,1,1,1,1,151199
73,1,34,1,2,1,1,1,151134
173,6,48,1,2,4,4,2,151199
56,1,36,1,1,1,1,1,15113X
51,6,9,1,1,5,4,1,15113X
85,6,9,1,2,5,4,1,15113X
86,1,39,1,1,1,1,1,172070
64,1,29,1,1,1,1,1,151131
159,1,26,1,1,1,1,1,151121
88,1,36,1,1,5,4,6,151134
327,1,6,1,2,1,1,1,15113X
148,6,6,1,1,4,4,1,151134
125,9,36,1,1,1,1,1,151142
134,6,6,1,1,4,4,1,15113X
518,1,26,1,1,1,1,1,15113X
100,1,38,1,2,1,1,1,151121
70,6,51,1,1,4,4,1,151199
162,1,42,1,1,1,1,1,15113X
96,1,6,1,2,1,1,2,151142
169,1,9,16,2,4,7,1,151199
58,1,34,1,1,1,1,1,151131
86,2,37,1,1,1,1,1,151143
58,9,6,1,1,3,4,1,151121
80,6,6,1,2,4,4,1,151121
62,1,32,2,2,4,3,1,15113X
66,1,42,1,1,1,1,1,151150
76,1,37,1,1,1,1,1,151142
52,1,19,1,1,1,1,1,15113X
126,1,6,1,2,1,1,1,151134
107,1,29,1,1,1,1,1,151134
46,1,36,1,1,1,1,1,151199
62,2,36,1,1,4,3,3,151143
87,9,21,1,1,3,4,1,151131
92,1,8,2,1,1,1,3,151142
63,1,6,1,1,1,1,1,151121
105,1,51,1,1,1,1,1,151122
91,6,12,1,1,4,4,1,151199
55,1,51,1,1,1,1,1,15113X
84,1,44,1,1,1,1,1,151150
94,1,12,4,1,4,3,1,151121
74,1,20,1,2,1,1,2,151134
181,1,6,1,1,1,1,1,151199
67,2,8,1,1,1,1,1,151131
141,1,36,1,1,1,1,1,172070
31,8,37,8,1,5,3,6,15113X
184,1,17,1,1,1,1,1,151199
86,1,39,1,1,1,1,1,151199
147,6,17,1,1,5,4,1,15113X
96,1,36,1,2,1,1,2,151150
213,6,15,1,1,4,4,4,151150
304,1,27,1,2,1,1,1,151199
14,1,42,1,1,1,1,1,151121
174,1,51,1,2,1,1,2,151121
48,1,12,4,1,1,1,1,15113X
114,6,25,1,2,5,4,1,151199
167,6,25,1,2,5,4,1,15113X
169,8,6,9,1,4,3,3,151121
123,1,36,1,1,1,1,1,151150
58,1,13,1,1,1,1,2,15113X
58,1,12,1,1,1,1,1,151134
91,1,12,1,1,1,1,6,151134
62,1,20,1,1,1,1,6,151134
57,1,48,1,1,1,1,1,151199
105,6,48,1,1,4,4,1,15113X
174,1,6,1,1,3,5,1,151150
90,1,26,1,1,1,1,1,151199
133,6,48,1,2,5,4,1,151134
111,1,12,9,1,1,1,1,15113X
24,1,39,1,2,1,1,1,151131
87,1,6,1,1,1,1,1,15113X
123,1,6,1,1,1,1,1,15113X
183,1,36,1,1,1,1,1,151150
51,2,34,1,2,1,1,1,151121
66,1,49,1,1,1,1,1,172061
65,1,24,1,2,1,1,2,151199
48,1,24,1,1,1,1,4,151150
58,2,12,1,1,1,1,1,151150
63,1,37,1,2,1,1,2,151131
112,1,49,1,1,1,1,1,15113X
135,8,53,23,1,1,1,7,151121
71,3,48,2,1,1,1,1,151142
63,1,25,1,1,1,1,7,15113X
73,1,47,1,1,1,1,1,151134
21,9,49,1,1,1,1,1,151142
89,1,20,1,1,1,1,1,172070
57,1,13,1,1,1,1,1,151121
105,6,21,1,2,5,4,1,15113X
70,6,6,1,1,5,4,1,15113X
23,1,39,1,1,1,1,6,15113X
258,1,27,1,2,1,1,1,151131
63,1,8,1,1,1,1,1,172070
123,1,53,1,1,1,1,7,151134
59,1,36,1,1,1,1,5,172070
107,1,37,1,1,1,1,4,151150
59,1,12,1,2,1,1,1,151199
61,1,48,1,1,1,1,1,15113X
198,1,6,1,1,1,1,1,15113X
90,6,4,1,1,5,4,2,15113X
58,1,48,1,2,1,1,1,151121
50,1,8,1,1,1,1,1,151150
69,1,41,1,1,1,1,1,151199
184,1,34,1,2,4,5,1,151131
105,1,13,1,1,1,1,2,151143
69,1,48,1,1,1,1,1,151150
88,1,31,1,2,1,1,2,151121
373,1,34,1,1,1,1,5,151199
89,1,39,1,1,1,1,1,151131
82,1,51,1,2,1,1,4,151142
71,1,36,1,2,1,1,1,151131
85,1,36,1,2,1,1,3,151131
61,6,48,1,1,4,4,1,151142
23,1,42,1,1,1,1,1,172070
41,1,27,1,2,1,1,2,151121
16,1,53,1,2,1,1,4,151131
132,6,53,1,1,5,4,1,15113X
193,1,25,1,1,5,5,2,151199
59,1,6,1,1,1,1,1,172070
57,1,13,1,1,1,1,1,151143
119,1,37,1,2,1,1,1,151142
78,1,17,1,1,1,1,1,151150
89,6,25,1,1,5,4,1,15113X
75,1,6,1,1,1,1,1,151150
39,1,42,1,1,1,1,1,151121
52,1,38,1,1,1,1,5,151199
119,1,12,1,2,3,5,1,151150
114,1,8,1,1,1,1,2,15113X
54,1,26,1,1,1,1,1,15113X
210,7,39,1,1,1,1,1,15113X
60,1,45,1,1,1,1,1,15113X
126,6,42,1,1,5,4,1,15113X
86,6,42,1,2,5,4,1,15113X
143,6,48,1,1,5,4,1,151121
62,1,6,1,1,1,1,1,15113X
65,1,6,1,2,1,1,1,15113X
35,1,11,1,1,1,1,5,151142
64,1,5,1,2,1,1,2,151121
76,1,48,1,1,1,1,1,151134
95,6,48,1,1,5,4,1,15113X
63,1,39,1,1,1,1,1,151131
88,1,25,19,1,4,3,1,15113X
140,1,6,1,1,1,1,1,151131
69,1,8,1,1,1,1,3,151150
65,6,6,1,1,4,4,1,172070
365,1,4,1,1,1,1,1,151141
35,1,18,1,2,1,1,1,15113X
49,6,13,1,1,5,4,1,15113X
55,1,53,1,1,1,1,1,151134
36,1,11,1,1,1,1,5,15113X
69,1,6,1,1,1,1,3,15113X
96,1,48,1,1,1,1,1,15113X
128,6,34,1,1,5,4,1,15113X
120,6,11,1,2,5,4,1,15113X
102,1,26,1,1,1,1,1,151134
24,1,31,1,2,1,1,4,151134
117,1,6,1,1,1,1,1,15113X
99,1,19,1,1,1,1,2,151131
50,1,53,1,2,4,5,1,151150
105,6,44,1,1,5,4,1,15113X
50,1,12,1,1,1,1,1,15113X
144,1,54,1,1,1,1,5,151199
105,6,53,1,1,5,4,1,15113X
130,1,8,1,1,1,1,1,151134
80,1,39,1,2,1,1,1,151121
121,1,20,1,1,1,1,1,15113X
88,2,55,1,2,1,1,1,151121
216,1,13,1,2,1,1,2,151141
57,1,39,1,1,1,1,2,151150
143,1,13,1,1,1,1,1,172061
49,1,29,1,2,1,1,1,15113X
56,1,6,1,1,1,1,1,151142
117,1,45,1,1,1,1,1,15113X
66,1,48,1,1,1,1,1,151199
110,1,13,1,1,1,1,1,15113X
120,1,42,1,1,1,1,1,151131
98,6,17,1,1,4,4,1,151199
69,6,17,1,2,4,4,1,15113X
153,1,10,1,2,1,1,1,151121
333,6,48,1,1,1,1,1,15113X
114,2,13,1,1,1,1,1,151122
133,1,35,24,1,1,1,1,151199
98,1,42,1,2,1,1,4,151141
170,6,27,15,1,1,1,1,172070
54,1,36,1,1,1,1,1,151134
150,2,48,1,2,1,1,1,15113X
54,1,45,1,1,1,1,1,151150
101,1,37,1,1,1,1,1,15113X
84,1,6,16,1,5,3,1,172070
116,1,18,1,1,1,1,2,151199
395,1,4,3,1,2,2,5,151142
79,1,42,1,1,1,1,1,151150
25,2,20,1,1,1,1,1,151199
118,6,48,1,1,4,4,1,15113X
130,6,48,1,2,4,4,3,15113X
161,1,27,1,1,1,1,4,151131
16,2,28,1,2,1,1,1,151121
136,6,53,1,1,5,4,1,15113X
125,6,6,1,1,5,4,1,151150
91,1,25,1,1,1,1,1,151131
62,1,6,1,1,1,1,1,151142
138,1,39,1,1,1,1,1,151131
108,1,42,1,1,1,1,1,151121
161,1,22,1,1,1,1,6,151121
111,1,36,1,1,1,1,1,151121
66,1,41,1,1,1,1,1,151142
53,1,26,1,2,1,1,1,151122
97,1,4,1,1,1,1,1,151199
98,6,34,1,1,4,4,1,151121
146,2,37,1,2,1,1,1,151150
81,6,33,1,1,5,5,1,15113X
134,1,41,1,1,1,1,1,151142
72,1,36,1,1,3,5,1,15113X
119,1,19,1,1,1,1,1,151142
109,1,53,1,1,1,1,5,15113X
32,1,13,1,1,1,1,1,151142
84,1,17,1,1,1,1,1,151131
137,1,27,1,1,1,1,1,15113X
76,1,18,1,1,1,1,1,151121
71,1,18,1,2,1,1,1,151141
118,1,26,1,2,1,1,1,151121
61,1,51,1,1,1,1,1,151131
101,1,26,1,1,1,1,1,151150
186,1,27,1,1,1,1,1,15113X
65,9,42,1,1,4,4,1,151141
36,1,21,1,1,1,1,1,15113X
165,6,6,1,1,1,1,1,15113X
162,6,6,1,1,5,4,1,151121
128,1,48,1,1,1,1,1,151150
46,9,6,1,1,1,1,1,15113X
45,1,24,1,1,1,1,2,15113X
82,1,51,1,1,4,5,1,151199
118,1,6,1,2,1,1,1,151134
35,1,26,1,1,1,1,1,151143
96,1,48,1,1,5,5,1,15113X
123,9,12,3,1,3,4,1,151150
48,2,12,1,2,1,1,1,151199
73,1,54,1,1,1,1,1,15113X
10,1,41,1,1,1,1,1,15113X
154,1,36,1,1,1,1,1,151131
42,9,51,1,2,1,1,1,15113X
57,1,6,1,2,1,1,2,151199
60,1,6,1,2,1,1,1,172070
202,2,17,1,2,1,1,1,151121
61,2,11,1,2,1,1,5,151199
58,6,48,1,1,4,4,1,15113X
22,9,48,2,1,4,3,1,15113X
67,1,37,1,1,1,1,2,15113X
34,2,13,1,2,1,1,1,151142
91,6,51,1,1,5,4,1,15113X
60,1,6,1,1,1,1,5,172061
71,6,17,1,1,5,4,1,15113X
49,1,48,2,1,1,1,1,151142
125,1,17,1,1,1,1,1,151150
122,1,6,1,1,1,1,1,151150
87,1,42,1,1,1,1,1,15113X
83,1,32,1,1,1,1,5,151150
155,1,42,1,1,1,1,1,151121
59,1,6,2,1,1,1,1,151131
90,2,11,1,1,1,1,5,15113X
104,1,13,1,1,1,1,5,172070
107,1,48,1,1,1,1,1,151150
45,1,25,17,1,4,3,1,15113X
117,1,12,1,1,1,1,6,172070
69,1,45,1,1,1,1,1,15113X
60,1,37,1,1,1,1,7,15113X
80,6,13,1,1,4,4,1,15113X
73,6,13,1,2,4,4,1,15113X
86,1,36,8,1,1,1,1,151150
78,1,39,1,2,1,1,7,15113X
126,1,36,1,1,1,1,1,151121
69,1,42,1,1,1,1,7,151121
63,1,48,1,1,1,1,1,151131
116,6,39,1,1,5,4,1,15113X
93,1,48,1,1,1,1,1,15113X
43,1,21,1,1,1,1,1,151131
101,2,45,1,1,1,1,1,151121
184,2,45,1,2,1,1,1,151150
109,1,40,16,2,1,1,5,15113X
60,1,11,1,1,1,1,1,15113X
54,2,48,1,2,1,1,1,151121
44,1,55,1,2,1,1,4,151199
118,1,34,1,1,1,1,1,151131
46,1,48,1,1,1,1,4,151142
66,6,9,1,2,3,4,1,151141
31,2,24,1,1,1,1,1,15113X
214,1,55,1,1,1,1,1,172070
118,9,55,1,1,1,1,1,151134
118,2,47,1,1,1,1,1,151142
64,1,53,1,1,1,1,7,15113X
83,1,17,1,2,1,1,2,151134
89,1,17,1,1,1,1,1,151142
38,2,11,1,2,1,1,1,151150
135,1,1,1,1,1,1,2,151199
60,1,47,1,1,1,1,1,151143
100,1,39,1,1,4,5,1,151131
21,1,22,1,1,1,1,3,151150
87,1,51,1,1,4,5,1,172070
56,1,12,1,2,1,1,1,151121
93,1,47,1,1,1,1,1,151121
101,8,4,2,1,1,1,1,151121
123,6,34,1,1,5,4,1,15113X
115,6,6,1,1,5,4,1,172070
67,1,6,1,1,1,1,1,151199
269,6,55,1,1,5,4,1,151121
74,2,45,1,2,1,1,1,151131
220,1,6,1,1,1,1,1,151150
81,1,42,1,1,1,1,1,151199
190,1,47,1,1,1,1,1,15113X
50,6,6,1,2,1,1,1,151199
128,1,36,1,1,5,5,1,15113X
108,1,15,1,1,1,1,5,151150
60,1,6,1,2,1,1,1,151150
124,1,48,4,1,1,1,3,151142
115,6,13,1,1,5,4,1,15113X
60,1,35,1,1,1,1,1,151150
98,1,48,1,1,5,7,1,15113X
50,2,6,1,1,1,1,1,15113X
127,1,49,1,2,1,1,3,15113X
151,1,39,1,2,1,1,4,151141
35,1,54,1,1,1,1,4,151121
92,1,12,1,1,1,1,1,15113X
83,1,37,1,2,1,1,1,151131
83,6,17,1,1,1,1,1,151131
114,1,1,1,1,1,1,1,151131
53,1,17,1,1,1,1,1,151141
51,1,18,1,1,1,1,1,15113X
58,1,4,1,1,1,1,1,151122
87,6,53,1,1,4,4,1,15113X
125,1,12,1,1,5,7,1,151121
123,6,19,1,1,4,4,1,15113X
153,6,19,1,2,4,4,1,15113X
88,1,34,1,1,1,1,1,151199
212,1,46,1,2,1,1,1,151199
35,9,6,1,1,5,4,1,15113X
67,1,25,1,1,1,1,6,15113X
72,1,36,1,2,1,1,1,151131
46,1,8,1,1,1,1,1,151121
86,1,51,1,1,1,1,1,151122
59,1,34,1,1,4,5,1,15113X
103,1,12,1,1,1,1,2,151199
341,1,6,1,1,1,1,1,151199
49,6,36,1,2,4,4,1,151121
49,6,34,1,1,4,4,1,15113X
152,1,17,1,1,1,1,1,15113X
108,1,24,1,1,1,1,1,151134
288,1,34,1,1,1,1,5,172070
72,1,12,1,1,1,1,1,15113X
216,6,26,1,1,5,4,1,15113X
176,6,26,1,1,5,4,1,151134
106,6,24,1,1,1,1,1,151121
130,9,11,1,1,1,1,5,151131
66,1,6,1,2,1,1,1,151150
467,1,48,1,1,1,1,1,15113X
65,1,6,1,1,1,1,2,15113X
113,1,6,1,1,1,1,1,151150
65,1,10,1,1,1,1,1,15113X
79,1,18,1,1,1,1,1,172070
70,6,51,1,1,4,4,2,151150
71,1,42,1,2,1,1,2,151142
241,6,6,1,1,5,4,1,151131
265,6,6,1,2,5,4,1,151141
