PWGTP,RAC1P,POWSP,HISP,SEX,CIT,WAOB,COW,SOCP
28,1,25,1,1,1,1,6,15113X
173,6,17,1,1,5,4,1,15113X
68,1,48,1,1,1,1,1,15113X
51,1,44,1,1,1,1,1,15113X
48,1,8,1,1,1,1,2,151142
63,1,39,1,1,1,1,1,172070
29,1,11,2,2,1,1,5,151121
51,1,6,2,1,1,1,2,15113X
108,1,17,1,2,1,1,1,151150
264,1,26,1,2,1,1,1,151121
48,3,25,7,1,4,3,1,151150
118,1,29,1,1,1,1,1,151131
124,2,13,1,1,1,1,4,151150
66,6,6,1,1,5,4,1,15113X
75,6,6,1,2,5,4,1,151143
74,1,37,1,1,1,1,1,172061
75,1,37,1,2,1,1,1,151199
74,1,37,1,1,1,1,1,151150
115,1,9,5,1,5,3,1,151150
173,6,6,1,2,5,4,1,15113X
173,9,12,1,1,1,1,1,151150
71,1,13,1,1,1,1,1,15113X
103,1,48,2,2,1,1,1,151121
83,1,13,1,1,1,1,7,15113X
59,1,13,1,2,1,1,1,151143
44,6,6,1,2,4,4,2,151150
41,6,6,1,1,1,1,1,151121
274,1,36,1,1,5,8,2,15113X
112,1,11,1,2,1,1,5,15113X
70,1,25,1,1,4,5,1,172061
59,1,39,1,1,1,1,1,151134
53,1,12,7,1,4,3,1,15113X
90,1,1,3,1,1,1,1,15113X
47,1,6,1,2,1,1,1,151141
62,1,12,1,1,1,1,1,151121
61,1,12,1,1,1,1,1,172061
91,1,17,1,1,1,1,5,151142
103,1,25,1,1,1,1,1,15113X
106,6,25,1,1,4,4,1,172070
78,1,12,1,1,1,1,4,151150
47,1,55,1,2,1,1,1,151131
101,1,18,1,2,1,1,1,151131
319,7,15,1,2,1,1,1,151199
64,6,6,1,2,3,4,4,151141
38,1,51,1,2,1,1,6,151134
61,6,25,1,1,5,4,1,15113X
65,1,9,1,1,1,1,1,151131
99,1,37,1,2,1,1,1,151121
131,1,47,1,2,1,1,5,151141
68,1,48,1,1,1,1,1,151150
66,1,37,1,1,1,1,1,151142
136,1,39,1,1,1,1,2,151121
81,1,36,1,1,1,1,1,151199
70,1,6,13,1,5,3,1,15113X
75,1,6,2,1,5,3,1,15113X
78,1,27,1,1,1,1,1,15113X
61,1,25,1,1,1,1,1,15113X
54,1,24,1,2,4,5,1,151131
35,8,6,2,2,1,1,4,151199
38,1,9,1,1,1,1,6,151121
69,9,49,1,2,1,1,1,151150
105,1,6,1,1,1,1,1,151121
95,1,48,1,1,1,1,1,15113X
57,8,32,2,2,1,1,5,151199
53,1,39,1,1,1,1,1,151199
15,1,21,1,2,1,1,1,151121
54,1,13,1,1,5,3,1,15113X
65,9,35,1,2,1,1,2,151141
43,1,12,1,1,1,1,1,151150
52,1,21,1,1,1,1,1,151121
18,1,27,1,2,1,1,2,151121
203,1,34,1,1,1,1,1,15113X
67,1,47,1,1,1,1,1,151131
137,1,51,1,2,1,1,5,151142
70,2,6,1,2,1,1,1,151121
69,1,19,1,1,1,1,1,151131
160,1,46,1,1,1,1,2,151131
87,1,12,1,1,1,1,1,151199
205,1,33,1,1,3,7,6,15113X
83,2,8,1,1,1,1,1,151150
48,6,10,1,1,5,4,1,151121
57,1,4,1,1,1,1,1,151150
111,1,13,1,2,1,1,1,151150
140,1,13,1,1,1,1,1,151121
11,6,10,1,2,5,4,5,151121
15,1,13,1,1,1,1,1,172061
54,9,42,1,1,3,6,1,151121
72,1,6,1,1,1,1,4,151121
112,1,6,1,2,1,1,1,151150
41,2,37,1,1,1,1,1,15113X
122,1,39,1,1,1,1,1,151199
100,1,47,1,1,1,1,1,15113X
47,2,24,1,1,1,1,1,151199
105,1,26,1,1,1,1,1,15113X
208,1,36,1,1,1,1,1,151142
175,1,33,1,1,1,1,1,15113X
93,1,48,1,1,1,1,4,151141
88,1,6,1,1,1,1,1,15113X
109,6,25,1,1,1,1,1,15113X
94,6,37,1,1,5,4,1,151199
102,1,42,1,1,1,1,1,151121
217,6,6,1,2,4,4,1,15113X
261,1,6,1,2,1,1,1,151134
36,1,39,1,1,1,1,1,151142
124,1,36,1,1,4,4,3,151150
133,1,42,1,2,1,1,3,151142
69,1,36,1,1,5,5,1,15113X
48,1,12,1,1,1,1,1,15113X
53,1,25,1,1,1,1,1,172070
102,1,38,1,1,1,1,1,15113X
119,1,12,1,1,3,5,1,15113X
97,6,13,1,1,4,4,2,151199
103,1,39,1,2,1,1,2,151121
93,9,12,23,1,1,1,1,151121
72,1,24,1,1,1,1,1,151131
188,1,31,1,1,1,1,1,151142
100,1,24,1,2,1,1,5,151199
151,1,34,1,2,1,1,1,15113X
114,2,11,1,1,1,1,1,151150
64,6,6,1,2,4,4,1,151121
66,6,53,1,1,4,4,1,15113X
51,6,53,1,2,1,1,1,151121
12,1,24,1,1,1,1,5,151121
55,1,36,1,2,1,1,1,151121
152,9,8,1,1,1,1,1,15113X
13,1,29,1,1,1,1,2,151141
310,9,8,1,1,1,1,5,172061
106,6,6,1,1,4,4,1,151121
73,6,6,1,1,1,1,1,151199
43,1,50,1,1,1,1,1,15113X
58,6,6,1,1,4,4,2,151199
157,2,17,1,1,1,1,1,151121
91,1,22,1,1,1,1,1,151150
49,1,12,1,1,1,1,6,15113X
205,2,6,1,1,1,1,5,172070
60,1,25,1,1,1,1,1,15113X
82,1,6,1,1,1,1,1,15113X
136,9,6,1,1,1,1,1,151199
45,1,24,1,1,1,1,1,15113X
66,1,53,1,1,1,1,5,151121
96,1,53,1,2,1,1,1,15113X
479,6,21,1,1,5,4,1,151199
57,2,48,1,1,4,6,1,172070
183,9,20,2,2,1,1,6,15113X
121,6,48,1,2,4,6,1,151150
40,1,51,1,1,1,1,3,151142
90,1,50,1,1,1,1,1,172070
71,1,36,1,1,1,1,1,151150
63,1,47,1,1,1,1,1,151131
83,1,6,1,2,1,1,1,15113X
143,6,6,1,2,1,1,5,15113X
102,1,12,23,1,1,1,1,15113X
118,1,6,1,1,1,1,1,172070
94,1,37,1,1,1,1,5,151142
137,1,53,1,1,1,1,1,151134
73,1,50,1,1,1,1,6,151134
95,6,6,1,1,4,4,1,151131
76,6,6,1,2,5,4,4,151150
107,6,36,1,1,5,4,1,15113X
44,1,36,1,1,1,1,1,151150
44,1,42,1,1,1,1,1,151142
77,1,48,1,1,1,1,1,15113X
57,1,6,1,1,3,4,1,15113X
463,1,53,1,1,1,1,1,151150
16,1,25,1,1,1,1,1,151121
23,1,25,1,1,1,1,1,151150
117,6,48,1,1,4,4,1,151142
84,9,12,1,2,4,4,5,151199
128,6,9,1,1,5,4,1,151199
70,1,33,1,2,5,7,1,151131
85,1,33,1,1,1,1,1,151143
63,1,39,1,1,1,1,1,151121
52,1,6,1,1,1,1,1,151199
255,1,34,1,2,1,1,1,151121
104,1,21,1,2,1,1,1,151131
51,1,47,1,1,1,1,1,15113X
70,6,6,1,1,5,4,1,151131
102,1,36,1,2,1,1,1,151121
60,1,6,1,1,1,1,1,15113X
145,6,39,1,1,4,4,2,151141
101,1,26,1,1,1,1,1,151122
176,6,4,1,1,1,1,1,151134
56,1,12,1,1,1,1,1,15113X
65,1,24,1,1,1,1,1,151199
220,1,6,1,1,1,1,1,15113X
158,1,4,1,2,1,1,4,151150
36,1,13,1,1,1,1,2,151121
110,1,9,1,1,1,1,1,151122
151,1,55,1,2,1,1,7,151121
302,6,6,1,2,5,4,1,15113X
200,6,6,1,1,5,4,1,15113X
209,6,6,1,1,4,4,1,15113X
27,1,53,1,2,1,1,3,151150
99,1,26,1,1,1,1,1,15113X
59,6,6,1,2,4,4,1,151131
34,1,31,1,1,1,1,1,15113X
54,2,13,1,1,1,1,1,151199
127,1,53,1,1,1,1,1,151121
33,1,42,1,2,1,1,1,151199
98,1,51,1,1,1,1,1,151121
89,1,37,1,1,1,1,1,151131
107,1,51,1,1,1,1,1,15113X
137,1,6,1,1,1,1,1,151131
51,6,36,1,1,4,4,1,151199
39,6,12,1,1,4,4,1,172061
190,1,6,1,1,1,1,1,151199
67,6,53,1,1,4,4,1,15113X
70,1,9,1,1,1,1,7,151150
72,1,24,1,1,1,1,3,151121
68,6,48,1,2,4,4,1,151199
48,1,8,1,1,1,1,1,151150
132,1,8,1,1,1,1,1,172070
80,1,49,1,2,1,1,1,151131
88,6,26,1,2,4,4,5,151131
102,1,19,1,1,1,1,4,151142
110,1,26,1,1,1,1,1,151131
66,1,18,1,2,1,1,1,151134
340,1,19,1,1,1,1,1,15113X
72,6,36,1,1,1,1,1,15113X
69,6,6,1,1,5,4,1,15113X
37,1,6,1,1,1,1,1,151142
133,1,25,1,1,1,1,1,151199
53,1,11,1,1,1,1,5,15113X
112,1,13,1,1,4,4,7,151121
52,1,18,1,1,1,1,1,151150
94,1,25,1,1,1,1,1,151121
39,2,25,1,2,1,1,1,15113X
60,6,24,1,2,5,4,1,151121
155,1,42,1,1,1,1,1,151150
31,1,55,1,2,1,1,4,151199
70,1,20,1,1,1,1,7,151134
56,6,47,1,2,5,4,1,151121
135,1,34,1,1,1,1,1,151150
78,1,11,1,1,1,1,1,151142
79,6,8,1,1,5,4,1,151199
123,1,17,1,1,1,1,1,151131
61,6,12,1,1,4,5,1,151199
69,1,8,1,2,1,1,1,151131
124,1,24,1,2,1,1,7,151131
189,1,51,1,1,1,1,1,151121
71,1,21,1,1,1,1,1,172070
125,1,4,2,1,1,1,5,151199
95,1,42,1,1,1,1,1,151150
62,1,6,1,1,1,1,1,15113X
135,1,37,1,1,1,1,1,15113X
57,1,33,1,1,1,1,1,15113X
84,2,37,1,1,1,1,5,151142
61,9,6,1,1,1,1,1,151150
58,1,6,1,1,4,5,5,151150
42,1,42,1,1,1,1,3,151150
18,1,42,1,1,1,1,3,151121
102,1,25,1,1,1,1,1,151131
503,6,41,1,1,5,4,1,15113X
81,1,12,1,2,1,1,1,15113X
249,1,36,1,1,5,5,1,151199
145,6,25,1,2,5,4,1,172070
105,8,6,2,2,1,1,3,151121
132,6,6,1,1,5,4,1,151121
28,1,48,1,1,1,1,6,15113X
58,1,6,1,1,4,5,1,151142
70,1,6,1,1,1,1,8,15113X
71,6,6,1,1,5,4,1,15113X
65,1,21,1,2,1,1,4,151131
85,1,42,1,2,1,1,4,15113X
150,1,6,1,2,1,1,4,151121
43,1,6,1,2,1,1,4,151121
61,1,25,1,1,1,1,1,151131
64,1,6,1,1,1,1,1,151131
69,6,13,1,1,1,1,1,151121
57,6,6,1,1,1,1,1,151199
101,6,6,1,2,4,4,2,151134
73,1,6,1,1,1,1,1,151141
37,1,51,1,2,3,5,5,151121
163,1,51,1,2,1,1,1,151121
65,1,53,1,1,3,5,1,172070
165,2,48,1,1,4,6,1,151150
51,1,17,1,1,1,1,1,151142
45,1,11,17,1,5,3,5,172070
109,1,53,1,1,1,1,1,15113X
65,1,48,1,2,1,1,1,151134
71,1,42,1,1,1,1,1,151142
68,1,8,1,1,1,1,1,151121
47,1,49,1,1,1,1,1,151121
259,1,39,2,1,1,1,1,151199
51,6,36,1,1,4,4,1,151150
283,1,12,21,1,1,1,1,151134
111,1,53,1,1,1,1,2,151141
74,6,6,1,2,4,4,1,15113X
85,1,55,1,2,1,1,4,151150
48,1,12,1,2,1,1,3,151150
89,1,53,1,1,5,4,1,15113X
173,1,37,1,1,1,1,1,151199
428,1,55,1,1,1,1,1,15113X
260,1,12,1,1,1,1,1,151131
68,1,24,1,1,3,4,1,15113X
100,6,6,1,1,5,4,1,15113X
74,1,48,1,2,1,1,1,15113X
80,1,39,1,1,1,1,1,151141
273,2,36,1,1,1,1,1,151150
75,1,48,1,1,1,1,1,151121
63,1,4,1,1,1,1,1,151143
85,1,53,1,1,1,1,1,151121
43,1,17,1,1,1,1,1,172061
103,1,12,1,1,1,1,1,151142
47,6,6,1,1,1,1,2,151199
91,1,37,1,1,1,1,1,151131
58,1,48,1,2,4,5,1,151121
144,1,48,1,1,1,1,1,151131
56,1,48,1,2,1,1,2,15113X
43,1,6,1,1,1,1,1,15113X
72,6,13,1,1,4,4,4,151143
74,6,34,1,1,4,4,1,151150
107,1,42,1,1,1,1,4,151199
20,1,53,1,1,1,1,1,172070
106,1,25,1,1,1,1,2,151199
33,1,25,1,1,1,1,1,15113X
118,1,48,2,1,1,1,1,151131
210,2,4,1,1,1,1,1,151142
39,1,12,23,2,1,1,1,151150
54,1,55,1,1,1,1,1,151199
93,1,12,1,1,1,1,1,151142
110,1,27,1,1,1,1,3,151199
72,1,45,1,1,1,1,1,151142
93,1,42,1,2,1,1,7,151121
71,1,42,1,1,1,1,1,151131
113,1,48,1,1,1,1,1,151134
153,1,25,1,2,1,1,1,151150
151,6,37,1,2,5,4,1,151199
158,6,37,1,1,5,4,1,151199
256,1,49,1,1,1,1,1,15113X
40,1,12,3,2,2,2,2,151199
40,1,48,1,2,1,1,4,151199
160,1,42,1,1,3,7,1,151150
101,1,8,1,1,1,1,1,15113X
231,1,33,1,1,1,1,1,151199
115,6,6,1,2,4,4,1,151150
130,6,6,1,1,4,4,1,151143
71,1,51,1,2,1,1,1,151199
43,6,48,1,2,5,4,1,15113X
123,2,1,1,2,1,1,5,151199
81,1,6,1,1,3,5,1,15113X
27,1,37,1,1,1,1,1,151134
74,1,36,1,1,1,1,1,151150
266,2,13,1,1,4,6,1,15113X
141,2,48,1,1,1,1,1,151150
188,6,6,1,1,5,4,1,15113X
61,1,49,1,1,1,1,6,151150
119,6,6,1,1,4,4,1,172061
61,1,6,1,1,1,1,7,151134
79,1,9,1,1,1,1,1,151131
46,6,6,1,2,4,4,1,151150
75,6,6,1,2,1,1,1,151141
57,2,51,1,1,1,1,1,15113X
110,1,48,1,1,1,1,1,15113X
42,1,39,1,1,1,1,1,15113X
56,1,6,1,1,1,1,1,151143
212,6,48,1,1,5,4,1,151121
120,1,27,1,1,1,1,1,172061
99,1,1,1,1,1,1,3,151199
68,1,17,1,1,1,1,1,15113X
98,1,9,3,1,2,2,1,151143
152,6,9,1,1,1,1,1,151134
192,1,48,1,2,1,1,1,151121
133,1,37,1,2,1,1,1,151121
38,2,6,1,1,1,1,4,151150
154,1,39,1,1,1,1,1,151131
246,1,38,2,1,1,1,4,151122
302,6,25,1,1,1,1,1,15113X
44,2,42,1,1,1,1,1,151150
42,6,37,1,1,1,1,1,151131
144,6,6,1,1,4,4,1,15113X
187,1,55,1,1,1,1,1,151121
213,1,55,1,2,1,1,1,151199
31,1,29,1,1,1,1,1,151199
85,6,36,1,1,1,1,1,151150
153,1,5,1,1,1,1,1,151122
65,1,37,1,2,1,1,1,151121
140,6,39,1,1,5,4,1,15113X
76,1,6,1,1,1,1,1,151199
104,1,6,1,1,1,1,1,15113X
154,1,42,3,1,1,1,1,151143
524,1,36,1,1,4,5,2,15113X
228,1,36,1,2,1,1,6,151134
213,1,27,1,2,1,1,1,151141
126,1,30,1,1,1,1,4,151134
64,1,49,1,1,1,1,1,15113X
124,1,13,1,2,1,1,2,151141
66,1,27,1,1,1,1,1,151141
87,1,51,1,2,1,1,1,151121
32,2,37,1,1,1,1,5,151131
120,6,6,1,1,5,4,1,15113X
64,1,8,1,2,5,5,1,151199
142,9,6,1,1,1,1,1,15113X
274,1,6,1,1,1,1,1,15113X
72,1,11,1,1,1,1,1,151199
369,1,13,1,1,1,1,7,151150
114,2,51,1,2,1,1,5,15113X
111,1,29,1,1,1,1,1,151134
30,2,1,1,1,1,1,3,151199
110,1,19,1,1,1,1,7,15113X
61,1,20,1,1,1,1,1,151142
57,1,26,1,1,1,1,1,151150
62,1,6,1,1,1,1,1,15113X
150,1,29,1,1,1,1,1,151150
46,1,6,1,1,1,1,1,151131
69,6,36,1,1,4,4,1,151199
290,1,25,1,1,5,7,6,15113X
347,1,25,1,2,1,1,6,15113X
64,1,37,1,1,1,1,1,151121
23,1,47,1,1,1,1,4,151199
51,6,36,1,1,5,4,1,15113X
102,1,27,1,1,1,1,1,151131
39,1,36,1,1,1,1,1,151131
109,1,55,1,1,1,1,1,172070
45,9,32,1,1,1,1,1,151111
99,1,48,1,1,1,1,1,15113X
47,1,6,1,1,5,5,1,172070
58,1,41,1,1,1,1,1,15113X
114,1,39,1,2,1,1,1,151131
143,6,17,1,2,5,4,1,172070
193,1,8,1,1,1,1,6,151134
200,9,8,1,2,1,1,1,151134
40,1,6,1,1,1,1,1,172070
109,1,23,1,2,1,1,3,151150
423,1,5,1,2,1,1,1,151121
91,6,6,1,1,4,4,1,151141
105,6,6,1,2,4,4,1,15113X
32,1,56,1,1,1,1,7,151134
48,1,48,1,1,1,1,6,15113X
126,1,25,1,1,1,1,1,151134
179,1,25,1,1,1,1,1,15113X
124,1,8,1,1,1,1,1,172070
120,1,29,1,2,1,1,1,151121
902,1,34,1,1,1,1,5,151150
58,1,12,1,1,1,1,1,151131
27,1,36,1,1,1,1,1,15113X
66,1,48,1,1,1,1,2,151122
101,6,8,1,1,5,4,1,151141
24,1,37,1,1,1,1,1,151131
20,1,26,1,1,1,1,1,15113X
76,2,51,1,2,1,1,1,151150
78,1,25,1,1,1,1,1,172070
48,1,13,1,1,1,1,1,15113X
104,6,19,1,1,5,4,1,151141
48,6,19,1,2,5,4,1,151141
93,1,29,1,1,1,1,1,151150
64,6,13,1,1,5,4,1,172070
229,1,21,1,2,1,1,1,151150
27,1,27,1,1,1,1,1,15113X
185,1,48,1,1,5,7,1,172070
67,1,48,1,1,1,1,5,151150
92,1,42,1,1,1,1,1,15113X
147,1,34,1,1,1,1,1,172070
67,1,11,1,1,1,1,1,151150
148,6,42,1,1,5,4,1,15113X
386,1,39,1,1,1,1,2,172070
51,1,6,1,1,1,1,1,151121
86,1,17,1,1,1,1,1,151121
151,1,33,1,2,1,1,1,151150
69,1,8,1,1,1,1,1,15113X
141,1,22,1,1,1,1,1,151150
59,1,36,1,1,1,1,1,15113X
109,1,37,1,1,3,7,1,15113X
59,1,4,1,1,1,1,3,151150
52,1,4,1,2,1,1,5,15113X
158,1,51,1,1,1,1,1,151121
232,1,6,2,2,1,1,5,151150
119,1,39,1,2,1,1,1,151121
48,1,13,1,1,1,1,5,151131
29,9,6,1,1,1,1,1,151131
240,1,12,3,2,2,2,3,151150
293,6,29,1,1,5,4,1,151199
70,1,6,1,1,1,1,1,15113X
90,1,6,2,2,1,1,1,151121
79,1,48,1,1,1,1,1,151131
62,6,48,1,1,5,4,1,151199
159,1,29,1,2,1,1,6,151134
122,1,24,1,2,1,1,1,151141
105,1,19,1,1,1,1,1,151142
64,6,6,1,1,4,4,1,151134
80,1,48,1,1,1,1,5,151199
70,1,25,1,1,1,1,1,151131
394,1,36,1,1,1,1,1,151150
148,6,6,1,1,4,4,4,151199
95,6,6,1,1,5,4,1,151150
43,3,35,1,1,1,1,1,172070
95,9,6,1,1,1,1,1,151131
107,6,36,1,2,4,4,1,151121
64,6,51,1,2,4,4,1,151199
122,1,55,1,1,1,1,1,151199
56,6,53,1,1,5,4,1,15113X
33,1,55,1,1,1,1,1,151121
162,6,6,1,1,5,4,1,15113X
59,1,27,1,1,1,1,4,151150
67,6,6,1,1,4,4,1,15113X
71,1,48,11,1,1,1,1,151150
77,2,6,1,2,1,1,6,151134
64,1,6,1,1,1,1,1,151199
67,1,6,1,2,1,1,1,15113X
127,1,34,1,1,1,1,1,151122
45,1,51,1,1,1,1,1,15113X
65,1,13,1,1,1,1,1,151143
59,1,39,1,1,1,1,3,151121
182,1,53,1,1,1,1,1,15113X
167,1,29,1,1,1,1,4,151199
141,1,21,1,2,1,1,1,151199
120,1,6,1,1,1,1,1,15113X
115,1,31,1,1,1,1,1,151121
117,1,6,1,1,1,1,1,151143
116,6,36,1,1,5,4,1,15113X
42,1,29,1,1,1,1,7,151121
117,1,19,1,1,1,1,1,172070
84,1,12,1,1,1,1,3,151199
168,1,29,1,1,1,1,1,172070
188,6,53,1,1,1,1,1,15113X
100,1,51,1,1,1,1,4,151150
77,1,36,1,1,1,1,1,172070
70,1,17,1,1,1,1,1,15113X
138,6,34,1,1,4,4,1,151199
365,2,48,1,2,1,1,1,15113X
119,1,6,1,1,1,1,1,151134
32,1,51,1,1,1,1,1,151131
132,1,30,1,2,1,1,4,151141
55,1,6,1,1,1,1,7,15113X
46,1,47,1,1,1,1,1,151150
99,1,55,1,1,1,1,1,172070
153,6,34,1,1,1,1,1,151131
119,1,25,1,1,1,1,1,151150
72,6,48,1,1,4,4,7,151121
94,1,17,1,1,1,1,1,15113X
111,1,17,1,1,1,1,1,151199
147,1,8,1,1,1,1,4,151134
185,1,42,1,2,1,1,1,151150
109,1,13,1,1,4,5,1,15113X
32,1,45,1,1,1,1,1,151150
68,6,6,1,1,4,4,1,15113X
112,1,39,1,1,1,1,1,15113X
82,6,6,1,1,1,1,1,151134
75,1,48,1,1,1,1,1,15113X
56,1,48,1,2,1,1,2,15113X
47,1,26,1,1,1,1,1,151150
234,8,35,24,1,1,1,5,151122
111,6,6,1,1,5,4,1,15113X
110,1,12,1,1,1,1,3,151199
411,2,36,1,1,1,1,1,151121
89,2,48,1,1,1,1,2,151199
81,6,51,1,1,4,4,1,15113X
81,6,51,1,1,4,4,1,151150
53,1,49,1,1,1,1,1,151131
109,6,8,1,2,5,4,1,15113X
46,1,42,1,1,1,1,1,15113X
81,1,48,1,1,1,1,1,15113X
102,1,6,1,1,1,1,3,151150
64,1,24,1,1,1,1,1,15113X
73,1,49,1,1,1,1,1,151142
234,2,51,1,1,4,5,5,151122
126,6,41,1,1,4,4,1,15113X
461,1,6,1,1,1,1,1,15113X
69,6,48,1,2,4,4,1,151131
107,1,39,1,1,1,1,1,151134
48,1,6,1,1,1,1,1,15113X
22,7,5,1,2,3,8,1,151199
50,1,37,1,1,1,1,6,151131
73,1,4,1,1,3,5,1,15113X
233,6,36,1,2,5,4,1,151131
133,1,17,1,1,1,1,1,151122
33,1,44,1,1,1,1,1,151150
108,1,18,1,1,1,1,1,172061
108,1,42,1,2,1,1,1,151121
218,1,29,1,1,1,1,1,151143
69,6,25,1,2,5,4,1,15113X
81,1,48,1,1,1,1,1,151121
90,2,24,1,1,1,1,1,151121
90,1,48,1,1,1,1,1,172070
63,1,47,1,1,1,1,1,151121
329,1,6,1,1,1,1,1,151134
182,1,6,1,1,1,1,4,151121
218,1,35,1,1,1,1,3,151121
76,6,6,1,1,1,1,1,151121
241,1,35,24,1,1,1,6,151142
126,6,36,1,2,4,4,2,151142
105,6,6,1,2,5,4,1,15113X
125,1,17,1,1,1,1,1,151142
272,2,48,1,2,1,1,1,15113X
55,1,12,1,2,1,1,1,151121
115,2,41,1,1,1,1,1,15113X
113,1,25,1,1,1,1,1,15113X
106,6,6,1,1,1,1,1,151121
79,1,24,1,1,1,1,1,151142
44,6,51,1,1,5,4,1,151131
62,6,11,1,2,5,4,1,15113X
380,1,12,1,1,1,1,1,151122
94,6,25,1,1,5,4,1,15113X
22,1,48,1,2,1,1,1,151143
97,1,31,1,1,1,1,1,151150
97,1,31,1,2,1,1,1,151150
126,1,48,1,2,1,1,1,151134
124,1,17,1,2,1,1,1,151199
75,1,8,1,1,1,1,1,151150
159,1,20,1,1,1,1,1,151131
54,1,6,1,1,1,1,3,15113X
145,1,48,1,2,1,1,1,151121
40,3,42,1,1,1,1,2,151131
61,1,48,1,1,1,1,1,15113X
192,1,29,1,1,1,1,1,15113X
103,1,37,1,1,1,1,1,151121
73,1,42,1,2,1,1,2,15113X
42,1,39,1,1,1,1,6,15113X
410,1,45,1,1,5,5,1,15113X
117,6,6,1,2,4,4,4,151121
217,1,6,2,1,4,3,1,151150
104,1,12,1,1,1,1,3,151143
68,6,36,1,1,5,4,1,151131
247,1,42,1,1,1,1,1,151199
335,1,48,1,1,1,1,1,15113X
116,1,25,1,1,4,5,1,172070
100,1,12,1,1,1,1,1,15113X
105,1,25,1,1,4,5,1,151199
98,8,36,1,1,4,3,1,151122
94,1,26,1,1,1,1,1,151131
85,1,6,1,1,1,1,1,15113X
158,1,51,1,1,1,1,5,151122
142,1,42,1,1,1,1,1,151150
85,6,36,1,1,4,4,1,151141
77,1,41,1,1,1,1,1,15113X
119,1,49,1,1,1,1,4,151199
136,6,36,1,2,4,4,1,151121
32,1,26,1,1,1,1,1,151121
87,1,47,1,1,1,1,1,151121
98,1,36,1,1,1,1,1,15113X
54,1,45,1,2,1,1,2,151150
198,1,36,1,1,1,1,1,15113X
41,1,37,1,2,1,1,1,151150
59,2,13,1,2,4,6,1,151121
91,2,13,1,1,1,1,1,151150
68,1,9,1,1,1,1,7,172070
92,1,37,1,1,1,1,1,15113X
95,1,36,1,2,1,1,1,151134
48,9,21,1,1,5,4,1,151131
109,1,25,1,1,1,1,7,151150
41,1,40,1,1,1,1,1,151199
75,1,24,1,1,1,1,5,15113X
120,1,48,1,2,1,1,1,151121
341,1,55,1,2,1,1,1,151150
46,1,6,2,1,1,1,2,151150
66,1,25,1,1,1,1,1,15113X
68,1,17,1,2,1,1,1,151142
38,1,27,1,1,1,1,1,151121
31,1,27,1,2,1,1,1,151121
52,6,45,1,1,4,4,7,15113X
102,9,48,1,1,4,4,1,151150
84,6,36,1,1,1,1,6,151134
152,6,6,1,1,1,1,6,15113X
57,1,15,1,1,1,1,6,151134
77,2,39,1,1,1,1,7,15113X
53,6,36,1,2,5,4,1,15113X
56,1,48,1,1,1,1,1,151141
268,1,6,1,2,1,1,3,15113X
54,1,6,1,1,1,1,6,151121
34,1,37,1,1,1,1,1,151131
304,8,6,2,1,4,3,1,151199
81,1,49,1,1,1,1,1,151131
220,1,6,1,1,1,1,1,15113X
62,1,42,1,1,1,1,1,151122
110,6,6,1,1,5,4,1,15113X
57,1,9,1,1,1,1,1,151199
137,6,6,1,1,1,1,1,15113X
99,1,6,1,1,1,1,1,151121
59,1,51,1,1,1,1,1,151150
121,2,11,1,1,4,6,5,151199
102,1,36,1,2,1,1,1,151121
242,1,27,1,1,1,1,1,151131
194,1,39,1,1,1,1,1,172070
165,1,34,1,2,1,1,1,151150
101,1,53,1,1,1,1,1,151150
88,2,24,1,1,1,1,1,151143
115,1,37,1,1,1,1,1,15113X
545,1,39,1,1,1,1,1,151142
70,6,53,1,1,4,4,1,15113X
76,1,48,23,1,1,1,1,151150
50,1,12,1,1,1,1,3,151121
23,1,17,1,1,1,1,1,151121
305,1,6,1,1,1,1,7,15113X
61,1,42,1,1,1,1,1,151121
71,1,9,1,2,1,1,1,151150
70,1,17,1,1,1,1,2,151199
155,1,48,1,1,4,5,1,15113X
326,2,48,1,1,1,1,1,151134
70,6,6,1,1,5,4,1,15113X
135,1,34,1,1,1,1,1,15113X
137,1,32,2,2,1,1,1,151150
78,1,17,1,1,1,1,1,151121
40,1,36,1,1,1,1,1,151131
82,6,6,1,1,5,4,1,15113X
126,1,26,1,1,1,1,4,151199
66,1,12,1,1,1,1,2,151134
85,1,1,1,1,1,1,1,151150
71,1,49,1,1,1,1,1,15113X
57,6,6,1,1,4,4,1,15113X
60,2,12,1,2,1,1,5,151150
65,1,48,1,1,1,1,4,151150
109,1,48,1,1,1,1,3,15113X
167,8,6,11,2,5,3,3,151134
67,1,53,4,1,1,1,1,151121
67,1,12,1,1,1,1,1,151131
37,6,25,1,1,4,4,1,15113X
47,1,51,1,2,1,1,1,151199
56,1,12,1,1,1,1,1,172061
31,1,36,1,1,1,1,1,151199
79,1,49,1,1,1,1,1,151134
115,1,17,1,1,1,1,1,151199
183,8,34,3,1,1,1,4,151150
115,9,42,1,1,1,1,1,151199
66,1,25,1,1,1,1,1,172070
90,1,29,1,1,1,1,1,151199
77,1,39,1,1,1,1,7,151131
34,1,48,1,1,1,1,6,151121
68,1,29,1,1,1,1,1,151150
78,1,17,1,2,1,1,1,151150
50,1,56,1,1,1,1,1,15113X
51,1,11,16,1,4,3,1,151142
97,1,8,1,2,1,1,1,151142
135,1,8,1,1,1,1,1,151143
129,1,8,1,1,1,1,1,151131
