PWGTP,HISP,POWSP,RAC1P,WAOB,CIT,SEX,SOCP
89,1,24,1,1,1,2,151121
66,1,6,1,1,1,1,151111
95,1,55,1,1,1,2,151121
62,1,51,1,1,1,1,151122
91,1,6,1,1,1,1,151134
66,1,48,6,4,5,1,151121
81,1,48,6,4,5,1,151131
80,1,48,6,4,5,1,151121
80,1,48,6,4,5,1,151131
71,1,11,2,1,1,2,15113X
70,1,17,1,1,1,1,151150
93,1,40,1,1,1,1,151131
86,1,48,1,1,1,1,151199
79,1,12,1,1,1,1,113021
74,1,12,1,1,1,1,15113X
101,1,35,1,1,1,1,151131
48,1,36,1,1,1,1,15113X
93,1,36,2,1,1,1,151150
83,2,6,8,3,4,2,151150
63,1,34,1,1,1,1,151121
475,1,10,1,1,1,1,151121
63,1,48,1,1,1,2,113021
180,1,6,1,1,1,1,151131
95,1,40,2,1,1,2,151131
76,1,6,1,1,1,2,15113X
109,1,26,1,1,1,1,151142
93,1,33,1,1,1,2,151199
90,1,13,2,1,1,1,151131
96,1,24,1,1,1,1,151134
240,1,6,1,1,1,2,151121
62,1,15,1,1,1,1,172061
82,1,6,1,1,1,1,151131
17,1,48,1,1,1,2,113021
66,1,39,1,1,1,1,113021
70,1,6,1,1,1,1,151121
89,1,34,1,1,1,1,151134
83,1,28,1,1,1,2,113021
102,1,4,1,5,5,1,151199
55,1,37,1,1,1,1,151150
72,1,25,2,1,1,2,151150
88,1,18,6,1,1,1,151199
26,1,16,1,1,1,1,151150
77,1,53,2,1,1,1,151150
22,1,27,1,1,1,2,151199
116,1,36,1,1,1,1,15113X
325,1,11,1,1,1,2,151122
83,1,49,1,1,1,1,151141
13,1,47,1,1,1,1,151199
31,1,42,1,1,1,1,151199
129,1,8,1,1,1,2,15113X
318,1,4,1,1,1,1,151150
102,1,21,1,1,1,2,113021
66,1,8,1,1,1,1,151150
59,1,51,1,1,1,2,113021
220,1,27,1,1,1,1,151134
136,1,55,1,1,1,1,15113X
62,1,12,2,1,1,1,151134
92,1,6,1,5,5,1,151199
84,1,48,1,1,1,1,151131
76,1,27,1,1,1,2,151131
54,1,6,1,1,1,1,15113X
85,1,37,1,1,1,2,113021
91,1,9,1,1,1,1,151142
65,1,17,1,1,1,1,151121
81,1,45,1,1,1,1,151150
56,1,51,1,1,1,2,151142
53,1,12,1,1,1,1,113021
72,1,4,1,1,1,1,15113X
95,1,8,1,1,1,1,151131
81,1,49,1,1,1,1,151131
92,1,6,1,1,1,1,151121
110,1,27,1,1,1,1,151131
154,1,26,2,1,1,2,151121
115,1,4,1,1,1,1,151134
63,1,33,1,1,1,1,151134
55,1,33,1,1,1,2,151134
95,1,41,1,1,1,1,113021
128,1,39,1,1,1,2,151111
166,1,44,1,1,1,2,113021
92,1,26,1,1,1,1,15113X
142,1,42,6,4,4,1,151141
72,1,51,2,1,1,2,151121
105,1,6,6,4,4,1,151131
89,1,53,1,4,4,1,15113X
116,1,54,1,1,1,1,15113X
277,1,39,1,1,1,1,151131
70,1,13,1,1,1,1,172061
62,1,53,1,1,1,2,151150
57,1,6,1,1,1,1,113021
234,2,53,1,1,1,1,151150
148,1,13,1,1,1,1,151199
91,1,6,1,1,1,2,151131
37,1,48,1,1,1,2,113021
126,1,33,1,1,1,1,113021
111,1,37,1,1,1,1,151121
300,1,25,1,1,1,1,15113X
98,1,8,1,1,1,1,151150
37,1,48,2,1,1,1,151121
95,1,37,2,1,1,1,113021
193,1,6,1,5,5,2,15113X
106,1,5,1,1,1,1,151150
89,1,48,1,1,1,1,151121
53,2,6,8,1,1,1,151150
93,1,48,1,1,1,1,15113X
89,1,42,1,1,1,2,151131
74,1,18,1,1,1,1,113021
115,1,48,6,4,4,2,15113X
87,1,48,6,4,4,1,15113X
97,1,34,1,1,1,2,151121
234,1,19,1,1,1,1,151199
89,1,41,1,1,1,2,151199
70,1,6,1,1,1,1,151199
85,1,6,6,4,4,1,151121
68,1,21,1,1,1,2,113021
125,1,26,1,1,1,1,113021
49,1,6,9,1,1,1,151199
52,1,48,2,1,1,1,151150
72,1,8,1,1,1,1,151141
82,1,6,2,1,1,1,15113X
199,2,40,1,3,5,2,151199
80,1,34,1,1,1,1,151121
91,1,41,1,1,1,1,151134
90,1,13,1,1,1,2,151150
65,1,48,1,1,1,1,151121
131,1,42,1,1,1,2,151121
96,1,40,1,1,1,1,113021
99,1,26,1,1,1,1,151131
75,1,49,1,1,1,1,151131
88,1,49,1,1,1,2,151150
75,1,45,1,1,1,1,151150
79,1,45,1,1,1,2,151150
267,1,36,1,1,1,1,113021
74,1,6,1,1,1,1,151150
122,1,36,1,1,1,2,151131
97,1,37,1,1,1,2,151150
100,1,17,1,1,1,1,151142
73,1,37,1,1,1,1,151131
84,1,4,1,1,1,1,151150
143,1,27,1,1,1,1,151150
57,1,4,1,1,1,1,151142
62,1,12,1,1,1,2,113021
73,1,51,1,1,1,1,15113X
63,1,6,1,1,1,1,151150
59,1,51,6,4,4,2,151111
119,2,36,1,1,1,1,151150
71,1,32,1,1,1,1,15113X
74,1,8,1,1,1,1,151150
94,1,36,1,1,1,1,113021
80,1,6,1,1,1,2,113021
104,1,39,1,1,1,2,151134
93,1,51,1,1,1,1,151131
72,1,5,1,1,1,1,15113X
127,1,55,1,1,1,2,151131
91,1,47,1,1,1,2,151122
35,1,19,1,1,1,1,15113X
229,1,4,1,1,1,1,151134
58,1,29,1,1,1,1,113021
136,1,6,1,1,1,1,151142
75,1,12,1,1,1,1,15113X
73,1,8,1,1,1,2,151134
145,2,6,8,1,1,1,151150
59,2,6,8,1,1,1,151121
82,1,13,2,6,5,1,151131
103,1,8,1,1,1,1,15113X
133,1,27,1,1,1,1,15113X
90,1,6,6,1,1,1,151199
84,1,48,6,4,4,1,15113X
208,1,36,6,4,5,1,15113X
63,1,6,6,4,4,1,15113X
73,1,6,6,4,4,2,151141
104,1,53,1,7,3,1,151131
103,1,8,1,1,1,1,151143
80,1,36,2,1,1,2,151199
142,1,38,1,1,1,2,15113X
76,1,6,1,7,3,1,151134
92,1,47,1,1,1,1,151143
130,1,55,1,1,1,2,151131
136,1,42,1,1,1,2,113021
71,1,8,1,1,1,1,172061
69,1,37,1,1,1,1,151150
84,2,48,1,1,1,1,151150
167,1,51,1,1,1,1,151131
64,23,12,1,5,4,1,151141
47,1,54,1,1,1,1,151142
82,1,37,1,1,1,1,113021
101,1,13,1,1,1,1,151150
103,1,29,1,1,1,1,15113X
101,1,17,1,1,1,2,113021
54,1,25,1,1,1,1,151141
143,1,36,6,4,5,1,15113X
61,1,48,1,1,1,1,113021
79,1,32,6,4,3,1,151199
84,1,17,1,1,1,1,113021
81,1,17,1,1,1,2,151150
119,1,9,1,1,1,1,15113X
109,1,27,2,1,1,2,151121
76,1,6,1,1,1,2,113021
72,1,37,2,1,1,2,113021
187,1,48,1,1,1,2,151150
189,1,36,6,1,1,1,15113X
93,1,48,1,1,1,1,15113X
97,1,53,1,1,1,1,113021
96,1,17,1,1,1,1,151150
21,1,31,1,1,1,1,151131
64,1,37,2,1,1,2,113021
54,1,9,1,1,1,2,151131
29,1,55,1,1,1,1,113021
125,1,36,1,1,1,1,113021
66,1,36,1,1,1,1,113021
83,1,36,1,1,1,1,151150
100,1,25,1,1,1,1,15113X
116,1,35,1,1,1,1,151199
72,1,25,1,1,1,2,151143
91,1,25,1,1,1,1,15113X
71,2,6,9,1,1,1,172061
99,1,37,1,6,4,2,15113X
60,1,51,1,1,1,1,151142
64,1,6,1,1,1,1,113021
73,1,18,1,1,1,1,151134
93,1,40,1,7,4,2,113021
96,1,53,1,1,1,1,151141
125,1,40,1,1,1,1,151150
73,1,44,1,1,1,1,113021
71,1,53,1,1,1,1,113021
64,1,53,1,1,1,2,15113X
50,1,45,1,1,1,1,15113X
63,1,12,1,1,1,2,151121
81,1,48,1,1,1,2,113021
100,1,21,1,1,1,2,151150
341,1,1,1,1,1,1,151199
461,1,1,1,1,1,1,151199
122,1,6,1,1,1,1,151131
59,1,36,1,5,4,1,15113X
87,1,48,1,3,4,2,15113X
61,1,1,1,1,1,1,151121
257,1,6,1,1,1,1,151131
258,11,6,8,3,4,2,151131
91,1,13,1,1,1,1,151199
175,1,32,6,4,4,2,151199
217,1,6,6,4,5,1,151121
89,3,12,1,1,1,1,151150
83,1,34,1,1,1,2,15113X
49,1,39,1,1,1,1,151199
88,1,18,1,1,1,2,113021
137,1,34,6,4,4,1,15113X
61,1,6,6,4,4,1,151131
73,1,48,6,4,5,1,151131
74,1,12,1,1,1,1,151142
98,1,6,6,4,5,1,151131
159,1,39,6,4,5,1,151150
17,1,33,1,1,1,1,15113X
91,1,34,1,1,1,1,151150
80,1,25,1,1,1,2,15113X
59,1,6,6,4,4,1,15113X
98,1,13,2,3,4,1,151142
82,2,19,1,3,5,1,151199
100,1,33,1,1,1,1,151199
221,1,6,1,1,1,1,151131
106,1,36,1,8,5,1,113021
171,1,27,1,1,1,1,151131
89,1,42,1,1,1,2,151199
90,1,36,2,3,4,1,151121
63,1,51,6,4,4,1,151199
86,1,6,6,4,4,1,151134
101,1,17,1,1,1,1,151142
82,1,48,1,1,1,1,113021
109,1,51,1,1,1,1,151150
135,1,51,1,1,1,1,15113X
80,1,6,6,4,5,1,113021
53,1,48,1,1,1,1,151121
273,1,17,1,1,1,1,113021
61,1,8,1,7,5,2,151199
139,1,27,1,1,1,1,113021
75,1,39,1,1,1,1,151199
72,1,45,1,1,1,1,113021
60,1,26,1,1,1,1,151142
89,1,48,1,1,1,2,113021
231,1,32,2,1,1,1,151150
197,1,32,2,2,2,2,151150
71,1,25,1,1,1,1,15113X
135,1,36,1,1,1,2,151131
76,1,24,1,1,1,1,15113X
76,1,12,1,1,1,1,151143
96,1,48,1,1,1,2,151131
78,1,12,1,1,1,1,151150
82,1,15,6,1,1,2,113021
84,1,25,1,5,4,1,151142
85,1,39,1,1,1,2,113021
29,1,18,1,1,1,2,151150
59,1,17,2,1,1,2,151150
83,1,34,1,1,1,1,113021
83,1,36,6,4,4,1,15113X
94,1,34,6,4,4,2,15113X
40,1,36,1,1,1,1,151142
158,1,31,1,1,1,2,151150
105,1,29,6,4,5,1,151134
178,1,6,1,4,3,2,151121
31,1,39,1,1,1,1,15113X
66,1,6,6,4,4,1,15113X
64,1,17,1,1,1,2,113021
60,1,34,1,1,1,1,151121
68,1,34,1,1,1,1,151199
66,1,36,2,1,1,2,151142
77,1,45,1,1,1,1,151199
106,1,53,1,1,1,1,151121
85,1,48,1,1,1,1,151150
95,1,25,1,1,1,2,15113X
66,1,6,1,1,1,2,151150
30,1,20,1,1,1,2,151150
20,1,53,1,1,1,2,113021
50,1,6,6,1,1,2,151131
99,1,40,1,1,1,1,151131
74,1,40,1,1,1,1,151134
59,1,12,9,1,1,2,151142
87,1,51,6,4,4,2,151121
76,24,24,1,3,4,2,151141
64,1,24,1,1,1,1,15113X
66,1,6,1,1,1,1,15113X
87,1,53,1,1,1,1,15113X
62,1,29,1,1,1,2,151131
78,1,6,1,1,1,2,151131
99,1,25,1,1,1,1,151131
54,1,1,1,1,1,1,151150
117,1,48,1,1,1,1,151199
129,20,11,1,1,1,1,113021
86,1,17,1,1,1,1,15113X
49,1,42,1,1,1,1,113021
51,1,48,1,1,1,1,151134
180,1,9,8,4,5,1,15113X
81,1,26,1,1,1,2,15113X
88,1,51,1,1,1,1,151141
157,1,26,1,1,1,1,151142
78,1,37,1,1,1,2,151121
111,1,53,1,1,1,2,151121
76,1,45,1,1,1,1,151142
89,1,48,1,1,1,1,151150
255,1,53,8,1,1,1,151142
92,1,13,1,1,1,1,151121
83,1,6,6,4,5,1,15113X
119,1,6,9,1,1,2,113021
75,1,6,6,4,5,2,15113X
59,4,12,1,1,1,1,15113X
80,1,48,1,1,1,1,15113X
87,1,27,1,1,1,2,113021
81,1,6,6,4,5,1,15113X
143,1,49,1,1,1,2,151131
105,1,48,8,4,4,1,151121
85,1,39,1,1,1,1,151150
237,1,6,6,4,4,1,15113X
77,1,12,1,1,1,1,151150
168,1,29,1,1,1,1,151121
74,1,12,1,1,1,1,151199
92,1,13,2,1,1,1,151121
63,1,34,1,1,1,1,151141
119,1,13,2,1,1,1,151199
67,1,6,6,4,5,1,151199
22,1,51,1,1,1,1,151199
99,1,6,6,4,4,2,151131
67,1,24,1,1,1,1,151143
343,1,36,9,1,1,1,151150
101,1,27,1,1,1,1,151150
78,1,22,2,7,3,1,113021
45,1,21,2,1,1,2,172061
63,1,48,1,1,1,1,151150
110,1,8,1,1,1,1,151131
105,1,13,6,4,5,1,172061
89,1,53,6,7,5,2,15113X
85,1,12,1,5,4,2,151121
68,1,17,1,1,1,1,151142
76,1,36,6,4,5,1,151121
79,1,34,6,4,5,2,151131
285,1,36,1,1,1,2,151121
125,1,27,1,1,1,1,151143
89,1,34,6,4,5,2,151199
116,1,34,6,4,5,1,15113X
61,2,35,8,1,1,1,151142
59,1,53,1,1,1,1,15113X
71,1,34,1,5,3,1,15113X
71,1,44,1,1,1,1,151199
80,1,21,1,1,1,2,151121
134,1,19,2,1,1,1,15113X
55,1,36,9,4,5,1,151121
97,1,6,6,4,4,2,15113X
132,1,6,1,3,3,1,15113X
83,1,37,2,1,1,2,151131
68,1,48,1,1,1,1,15113X
128,1,29,1,1,1,2,151121
175,1,27,1,1,1,1,151142
44,1,39,6,4,4,1,151121
74,1,1,1,1,1,1,151142
18,1,55,1,1,1,2,151131
80,1,17,6,4,5,2,15113X
108,1,36,1,1,1,1,151142
240,1,51,1,5,3,1,151121
86,1,13,6,1,1,1,151121
85,1,34,6,4,4,2,15113X
68,1,47,1,1,1,1,113021
102,1,6,1,5,5,1,151142
120,1,39,1,1,1,1,113021
19,1,39,1,1,1,1,151143
148,1,21,1,1,1,1,151142
73,1,8,1,1,1,1,151199
54,1,48,6,1,1,1,151134
54,1,22,2,1,1,2,151150
76,1,6,6,4,4,1,15113X
80,1,6,6,4,4,2,15113X
111,1,6,6,4,5,2,15113X
119,1,6,1,1,1,1,113021
102,1,37,1,1,1,1,113021
64,1,36,6,4,4,2,151131
70,1,51,1,1,1,1,15113X
93,1,32,1,1,1,1,151150
88,1,22,2,1,1,1,151199
93,1,40,1,1,1,1,151150
60,1,48,1,1,1,1,151150
88,1,17,1,5,4,1,151150
67,1,6,6,4,5,2,15113X
79,1,11,2,1,1,2,151121
66,1,24,2,1,1,1,113021
79,1,6,1,1,1,1,151121
84,1,4,1,1,1,2,151150
101,1,51,2,1,1,1,151199
53,1,40,1,1,1,2,151150
90,1,51,6,5,4,2,15113X
63,1,6,9,1,1,1,113021
75,24,17,1,1,1,1,15113X
112,1,48,1,1,1,2,151199
73,1,12,2,5,5,1,151142
90,1,13,6,4,5,1,15113X
87,1,13,6,4,5,2,15113X
107,1,37,6,4,4,1,15113X
85,2,6,8,3,5,1,151150
70,2,6,8,3,5,1,151150
101,1,6,1,1,1,1,151131
61,1,53,1,1,1,1,151121
75,1,39,1,1,1,2,151134
63,1,17,1,1,1,2,151121
86,1,48,6,1,1,1,151142
26,1,24,6,4,4,1,151131
109,1,25,1,4,5,1,15113X
93,1,51,6,4,4,2,151121
98,1,48,1,1,1,1,151121
108,1,10,1,1,1,1,151121
80,1,24,1,1,1,1,113021
55,1,13,1,1,1,2,15113X
58,1,12,6,1,1,1,151121
83,1,26,1,1,1,1,151142
97,1,55,1,1,1,2,113021
77,1,37,1,5,3,2,151131
55,1,45,1,1,1,1,172061
60,2,6,1,1,1,1,151134
77,1,51,1,1,1,2,151141
72,1,22,2,1,1,1,151150
68,1,25,2,1,1,2,15113X
144,3,36,8,1,1,1,151199
24,1,26,1,1,1,1,151142
34,1,26,1,1,1,1,151142
203,1,4,1,1,1,2,151150
101,1,34,1,1,1,1,151143
60,1,26,1,1,1,1,15113X
81,1,48,1,1,1,1,151131
62,1,4,1,1,1,1,15113X
74,1,39,1,1,1,1,113021
66,1,36,1,1,1,1,151150
181,1,24,6,4,5,2,151141
108,1,12,1,4,5,1,151150
63,1,27,1,1,1,2,113021
124,1,42,1,1,1,2,151150
259,1,13,1,1,1,2,15113X
132,1,34,6,1,1,2,15113X
61,1,47,1,1,1,1,151143
91,1,6,1,4,4,1,151150
122,1,56,1,1,1,1,151150
286,1,25,1,1,1,1,113021
291,5,24,8,3,4,1,172061
53,1,13,1,1,1,1,151150
153,1,42,1,1,1,1,15113X
66,1,12,1,1,1,1,113021
159,1,40,1,1,1,1,151131
82,1,53,6,4,5,1,15113X
46,1,13,1,1,1,1,151199
76,1,51,1,1,1,1,15113X
340,1,48,2,1,1,1,151121
104,2,17,9,1,1,1,151121
206,1,6,6,1,1,1,151121
65,1,17,1,1,1,1,151141
155,1,37,1,1,1,1,151131
97,1,8,1,1,1,1,151199
85,1,22,1,1,1,1,151150
125,1,42,1,1,1,1,113021
32,1,36,1,1,1,2,151134
25,1,36,1,1,1,1,151134
50,2,48,9,1,1,1,113021
67,1,6,6,4,5,1,151121
52,1,6,8,1,1,2,151141
102,1,1,1,1,1,1,15113X
97,1,17,6,4,4,1,15113X
116,1,6,6,2,2,1,151142
98,1,47,1,1,1,2,151121
57,1,8,1,1,1,1,151199
27,3,34,5,2,2,1,151142
117,1,55,1,1,1,2,113021
64,1,48,1,1,1,2,151121
57,1,37,1,1,1,2,151121
134,1,10,1,1,1,2,151134
96,1,51,1,1,1,1,151121
125,1,26,2,1,1,2,151150
80,1,17,1,1,1,2,151134
97,1,37,6,4,5,2,151121
66,1,27,1,1,1,2,15113X
84,1,42,6,4,4,1,151131
72,1,6,1,1,1,1,151121
71,1,17,6,4,4,1,113021
107,1,31,1,1,1,1,15113X
67,1,34,6,4,4,2,151122
107,1,6,6,4,4,1,15113X
309,1,48,1,1,1,1,15113X
116,1,4,9,3,4,1,151121
57,1,48,1,1,1,2,15113X
302,1,17,1,1,1,1,151131
113,1,37,1,1,1,1,151143
39,1,6,1,7,5,1,15113X
75,1,17,2,1,1,1,113021
48,1,6,6,4,4,1,151141
103,1,29,1,1,1,1,15113X
93,1,51,1,1,1,2,151199
133,1,5,1,1,1,1,151199
97,1,13,1,6,5,1,15113X
357,1,27,1,1,1,1,151150
229,1,48,1,1,1,1,151121
392,1,36,1,1,1,2,151121
245,1,6,1,1,1,1,151142
113,1,49,1,1,1,1,15113X
90,1,13,1,1,1,1,113021
65,1,6,1,1,1,1,151121
95,1,48,1,1,1,2,15113X
11,1,13,1,1,1,1,151142
60,1,49,1,1,1,1,151142
79,1,49,1,1,1,1,151143
85,1,37,1,1,1,1,151150
73,1,12,1,1,1,1,151131
83,1,37,6,4,4,1,151199
25,1,18,1,1,1,1,151150
98,1,21,1,1,1,1,151199
100,1,18,1,1,1,1,151121
57,1,24,1,7,4,1,151131
61,1,11,1,1,1,2,151121
84,1,26,1,1,1,1,151150
83,1,8,1,1,1,2,151150
41,1,6,1,1,1,1,151150
94,1,6,1,1,1,1,113021
159,1,12,2,3,5,1,151199
26,1,48,1,1,1,2,151121
21,1,48,1,1,1,1,151131
69,1,6,1,1,1,1,151150
134,1,19,1,1,1,1,113021
67,1,48,1,1,1,2,151199
127,1,6,1,1,1,1,151150
84,1,39,1,1,1,1,15113X
73,1,6,1,1,1,1,151131
81,1,17,9,1,1,1,15113X
61,1,36,1,1,1,1,151199
26,1,5,1,1,1,1,151131
16,1,47,1,1,1,1,151150
22,1,17,1,1,1,2,151131
67,1,6,6,4,5,1,15113X
106,1,21,1,1,1,1,151150
106,1,53,6,4,5,2,15113X
46,1,39,6,4,5,1,151141
60,1,6,1,1,1,2,151150
68,1,6,6,4,4,1,172061
21,1,20,1,1,1,2,15113X
60,1,25,6,4,5,1,15113X
84,1,9,6,4,5,1,15113X
100,1,48,1,1,1,1,151150
80,1,42,1,1,1,2,151121
128,1,42,1,1,1,1,151150
108,1,6,1,1,1,2,151150
339,1,31,6,4,5,2,15113X
55,1,6,1,1,1,2,151141
96,1,39,2,1,1,1,151121
67,1,25,1,1,1,1,15113X
107,1,47,1,1,1,1,113021
80,1,37,1,1,1,1,15113X
255,1,42,1,1,1,2,151199
272,2,48,8,1,1,1,151141
81,1,51,1,1,1,2,151131
100,1,29,1,1,1,2,151131
47,1,17,1,1,1,2,151121
47,1,6,6,1,1,1,113021
84,1,11,1,1,1,2,151121
94,1,6,1,6,4,1,151121
115,1,48,1,5,5,1,113021
68,1,17,1,1,1,1,151150
178,1,48,1,1,1,1,151131
189,1,50,1,1,1,1,151142
291,1,48,2,1,1,2,151199
62,1,6,1,1,1,1,151121
92,1,8,2,1,1,2,151121
71,1,51,1,1,1,1,113021
81,1,36,6,4,5,1,15113X
72,1,36,1,1,1,1,151199
79,1,48,1,7,5,1,113021
123,1,42,1,1,1,1,151131
107,1,42,1,1,1,2,113021
151,1,50,1,1,1,2,151131
91,1,48,1,1,1,1,15113X
78,1,36,1,1,1,1,151142
77,1,6,1,1,1,2,113021
50,1,12,1,1,1,1,151150
85,1,8,1,1,1,1,113021
98,1,20,1,1,1,1,151131
97,1,51,1,1,1,1,15113X
119,1,37,2,1,1,2,151143
181,2,48,8,1,1,2,151111
110,1,29,1,1,1,1,151142
64,1,48,2,1,1,1,151121
88,15,48,1,3,4,1,15113X
48,1,6,1,1,1,1,151121
60,1,6,1,1,1,1,151150
105,1,51,1,1,1,1,151121
63,1,48,1,1,1,1,113021
73,1,34,1,1,1,1,151121
179,1,1,2,6,5,1,151143
71,1,24,6,4,4,1,15113X
84,1,6,1,1,1,1,15113X
79,1,12,1,1,1,1,151142
75,1,48,1,1,1,1,151142
67,1,12,1,1,1,1,151150
61,1,36,1,1,1,2,113021
163,16,4,1,3,4,1,15113X
120,1,8,1,1,1,2,15113X
57,1,1,1,1,1,2,151131
60,2,4,1,1,1,1,151150
71,1,6,1,1,1,2,113021
71,1,48,2,6,4,1,151142
78,1,34,1,1,1,1,113021
75,1,48,1,4,3,1,151142
80,1,49,1,1,1,2,151121
58,1,24,2,1,1,1,151199
98,1,39,1,1,1,2,15113X
69,1,6,6,4,4,1,113021
263,1,48,1,1,1,1,151150
59,1,39,2,1,1,2,151131
94,1,8,1,1,1,1,113021
90,1,53,6,4,4,1,151142
117,1,51,1,1,1,1,113021
18,1,6,1,1,1,2,151121
20,1,6,1,1,1,1,151141
68,1,8,1,1,1,2,15113X
64,1,48,2,6,4,1,15113X
65,1,49,9,1,1,1,151150
92,1,25,1,1,1,1,151131
36,1,51,1,1,1,2,151150
58,1,44,1,1,1,1,151131
108,1,22,6,4,4,2,151131
66,1,34,1,1,1,1,151121
64,1,6,6,4,5,1,15113X
78,1,8,1,1,1,1,15113X
26,1,36,1,1,1,1,15113X
31,1,36,1,1,1,2,15113X
75,1,4,1,1,1,2,151199
68,1,35,1,1,1,1,151131
135,1,18,1,1,1,1,113021
89,1,42,1,1,1,1,151142
66,1,41,1,1,1,2,151141
97,1,49,1,1,1,1,151199
83,1,37,1,1,1,2,15113X
85,1,17,1,1,1,2,151121
152,1,51,2,6,4,1,15113X
72,1,36,9,1,1,1,151142
74,1,12,1,1,1,1,151199
66,2,49,8,1,1,1,15113X
91,1,33,1,1,1,1,15113X
83,1,12,1,1,1,1,151141
70,3,6,1,1,1,1,113021
70,1,44,1,1,1,1,15113X
89,1,6,1,3,3,1,151150
74,1,6,6,4,4,1,151142
19,1,17,1,1,1,2,151141
160,1,36,1,1,1,1,151121
235,1,53,1,1,1,1,151141
61,1,48,1,1,1,1,15113X
73,1,21,1,1,1,1,151142
102,1,17,6,4,4,2,151121
132,1,53,6,4,5,1,15113X
73,1,53,6,4,5,2,15113X
114,1,13,1,1,1,1,151143
95,1,51,1,4,4,2,151122
87,1,17,1,1,1,1,151150
188,1,6,2,1,1,1,151142
207,1,6,2,1,1,1,172061
89,1,6,1,1,1,2,151121
55,1,6,1,1,1,1,15113X
95,3,12,1,2,2,2,151142
98,1,24,1,1,1,2,113021
91,1,24,1,1,1,1,151150
362,1,48,1,1,1,1,151150
362,1,48,1,1,1,1,113021
84,1,37,1,1,1,1,151150
111,24,35,8,1,1,1,15113X
80,1,37,1,4,3,1,151143
92,1,49,1,1,1,1,151131
103,1,36,1,1,1,1,151121
98,1,48,1,1,1,1,151142
94,1,34,1,3,4,1,151150
124,1,42,1,1,1,1,15113X
87,1,39,1,1,1,2,151131
109,3,17,1,1,1,1,151150
88,1,37,1,1,1,1,151150
245,1,6,6,4,5,1,15113X
61,1,47,1,5,5,1,113021
66,1,6,6,4,4,1,151199
98,1,39,1,1,1,2,151141
117,1,5,1,1,1,1,151141
82,1,36,1,1,1,1,151143
88,1,12,1,1,1,1,151142
66,1,20,1,1,1,1,151142
132,1,37,9,1,1,1,15113X
66,1,51,2,1,1,1,151122
77,1,37,1,1,1,2,151131
80,4,51,1,1,1,1,151150
314,1,28,1,1,1,1,151199
161,1,6,1,1,1,1,151142
223,2,6,1,1,1,2,15113X
63,1,6,2,1,1,1,151150
79,1,34,1,1,1,1,151142
125,1,29,1,1,1,1,151122
78,1,51,1,1,1,2,15113X
99,1,9,6,4,5,1,151121
88,1,39,6,4,4,1,151142
89,1,42,1,1,1,1,113021
222,1,22,1,1,1,1,151199
108,1,19,1,1,1,1,151199
103,1,53,1,1,1,1,151121
182,1,49,1,1,1,2,113021
86,1,20,1,1,1,2,151142
43,1,48,6,4,5,1,15113X
52,1,48,6,4,5,2,15113X
19,1,18,1,1,1,1,151199
350,1,28,2,1,1,1,151121
123,1,27,1,1,1,1,151131
24,1,27,1,1,1,2,151121
134,1,39,1,5,4,1,15113X
64,1,34,1,1,1,1,15113X
121,1,34,6,4,4,1,151143
68,1,48,2,1,1,2,113021
115,1,17,6,4,4,2,151131
68,2,6,5,3,4,1,151199
95,1,51,1,1,1,2,15113X
43,1,55,1,1,1,2,151131
87,1,25,1,1,1,2,15113X
41,1,8,1,1,1,1,151150
62,1,13,1,1,1,1,113021
84,1,48,1,1,1,1,15113X
75,1,51,1,1,1,1,15113X
63,2,6,8,1,1,1,151121
70,1,17,1,1,1,2,113021
104,1,34,6,4,4,1,151142
62,2,48,1,3,4,1,113021
133,1,37,1,1,1,1,151142
96,1,53,1,1,1,2,15113X
217,1,36,2,1,1,1,151199
162,2,6,1,1,1,2,151131
85,1,48,1,1,1,1,113021
130,1,29,1,1,1,1,151150
75,1,48,1,1,1,1,151131
85,1,48,1,1,1,1,151131
71,1,39,1,1,1,2,151121
96,1,12,1,1,1,1,151199
41,1,4,2,1,1,2,151141
82,1,6,1,1,1,1,151134
172,1,34,6,4,4,1,151131
72,1,21,1,1,1,2,151121
58,1,51,9,5,5,1,113021
93,1,47,1,1,1,1,151121
200,1,36,1,1,1,2,151199
98,1,22,1,1,1,2,151150
58,1,22,1,1,1,1,151150
51,1,42,1,1,1,1,15113X
84,1,34,1,1,1,1,15113X
53,1,6,1,1,1,1,113021
67,1,41,1,1,1,1,151134
79,17,34,1,3,5,1,151121
106,1,25,1,1,1,1,113021
89,1,29,1,1,1,1,151150
85,1,53,6,4,5,1,15113X
92,1,42,1,1,1,1,151143
91,1,39,1,1,1,2,113021
112,1,6,1,1,1,1,15113X
111,1,6,1,1,1,1,151131
85,1,48,1,1,1,1,151141
65,1,39,1,1,1,1,151131
99,1,20,1,1,1,1,151141
242,24,48,1,1,1,1,151150
97,1,25,1,1,1,2,15113X
75,1,25,1,1,1,1,151121
44,1,35,3,1,1,2,151199
198,1,38,1,1,1,1,15113X
132,1,49,1,1,1,1,151142
79,1,18,1,1,1,2,113021
102,21,48,1,3,5,1,15113X
54,1,41,1,1,1,1,15113X
83,1,9,6,4,5,1,15113X
84,1,9,6,4,5,1,15113X
84,1,9,6,4,5,1,15113X
79,1,9,6,4,5,1,15113X
60,1,36,1,1,1,1,151131
248,1,48,1,1,1,2,15113X
84,1,12,2,1,1,2,151141
83,1,17,1,5,5,1,151131
