"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"12280","71","1","6","12","1","151199"
"12281","69","1","1","4","1","151199"
"12282","36","1","1","6","1","172070"
"12283","30","2","1","6","1","151134"
"12284","51","1","1","8","1","15113X"
"12285","76","2","1","12","1","15113X"
"12286","49","1","1","35","1","151150"
"12287","67","1","1","51","1","151121"
"12288","190","1","8","25","5","151134"
"12289","45","1","1","36","3","151150"
"12290","41","2","9","17","1","15113X"
"12291","65","1","1","30","1","151142"
"12292","195","1","1","48","2","151141"
"12293","73","1","1","17","1","151199"
"12294","181","1","1","6","1","151150"
"12295","87","1","1","39","1","151143"
"12296","131","2","2","48","1","151121"
"12297","62","2","1","25","3","15113X"
"12298","153","1","2","13","1","151142"
"12299","71","1","6","9","1","151121"
"12300","93","1","1","12","1","15113X"
"12301","63","1","1","36","1","151131"
"12302","143","2","6","21","1","151131"
"12303","42","2","1","24","1","151134"
"12304","36","1","2","24","1","15113X"
"12305","52","1","6","48","1","15113X"
"12306","59","2","6","48","1","15113X"
"12307","89","2","1","21","1","151142"
"12308","119","1","1","51","1","15113X"
"12309","55","2","1","1","1","151131"
"12310","123","1","1","45","1","15113X"
"12311","208","1","8","17","7","15113X"
"12312","64","1","1","5","1","151142"
"12313","23","1","1","36","1","151121"
"12314","156","1","1","53","3","151150"
"12315","123","1","6","47","1","151131"
"12316","20","1","1","27","1","151199"
"12317","65","1","6","24","1","15113X"
"12318","131","1","6","6","1","151131"
"12319","120","1","1","53","1","151150"
"12320","80","1","6","6","1","151150"
"12321","18","1","1","39","1","15113X"
"12322","60","1","6","48","1","15113X"
"12323","59","2","6","48","1","15113X"
"12324","99","1","1","8","1","151131"
"12325","71","1","1","17","1","15113X"
"12326","212","1","1","1","1","151199"
"12327","93","1","6","6","1","151199"
"12328","199","1","6","53","1","15113X"
"12329","100","2","1","51","1","151141"
"12330","83","1","1","17","1","151143"
"12331","57","1","6","36","1","15113X"
"12332","69","2","6","36","1","151131"
"12333","56","1","2","13","1","151199"
"12334","44","1","1","17","1","151199"
"12335","281","1","6","6","1","15113X"
"12336","84","2","1","37","1","151134"
"12337","114","1","6","6","1","151141"
"12338","132","1","8","20","2","151150"
"12339","53","1","1","51","1","151131"
"12340","143","1","1","36","1","15113X"
"12341","159","1","6","36","1","151199"
"12342","87","1","1","8","1","151131"
"12343","50","1","1","6","1","15113X"
"12344","86","2","1","1","1","151121"
"12345","111","1","1","48","1","172070"
"12346","467","2","1","39","1","151134"
"12347","50","2","1","48","1","151121"
"12348","77","1","1","6","1","15113X"
"12349","55","2","1","36","1","151150"
"12350","51","1","1","36","3","172070"
"12351","139","1","8","48","2","151131"
"12352","48","2","6","36","1","151121"
"12353","74","1","1","26","1","151199"
"12354","137","1","1","9","1","15113X"
"12355","60","1","1","48","1","15113X"
"12356","96","1","1","12","1","151143"
"12357","22","1","1","22","1","151199"
"12358","90","1","2","37","1","151121"
"12359","112","1","2","17","1","151199"
"12360","95","1","1","48","1","151150"
"12361","113","1","1","37","1","15113X"
"12362","90","1","1","10","1","151150"
"12363","142","1","6","47","1","151141"
"12364","56","2","1","48","2","151121"
"12365","104","1","2","13","1","151150"
"12366","47","1","1","12","1","151199"
"12367","116","1","1","51","1","15113X"
"12368","76","1","8","24","8","151131"
"12369","133","2","1","35","1","151141"
"12370","23","1","1","16","1","151142"
"12371","142","1","2","36","1","151199"
"12372","89","1","1","33","1","15113X"
"12373","127","1","1","37","1","151199"
"12374","45","2","1","16","1","151142"
"12375","113","1","6","6","1","15113X"
"12376","141","1","1","27","1","151142"
"12377","229","1","1","44","1","151150"
"12378","47","1","6","36","1","151121"
"12379","98","1","1","8","1","15113X"
"12380","177","1","1","4","1","151141"
"12381","112","1","1","12","4","151199"
"12382","33","1","1","29","1","151150"
"12383","73","1","6","11","1","151131"
"12384","69","2","6","24","1","151131"
"12385","125","1","1","53","1","15113X"
"12386","113","1","1","4","1","15113X"
"12387","141","1","2","26","1","15113X"
"12388","17","1","1","39","1","151199"
"12389","123","1","1","48","2","151150"
"12390","99","1","1","6","1","151131"
"12391","32","1","1","36","1","151199"
"12392","76","1","1","48","1","151150"
"12393","117","1","1","11","1","15113X"
"12394","38","2","1","55","1","151134"
"12395","49","1","1","12","1","151134"
"12396","30","1","1","1","1","151143"
"12397","90","2","1","6","2","151141"
"12398","78","1","1","53","1","151199"
"12399","93","1","6","6","1","151121"
"12400","109","1","1","41","1","151121"
"12401","76","1","1","32","1","15113X"
"12402","75","1","1","33","1","151121"
"12403","108","1","1","36","1","15113X"
"12404","48","2","1","1","1","151121"
"12405","287","1","6","51","1","151131"
"12406","206","1","1","17","1","151142"
"12407","102","1","1","39","1","151121"
"12408","64","1","1","37","1","151131"
"12409","75","2","1","34","1","151131"
"12410","76","1","1","26","1","151150"
"12411","429","2","6","39","1","15113X"
"12412","228","1","6","39","1","15113X"
"12413","143","1","1","42","1","151122"
"12414","77","2","1","17","1","151134"
"12415","58","1","1","44","1","151131"
"12416","53","1","6","21","1","151199"
"12417","86","1","1","41","1","151131"
"12418","57","2","1","41","1","151199"
"12419","70","1","6","6","2","172061"
"12420","58","2","6","6","1","151131"
"12421","30","2","1","12","1","151134"
"12422","41","1","1","24","1","15113X"
"12423","70","1","1","6","1","15113X"
"12424","118","1","1","48","1","15113X"
"12425","88","1","1","42","1","151143"
"12426","144","1","1","17","1","151121"
"12427","116","2","1","8","1","15113X"
"12428","120","1","1","6","1","151199"
"12429","102","2","1","47","1","151131"
"12430","54","1","1","12","1","15113X"
"12431","242","1","1","42","1","172070"
"12432","65","1","9","26","1","151142"
"12433","55","1","1","6","1","15113X"
"12434","93","1","1","36","1","151141"
"12435","67","1","6","6","1","15113X"
"12436","45","2","1","6","1","151134"
"12437","108","1","1","44","1","172070"
"12438","64","1","1","41","1","151121"
"12439","69","1","1","13","1","151121"
"12440","71","2","1","45","1","151199"
"12441","146","1","1","21","1","151141"
"12442","63","2","1","11","1","151134"
"12443","124","1","6","6","1","15113X"
"12444","110","2","6","6","1","15113X"
"12445","77","1","6","6","1","151131"
"12446","128","1","1","29","1","15113X"
"12447","127","2","1","40","1","151142"
"12448","117","2","1","42","1","151121"
"12449","22","1","1","48","1","15113X"
"12450","117","1","2","50","1","151150"
"12451","147","1","6","55","1","15113X"
"12452","137","2","6","55","1","15113X"
"12453","160","1","1","49","1","151131"
"12454","119","1","1","42","1","151121"
"12455","83","1","1","33","1","15113X"
"12456","67","1","6","36","1","151131"
"12457","90","2","6","9","1","151121"
"12458","104","1","1","51","1","15113X"
"12459","136","2","1","51","1","15113X"
"12460","315","2","6","6","1","172070"
"12461","103","1","1","9","1","151199"
"12462","103","1","1","35","1","151111"
"12463","110","2","1","35","1","172061"
"12464","128","2","1","25","1","151121"
"12465","112","1","1","49","1","151150"
"12466","78","1","1","42","1","172070"
"12467","61","1","1","17","1","15113X"
"12468","50","2","9","18","10","15113X"
"12469","80","1","1","26","1","151121"
"12470","75","1","6","34","1","15113X"
"12471","213","1","1","51","1","151150"
"12472","56","1","6","6","1","15113X"
"12473","96","1","6","12","1","151121"
"12474","152","1","6","8","1","151121"
"12475","55","1","1","6","1","151150"
"12476","79","2","2","51","1","15113X"
"12477","40","1","9","6","1","151121"
"12478","70","1","1","51","1","151131"
"12479","131","1","1","36","1","172070"
"12480","46","1","1","26","1","151142"
"12481","117","1","1","4","2","151131"
"12482","66","1","1","47","1","151121"
"12483","140","1","1","25","1","151121"
"12484","309","2","1","49","1","151150"
"12485","93","1","2","42","1","15113X"
"12486","49","2","2","34","1","151121"
"12487","64","2","1","12","1","151141"
"12488","27","2","1","36","1","151121"
"12489","62","2","1","51","1","151199"
"12490","65","1","1","8","1","15113X"
"12491","70","2","1","39","1","151150"
"12492","148","1","1","48","1","172070"
"12493","122","2","1","51","1","151121"
"12494","51","1","1","39","1","151142"
"12495","111","1","1","39","1","151121"
"12496","110","2","1","25","1","151121"
"12497","51","1","1","44","1","151142"
"12498","147","1","1","6","1","151199"
"12499","95","2","6","6","1","151131"
"12500","154","1","1","37","1","151150"
"12501","114","2","1","29","1","151150"
"12502","75","1","1","34","1","151121"
"12503","323","2","6","6","1","15113X"
"12504","34","1","1","6","1","151134"
"12505","80","2","1","37","1","15113X"
"12506","94","1","2","13","1","151150"
"12507","167","1","1","49","1","151141"
"12508","61","1","1","34","1","172070"
"12509","14","1","1","48","1","151131"
"12510","70","2","9","48","1","15113X"
"12511","73","2","1","8","1","151150"
"12512","52","1","1","36","1","151121"
"12513","181","1","1","53","1","151122"
"12514","120","1","1","36","1","151121"
"12515","116","1","1","31","1","151150"
"12516","132","1","1","39","1","151199"
"12517","68","1","1","32","1","151150"
"12518","62","1","6","6","1","151121"
"12519","75","2","6","6","1","151150"
"12520","114","1","1","6","1","15113X"
"12521","238","1","9","25","11","151199"
"12522","18","2","1","42","1","151199"
"12523","28","1","1","42","1","151150"
"12524","107","1","6","53","1","151199"
"12525","145","2","6","53","1","151121"
"12526","96","1","6","9","1","151150"
"12527","85","1","6","6","1","172061"
"12528","164","1","1","42","1","172061"
"12529","261","1","6","26","1","15113X"
"12530","120","1","1","48","1","15113X"
"12531","23","1","9","20","1","15113X"
"12532","118","1","1","11","1","15113X"
"12533","42","1","1","36","1","15113X"
"12534","14","1","1","36","1","15113X"
"12535","85","1","1","32","1","151199"
"12536","91","1","2","25","1","151142"
"12537","86","2","1","19","1","151199"
"12538","261","1","1","2","1","151150"
"12539","17","1","1","36","1","172070"
"12540","90","1","1","24","1","151150"
"12541","55","1","1","25","1","15113X"
"12542","75","2","1","13","1","151121"
"12543","71","1","6","6","1","151121"
"12544","46","1","1","53","1","15113X"
"12545","179","1","1","51","1","151131"
"12546","133","1","1","48","1","15113X"
"12547","124","1","1","21","1","172070"
"12548","89","1","1","8","1","15113X"
"12549","93","2","1","12","1","15113X"
"12550","50","1","6","6","1","15113X"
"12551","125","1","1","47","1","151199"
"12552","78","1","1","47","1","151131"
"12553","145","1","6","34","1","15113X"
"12554","25","1","1","47","2","151150"
"12555","70","1","6","17","1","151199"
"12556","114","1","1","6","1","151134"
"12557","54","1","1","36","1","15113X"
"12558","83","1","1","29","1","151199"
"12559","62","2","1","34","1","151131"
"12560","79","1","1","51","1","151121"
"12561","71","1","6","17","1","151199"
"12562","113","1","6","13","1","151131"
"12563","282","1","6","6","1","15113X"
"12564","129","1","1","36","1","15113X"
"12565","104","1","1","6","2","151150"
"12566","106","1","1","31","1","151131"
"12567","36","1","1","37","1","15113X"
"12568","141","1","1","16","1","151199"
"12569","107","1","1","25","1","15113X"
"12570","61","1","1","36","1","151199"
"12571","121","1","6","11","1","151199"
"12572","40","2","1","6","1","151134"
"12573","78","1","1","5","1","151199"
"12574","35","1","6","6","1","15113X"
"12575","153","1","1","53","1","151134"
"12576","116","2","1","4","24","151122"
"12577","123","1","1","55","1","15113X"
"12578","124","1","1","21","1","151150"
"12579","200","2","1","26","1","151150"
"12580","45","1","1","51","1","151150"
"12581","66","1","1","37","1","15113X"
"12582","55","2","1","37","1","15113X"
"12583","261","1","1","12","1","151134"
"12584","160","1","6","10","1","15113X"
"12585","129","1","1","17","1","15113X"
"12586","75","1","1","24","1","151131"
"12587","136","1","1","6","2","151134"
"12588","67","2","6","6","1","151150"
"12589","134","2","1","48","1","151199"
"12590","122","1","1","39","1","15113X"
"12591","120","2","1","55","1","151131"
"12592","54","1","1","12","5","151142"
"12593","213","1","1","53","1","15113X"
"12594","35","1","1","36","1","151134"
"12595","56","2","1","45","1","15113X"
"12596","61","1","1","21","1","151150"
"12597","92","1","1","20","1","151131"
"12598","45","2","1","25","1","151141"
"12599","89","1","1","36","1","151121"
"12600","44","1","1","36","1","151131"
"12601","190","1","1","22","1","151150"
"12602","44","1","1","48","1","15113X"
"12603","34","1","1","6","1","151131"
"12604","66","2","6","36","1","151121"
"12605","131","1","1","25","1","172070"
"12606","147","2","1","36","1","151134"
"12607","85","1","1","25","1","15113X"
"12608","251","2","1","51","1","151199"
"12609","95","1","6","6","1","15113X"
"12610","137","1","6","6","1","15113X"
"12611","82","1","6","48","1","151131"
"12612","83","1","1","11","1","151131"
"12613","112","1","1","48","1","151150"
"12614","148","1","1","37","1","151142"
"12615","90","1","1","25","1","151141"
"12616","52","1","1","5","1","151199"
"12617","77","1","1","17","1","15113X"
"12618","41","1","1","36","1","151199"
"12619","461","1","1","20","1","151150"
"12620","125","1","1","17","1","151131"
"12621","132","1","6","6","1","15113X"
"12622","331","2","1","37","1","151134"
"12623","81","1","1","33","1","151199"
"12624","23","2","1","36","1","15113X"
"12625","134","2","6","42","1","15113X"
"12626","206","1","6","42","1","15113X"
"12627","144","1","1","25","1","151131"
"12628","104","2","1","53","1","151150"
"12629","76","1","1","1","1","151131"
"12630","38","1","1","8","1","15113X"
"12631","112","1","1","1","1","15113X"
"12632","162","2","1","31","1","151199"
"12633","75","1","1","53","1","15113X"
"12634","304","1","1","31","1","151199"
"12635","194","1","1","40","1","151131"
"12636","38","1","6","18","1","151199"
"12637","138","1","6","13","1","151141"
"12638","237","1","1","17","1","151150"
"12639","476","1","1","17","1","151150"
"12640","30","1","1","42","1","151150"
"12641","67","1","1","37","1","151121"
"12642","102","1","9","42","1","151199"
"12643","128","2","2","51","1","151150"
"12644","73","1","1","51","1","151150"
"12645","25","1","3","35","1","151150"
"12646","109","1","1","51","1","151122"
"12647","77","1","1","23","1","151121"
"12648","101","1","6","25","1","15113X"
"12649","78","1","1","13","1","15113X"
"12650","111","1","1","12","14","151121"
"12651","93","2","1","12","1","15113X"
"12652","110","1","1","12","1","151131"
"12653","66","1","1","6","1","15113X"
"12654","72","1","1","37","1","151199"
"12655","104","1","1","42","1","151150"
"12656","72","1","6","24","1","151199"
"12657","107","1","6","24","1","151121"
"12658","14","1","1","49","1","15113X"
"12659","70","1","1","4","1","15113X"
"12660","265","1","1","17","1","151199"
"12661","43","1","6","6","1","151199"
"12662","115","1","1","25","1","15113X"
"12663","177","1","1","17","1","151199"
"12664","49","2","9","6","1","151131"
"12665","65","1","9","6","1","15113X"
"12666","124","1","1","12","1","15113X"
"12667","86","1","1","6","1","15113X"
"12668","129","2","1","39","2","151150"
"12669","36","1","6","12","1","15113X"
"12670","145","1","1","6","1","15113X"
"12671","70","1","1","36","1","151121"
"12672","92","1","1","17","1","151199"
"12673","164","1","1","17","1","151150"
"12674","110","1","1","48","1","15113X"
"12675","95","1","1","42","1","151199"
"12676","68","1","1","34","1","151199"
"12677","71","1","9","48","1","151134"
"12678","36","1","1","12","1","151131"
"12679","62","1","2","42","1","151143"
"12680","92","1","6","26","1","151199"
"12681","75","1","1","17","1","151150"
"12682","27","1","1","36","1","151150"
"12683","53","1","2","6","1","151142"
"12684","61","1","1","37","1","151121"
"12685","89","2","1","39","1","15113X"
"12686","90","1","2","13","1","151199"
"12687","57","1","1","48","1","151134"
"12688","136","1","1","32","2","151141"
"12689","47","1","1","42","1","151199"
"12690","67","1","6","6","1","15113X"
"12691","62","1","9","12","1","151150"
"12692","472","1","1","35","1","151199"
"12693","29","1","1","45","1","151199"
"12694","130","1","1","25","1","151199"
"12695","198","1","1","51","1","15113X"
"12696","79","1","1","6","1","151199"
"12697","43","1","1","6","1","15113X"
"12698","146","1","2","12","1","172070"
"12699","90","1","1","39","1","151150"
"12700","193","1","1","42","1","151131"
"12701","185","1","1","23","1","151121"
"12702","68","1","6","6","1","151131"
"12703","123","1","1","4","1","151121"
"12704","109","1","2","44","3","151121"
"12705","140","1","2","4","1","151142"
"12706","65","1","1","6","1","151131"
"12707","272","1","1","42","1","151121"
"12708","92","1","1","34","1","15113X"
"12709","113","1","1","26","1","15113X"
"12710","70","2","6","53","1","172070"
"12711","63","1","2","1","1","151122"
"12712","115","1","2","11","1","151121"
"12713","9","2","1","37","1","151150"
"12714","35","1","1","4","1","15113X"
"12715","70","2","6","29","1","15113X"
"12716","122","1","6","29","1","15113X"
"12717","110","2","1","22","1","15113X"
"12718","167","1","6","48","1","172070"
"12719","70","1","1","40","1","151131"
"12720","39","1","6","6","1","151134"
"12721","98","1","6","36","1","15113X"
"12722","121","1","9","11","1","151121"
"12723","9","2","1","36","1","151131"
"12724","112","2","1","49","1","15113X"
"12725","79","1","1","49","1","151121"
"12726","143","1","1","39","1","15113X"
"12727","52","1","6","36","1","151131"
"12728","69","2","1","6","1","151150"
"12729","108","1","1","29","1","151199"
"12730","100","2","1","48","1","151131"
"12731","52","1","6","32","1","151150"
"12732","167","1","1","17","1","151142"
"12733","176","1","1","4","1","151199"
"12734","64","2","1","48","1","151121"
"12735","60","1","1","6","1","15113X"
"12736","166","1","2","24","1","15113X"
"12737","59","1","6","6","1","151199"
"12738","40","1","1","12","1","15113X"
"12739","266","1","9","36","17","151199"
"12740","65","1","1","6","1","151142"
"12741","102","2","2","17","1","151121"
"12742","111","1","1","24","1","151142"
"12743","145","2","6","6","1","151131"
"12744","59","1","1","39","1","15113X"
"12745","127","1","1","31","1","15113X"
"12746","90","2","1","42","1","151199"
"12747","127","2","1","27","1","151199"
"12748","60","1","1","34","1","151142"
"12749","78","1","1","39","1","151150"
"12750","155","1","1","6","2","151199"
"12751","145","1","8","6","2","172070"
"12752","64","1","1","36","1","151150"
"12753","146","1","8","6","17","151142"
"12754","248","1","1","46","1","151131"
"12755","81","2","6","24","1","15113X"
"12756","251","2","2","42","1","15113X"
"12757","106","1","1","28","1","151121"
"12758","312","2","2","48","1","151150"
"12759","62","1","1","36","1","15113X"
"12760","263","1","6","34","1","172061"
"12761","119","1","6","6","1","15113X"
"12762","63","1","1","6","2","151142"
"12763","124","1","1","36","1","151150"
"12764","77","1","1","40","1","15113X"
"12765","59","1","1","12","1","151150"
"12766","115","1","1","12","1","15113X"
"12767","102","2","1","49","3","15113X"
"12768","149","1","1","45","1","15113X"
"12769","304","1","1","13","1","15113X"
"12770","104","2","1","13","1","151121"
"12771","46","2","2","51","1","151122"
"12772","129","1","6","6","1","151143"
"12773","77","1","9","17","2","151142"
"12774","112","1","1","53","1","15113X"
"12775","119","1","1","53","1","15113X"
"12776","61","1","1","37","1","151142"
"12777","97","1","6","51","1","151141"
"12778","107","2","6","51","1","15113X"
"12779","117","1","1","40","1","151150"
"12780","198","1","1","6","1","151150"
"12781","49","2","1","26","1","151141"
"12782","244","2","6","48","1","151199"
"12783","80","2","1","6","1","151121"
"12784","34","1","1","24","1","15113X"
"12785","121","1","1","19","1","151121"
"12786","28","1","1","54","1","151121"
"12787","39","1","1","37","1","151199"
"12788","102","1","2","36","1","151111"
"12789","91","1","6","6","1","151121"
"12790","9","1","6","6","1","151134"
"12791","183","2","1","29","1","151131"
"12792","138","2","6","48","1","151121"
"12793","124","1","1","19","1","15113X"
"12794","63","2","2","48","1","151121"
"12795","27","1","1","17","1","151131"
"12796","42","1","1","6","1","151131"
"12797","114","2","1","51","1","15113X"
"12798","104","1","1","19","1","151199"
"12799","98","1","1","6","2","15113X"
"12800","178","1","6","34","1","151142"
"12801","47","1","1","24","1","151122"
"12802","124","1","1","8","1","172061"
"12803","57","2","6","36","1","151134"
"12804","100","1","6","17","1","151134"
"12805","121","1","1","25","1","151150"
"12806","68","1","1","24","1","151141"
"12807","38","1","1","36","1","15113X"
"12808","42","2","6","34","1","151131"
"12809","91","1","1","19","1","151199"
"12810","44","1","6","16","1","15113X"
"12811","462","2","2","11","1","151134"
"12812","68","1","1","13","1","151121"
"12813","77","2","1","42","1","151142"
"12814","62","2","6","8","1","15113X"
"12815","98","2","1","53","1","15113X"
"12816","102","1","1","53","1","15113X"
"12817","23","1","1","17","1","151150"
"12818","108","1","1","54","1","151199"
"12819","139","1","1","20","1","151150"
"12820","63","1","1","8","1","151121"
"12821","65","1","6","6","1","15113X"
"12822","130","2","1","8","1","15113X"
"12823","53","1","1","12","1","172061"
"12824","172","1","6","6","1","15113X"
"12825","65","1","1","10","1","151131"
"12826","82","2","1","10","1","151131"
"12827","123","1","6","17","1","172070"
"12828","40","1","6","6","1","151142"
"12829","180","2","1","28","1","151122"
"12830","128","1","1","18","1","151150"
"12831","124","1","1","48","1","151121"
"12832","110","1","2","39","1","151199"
"12833","240","1","1","8","1","15113X"
"12834","83","1","1","49","1","172070"
"12835","126","2","6","36","1","15113X"
"12836","91","1","1","21","1","151141"
"12837","73","2","1","6","1","151150"
"12838","64","2","1","42","1","151150"
"12839","87","1","6","6","1","15113X"
"12840","58","1","1","48","1","151199"
"12841","191","1","1","40","1","15113X"
"12842","88","1","6","13","1","15113X"
"12843","66","2","6","13","1","15113X"
"12844","459","2","1","4","1","15113X"
"12845","30","2","6","8","1","15113X"
"12846","137","1","1","48","1","151150"
"12847","62","1","1","36","1","151142"
"12848","26","2","1","55","1","151134"
"12849","41","1","1","6","1","151150"
"12850","189","1","1","25","1","151199"
"12851","70","1","1","8","1","151150"
"12852","94","1","1","53","1","151199"
"12853","20","2","1","6","2","151199"
"12854","137","2","8","9","5","15113X"
"12855","71","1","1","39","1","151131"
"12856","70","1","1","19","1","151134"
"12857","79","1","1","6","1","15113X"
"12858","111","1","1","42","1","151121"
"12859","88","1","1","42","1","151150"
"12860","114","1","6","11","1","151199"
"12861","87","1","1","4","1","151143"
"12862","52","1","1","36","1","151142"
"12863","37","1","1","13","1","151150"
"12864","64","1","1","24","1","151199"
"12865","94","1","1","53","1","15113X"
"12866","54","1","1","27","1","15113X"
"12867","72","2","1","48","1","151131"
"12868","156","1","1","41","1","172070"
"12869","36","1","1","12","1","151131"
"12870","98","1","6","34","1","15113X"
"12871","135","1","1","42","1","151131"
"12872","162","1","1","36","1","151121"
"12873","140","1","1","46","1","151150"
"12874","51","2","3","8","1","151121"
"12875","207","1","1","48","1","15113X"
"12876","45","1","1","22","1","15113X"
"12877","114","1","6","6","1","15113X"
"12878","323","1","1","4","1","151134"
"12879","110","1","1","35","1","15113X"
"12880","64","1","1","8","1","151122"
"12881","71","1","1","17","1","151131"
"12882","64","1","6","32","1","172070"
"12883","55","2","6","32","1","172070"
"12884","70","1","1","27","1","151121"
"12885","97","2","1","38","1","151131"
"12886","40","2","1","51","1","151150"
"12887","54","1","1","12","1","151131"
"12888","57","1","6","1","1","151121"
"12889","68","1","1","49","1","151150"
"12890","102","1","1","25","1","151150"
"12891","64","2","6","44","1","15113X"
"12892","87","2","8","6","2","151134"
"12893","52","1","1","31","1","151142"
"12894","59","2","1","51","1","151131"
"12895","60","1","6","9","1","151150"
"12896","147","1","1","8","1","151121"
"12897","28","1","1","26","1","151121"
"12898","75","1","1","42","1","15113X"
"12899","290","1","6","37","1","15113X"
"12900","140","1","1","41","1","151150"
"12901","26","2","1","13","1","151150"
"12902","60","1","2","51","1","151121"
"12903","70","1","1","5","1","151150"
"12904","88","1","6","48","1","151143"
"12905","115","1","6","6","1","151131"
"12906","103","1","8","44","5","151134"
"12907","20","2","1","36","1","151199"
"12908","440","1","6","37","1","151150"
"12909","68","1","1","29","1","151199"
"12910","114","1","1","51","1","15113X"
"12911","89","1","1","19","1","151121"
"12912","60","1","1","19","1","151131"
"12913","165","1","1","42","17","15113X"
"12914","58","1","1","39","1","151199"
"12915","81","2","1","34","1","151150"
"12916","90","1","1","6","1","151199"
"12917","86","1","1","26","1","151131"
"12918","83","1","6","48","1","15113X"
"12919","129","1","2","48","1","151199"
"12920","133","1","2","53","1","15113X"
"12921","28","1","1","37","1","172070"
"12922","39","2","2","51","1","151134"
"12923","24","1","1","21","1","151141"
"12924","66","2","1","28","1","151131"
"12925","258","1","2","55","1","151150"
"12926","78","1","1","37","1","151199"
"12927","99","1","1","18","1","151150"
"12928","623","1","1","50","1","151150"
"12929","217","1","1","6","1","151131"
"12930","309","1","1","26","1","151142"
"12931","107","1","6","6","1","151141"
"12932","73","1","2","51","1","151121"
"12933","96","2","6","11","1","15113X"
"12934","103","2","1","37","1","151150"
"12935","82","1","1","17","1","15113X"
"12936","124","2","1","8","1","15113X"
"12937","129","1","1","8","1","15113X"
"12938","83","2","1","6","2","151131"
"12939","58","1","1","6","1","151143"
"12940","113","1","1","25","1","15113X"
"12941","16","2","1","13","1","151150"
"12942","25","1","1","29","1","151150"
"12943","140","1","1","39","1","15113X"
"12944","52","1","1","6","1","151142"
"12945","117","1","1","37","1","151131"
"12946","76","1","1","39","1","15113X"
"12947","269","2","1","24","1","151199"
"12948","55","1","2","36","3","151121"
"12949","54","1","1","12","1","151131"
"12950","93","1","1","26","1","172070"
"12951","46","2","1","13","1","151150"
"12952","347","1","6","51","1","151131"
"12953","325","1","6","51","1","151143"
"12954","136","1","1","26","1","172070"
"12955","93","2","6","17","1","151131"
"12956","79","1","1","53","1","151121"
"12957","132","1","1","37","1","151131"
"12958","120","2","1","9","1","151121"
"12959","81","1","1","26","1","151150"
"12960","345","1","6","13","1","151131"
"12961","61","1","1","36","1","151199"
"12962","144","1","6","6","1","151199"
"12963","53","1","1","51","1","151150"
"12964","250","1","1","27","1","15113X"
"12965","75","2","6","6","1","151121"
"12966","98","2","1","9","1","172070"
"12967","68","1","2","1","1","151150"
"12968","116","2","1","48","2","151121"
"12969","100","1","8","48","4","151131"
"12970","144","1","1","48","1","151131"
"12971","48","1","1","39","1","151121"
"12972","56","1","1","5","1","15113X"
"12973","84","1","1","8","1","151142"
"12974","73","1","1","17","1","15113X"
"12975","81","1","1","42","1","151121"
"12976","71","1","6","34","1","151121"
"12977","158","2","6","25","1","15113X"
"12978","83","1","1","48","1","151199"
"12979","220","1","1","25","1","151141"
"12980","109","1","6","48","1","151121"
"12981","62","1","1","8","1","172070"
"12982","40","1","1","21","1","15113X"
"12983","88","1","1","36","16","151150"
"12984","89","2","1","36","16","151150"
"12985","56","2","1","36","1","151131"
"12986","32","1","1","51","1","151121"
"12987","71","1","1","8","1","151121"
"12988","97","2","6","8","1","172070"
"12989","157","2","1","27","1","15113X"
"12990","98","1","1","48","1","151131"
"12991","38","1","1","34","1","151150"
"12992","73","1","1","41","1","15113X"
"12993","62","2","6","34","1","15113X"
"12994","56","1","1","6","1","151134"
"12995","93","1","1","29","1","151141"
"12996","9","1","1","42","1","151150"
"12997","101","1","6","27","1","151131"
"12998","66","1","1","48","1","151150"
"12999","71","1","1","13","1","151121"
"13000","128","1","1","36","5","15113X"
"13001","117","2","1","34","1","151121"
"13002","23","1","1","27","1","151142"
"13003","70","1","6","6","1","15113X"
"13004","129","1","1","25","1","151142"
"13005","70","1","1","42","1","151142"
"13006","78","2","1","1","1","151199"
"13007","167","1","1","1","2","151122"
"13008","219","2","8","21","3","151150"
"13009","120","1","1","28","1","151131"
"13010","119","1","1","24","1","15113X"
"13011","120","1","6","33","1","151121"
"13012","104","1","1","42","1","151121"
"13013","154","1","1","42","1","151121"
"13014","383","1","6","25","1","15113X"
"13015","56","2","1","8","1","15113X"
"13016","89","1","1","42","1","15113X"
"13017","83","1","2","34","1","15113X"
"13018","167","1","1","34","1","151141"
"13019","107","1","1","22","1","151121"
"13020","196","1","1","20","1","151134"
"13021","97","2","6","48","1","15113X"
"13022","104","1","1","50","1","151134"
"13023","65","1","1","36","1","151121"
"13024","241","1","6","51","1","151142"
"13025","78","1","6","13","1","15113X"
"13026","329","1","1","12","1","15113X"
"13027","105","1","6","6","1","15113X"
"13028","126","2","6","55","1","151131"
"13029","153","1","6","17","1","15113X"
"13030","33","2","1","17","1","151199"
"13031","63","1","1","6","1","15113X"
"13032","272","1","1","30","1","151131"
"13033","61","2","6","22","1","151142"
"13034","93","1","1","6","2","172070"
"13035","64","2","6","6","1","151134"
"13036","74","1","1","34","1","15113X"
"13037","131","1","1","8","1","151121"
"13038","65","1","1","6","1","151199"
"13039","66","1","1","6","1","15113X"
"13040","82","1","2","36","1","151150"
"13041","30","2","1","12","2","151121"
"13042","43","1","1","48","1","151142"
"13043","115","1","1","24","1","151143"
