"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"35707","116","1","1","25","1","15113X"
"35708","71","1","6","6","1","172070"
"35709","103","1","1","33","1","151121"
"35710","52","1","1","22","1","151143"
"35711","118","1","1","55","1","15113X"
"35712","47","1","1","48","1","172070"
"35713","99","1","1","24","1","151150"
"35714","82","1","1","27","1","15113X"
"35715","139","1","1","12","1","15113X"
"35716","75","1","1","9","1","172070"
"35717","82","2","1","54","1","151111"
"35718","71","1","1","48","1","151121"
"35719","67","1","1","37","1","151131"
"35720","113","1","1","48","1","172070"
"35721","212","1","6","39","1","15113X"
"35722","52","1","6","6","1","15113X"
"35723","96","1","6","36","1","151131"
"35724","93","1","6","51","1","151141"
"35725","139","2","6","6","1","15113X"
"35726","155","1","1","6","1","15113X"
"35727","182","1","1","13","1","151131"
"35728","177","1","6","6","1","15113X"
"35729","158","2","6","6","1","172061"
"35730","44","1","1","26","1","151131"
"35731","31","2","1","55","1","151150"
"35732","93","1","1","20","8","151131"
"35733","115","1","1","25","1","15113X"
"35734","78","1","1","53","1","151150"
"35735","104","1","6","36","1","15113X"
"35736","63","1","1","25","1","15113X"
"35737","28","1","1","39","1","151199"
"35738","105","1","1","12","1","15113X"
"35739","66","2","1","6","1","151131"
"35740","99","1","1","17","1","151121"
"35741","69","1","1","4","1","151134"
"35742","89","1","1","9","2","151131"
"35743","62","1","6","36","1","15113X"
"35744","259","1","6","6","1","151150"
"35745","258","1","6","6","1","15113X"
"35746","62","1","1","51","1","151142"
"35747","104","1","6","19","1","151150"
"35748","108","1","1","29","1","15113X"
"35749","25","1","1","25","1","15113X"
"35750","213","2","1","55","1","151150"
"35751","103","1","1","12","4","15113X"
"35752","67","1","1","25","1","151121"
"35753","103","1","1","36","1","15113X"
"35754","94","2","2","13","1","15113X"
"35755","107","2","1","27","1","172070"
"35756","93","1","1","42","1","15113X"
"35757","488","2","1","47","1","151134"
"35758","34","2","1","29","1","151199"
"35759","110","1","6","32","1","151121"
"35760","57","2","6","6","1","15113X"
"35761","164","1","1","6","1","151131"
"35762","201","1","1","6","1","15113X"
"35763","155","2","1","47","1","151131"
"35764","93","1","1","51","1","151199"
"35765","37","1","1","51","1","151121"
"35766","44","2","1","17","1","151199"
"35767","46","1","1","17","1","151150"
"35768","122","1","1","6","1","15113X"
"35769","68","1","6","6","1","151142"
"35770","53","1","1","49","1","151131"
"35771","97","1","1","49","1","151131"
"35772","17","1","1","39","1","151199"
"35773","100","2","2","1","1","15113X"
"35774","103","1","3","12","1","151150"
"35775","69","1","6","6","1","151143"
"35776","98","2","1","45","1","151121"
"35777","124","1","1","39","1","151143"
"35778","83","2","2","11","1","15113X"
"35779","138","1","6","36","1","151131"
"35780","32","2","9","53","1","151199"
"35781","92","2","1","6","1","15113X"
"35782","64","2","6","6","1","151121"
"35783","163","1","1","45","1","151199"
"35784","94","1","1","36","1","151150"
"35785","51","1","1","48","1","151131"
"35786","98","1","1","17","1","15113X"
"35787","50","1","1","6","1","151121"
"35788","120","1","1","39","1","15113X"
"35789","74","1","2","48","1","15113X"
"35790","81","1","2","17","1","151150"
"35791","100","1","1","42","1","151131"
"35792","24","1","1","45","1","15113X"
"35793","90","1","1","17","1","151121"
"35794","122","1","1","51","1","151150"
"35795","84","1","1","18","1","151199"
"35796","189","1","1","48","1","151121"
"35797","54","1","9","6","1","15113X"
"35798","79","2","9","41","1","151141"
"35799","99","1","1","4","1","15113X"
"35800","72","1","6","6","1","15113X"
"35801","79","1","1","45","1","151199"
"35802","97","1","1","26","1","151142"
"35803","35","2","1","55","1","151150"
"35804","60","1","6","6","1","15113X"
"35805","74","1","1","42","1","15113X"
"35806","69","1","1","6","1","151142"
"35807","71","1","1","4","1","151121"
"35808","82","1","1","49","1","15113X"
"35809","274","1","6","18","1","151199"
"35810","52","2","1","33","1","15113X"
"35811","90","2","1","55","1","151121"
"35812","104","1","1","48","7","15113X"
"35813","369","1","2","42","1","151199"
"35814","71","1","1","28","1","151150"
"35815","150","1","1","12","24","151150"
"35816","68","1","1","25","1","15113X"
"35817","82","2","1","48","24","151150"
"35818","59","2","1","37","1","151141"
"35819","110","1","1","12","1","151142"
"35820","108","1","1","6","1","15113X"
"35821","313","1","1","12","1","151131"
"35822","75","2","1","48","3","151121"
"35823","94","2","1","6","2","151142"
"35824","70","1","1","48","2","151199"
"35825","48","1","6","6","1","15113X"
"35826","127","1","1","28","1","151199"
"35827","132","2","1","4","1","15113X"
"35828","87","1","1","9","1","151143"
"35829","77","1","1","34","1","151131"
"35830","128","1","6","53","1","151199"
"35831","68","1","1","49","1","15113X"
"35832","60","2","6","48","1","151141"
"35833","44","1","1","4","1","151142"
"35834","105","1","6","6","1","172070"
"35835","97","2","6","6","1","172070"
"35836","139","2","1","8","3","15113X"
"35837","109","1","1","6","1","151142"
"35838","28","2","1","39","3","151199"
"35839","111","2","1","51","1","15113X"
"35840","417","1","6","19","1","15113X"
"35841","216","1","1","15","1","151121"
"35842","173","1","1","36","1","15113X"
"35843","56","1","1","39","1","151150"
"35844","89","2","1","48","2","15113X"
"35845","70","1","9","48","1","151141"
"35846","70","1","1","36","1","151121"
"35847","121","1","1","6","1","151134"
"35848","31","1","1","36","1","151134"
"35849","111","1","6","8","1","151143"
"35850","136","2","1","36","1","151121"
"35851","99","2","1","36","5","151121"
"35852","55","1","1","48","1","151199"
"35853","67","2","1","13","1","151131"
"35854","139","1","1","53","1","151150"
"35855","124","2","1","1","1","151121"
"35856","36","2","6","6","1","151131"
"35857","66","1","1","6","1","151143"
"35858","127","1","6","24","1","151150"
"35859","209","1","6","9","1","15113X"
"35860","177","1","1","26","1","151134"
"35861","78","1","1","6","1","151142"
"35862","52","1","6","48","1","15113X"
"35863","102","1","1","39","1","151131"
"35864","109","1","1","24","1","15113X"
"35865","143","2","2","45","1","151150"
"35866","64","1","9","6","1","172070"
"35867","49","1","1","39","1","151199"
"35868","169","1","1","26","1","151150"
"35869","52","1","1","48","1","15113X"
"35870","101","1","6","15","1","151150"
"35871","59","1","1","36","1","151199"
"35872","231","1","6","36","1","15113X"
"35873","147","2","6","34","1","15113X"
"35874","112","2","1","44","1","151111"
"35875","57","1","1","41","1","151150"
"35876","64","1","6","9","1","15113X"
"35877","56","2","6","9","1","15113X"
"35878","305","1","1","45","1","151199"
"35879","202","1","6","25","1","15113X"
"35880","132","1","2","6","1","151121"
"35881","72","1","1","41","1","151150"
"35882","69","1","1","11","1","151121"
"35883","20","1","1","31","1","151142"
"35884","48","1","6","36","1","172070"
"35885","123","1","1","34","1","151143"
"35886","52","1","1","51","1","151142"
"35887","260","1","1","12","1","151142"
"35888","76","1","1","51","1","172070"
"35889","81","2","1","34","1","151131"
"35890","48","1","1","34","1","151131"
"35891","98","1","1","32","1","151199"
"35892","44","1","6","6","1","151141"
"35893","149","1","1","27","1","151131"
"35894","67","1","6","11","1","151121"
"35895","77","2","1","39","1","15113X"
"35896","44","1","1","12","1","172070"
"35897","61","2","6","51","1","15113X"
"35898","177","1","1","48","1","151199"
"35899","126","1","1","27","1","151121"
"35900","89","1","1","26","1","15113X"
"35901","109","2","1","39","1","151131"
"35902","87","2","1","8","1","15113X"
"35903","333","1","1","6","1","15113X"
"35904","59","1","1","25","1","151150"
"35905","106","1","1","51","1","15113X"
"35906","110","2","1","48","1","151150"
"35907","99","2","2","36","1","151142"
"35908","121","1","1","53","1","15113X"
"35909","329","1","1","21","1","151131"
"35910","83","1","1","6","1","151143"
"35911","77","1","1","39","1","15113X"
"35912","48","1","6","13","1","15113X"
"35913","60","1","1","53","1","151134"
"35914","103","1","6","15","1","151199"
"35915","60","1","6","6","1","151199"
"35916","58","1","1","42","1","151150"
"35917","79","1","1","49","1","151199"
"35918","121","1","1","8","1","15113X"
"35919","105","1","6","17","1","151121"
"35920","37","2","1","37","1","151150"
"35921","62","1","1","25","1","151134"
"35922","63","1","1","36","1","151150"
"35923","38","1","1","8","1","151121"
"35924","62","1","1","48","1","15113X"
"35925","121","1","1","36","1","151141"
"35926","157","1","1","34","1","151150"
"35927","54","1","6","48","1","151199"
"35928","29","2","8","48","19","15113X"
"35929","163","1","1","28","1","151143"
"35930","136","1","6","51","1","151141"
"35931","96","1","1","6","2","151150"
"35932","83","1","6","26","1","151142"
"35933","84","2","6","6","1","15113X"
"35934","104","1","1","37","1","172070"
"35935","91","2","6","33","1","172061"
"35936","146","1","1","24","1","151111"
"35937","70","1","1","36","1","151121"
"35938","77","1","6","6","1","151142"
"35939","162","1","1","12","1","151131"
"35940","54","2","1","19","1","151121"
"35941","62","1","1","41","1","15113X"
"35942","49","2","1","6","1","151121"
"35943","57","1","6","13","1","151150"
"35944","18","1","1","53","1","172061"
"35945","45","1","2","17","1","151134"
"35946","103","1","1","26","1","151199"
"35947","25","2","1","26","1","151142"
"35948","89","1","1","36","1","151134"
"35949","71","1","1","26","1","151121"
"35950","157","1","6","17","1","15113X"
"35951","71","1","1","35","1","151150"
"35952","15","1","1","17","1","151131"
"35953","71","1","1","25","1","172061"
"35954","109","1","6","6","1","172070"
"35955","100","1","6","6","1","15113X"
"35956","115","2","1","27","1","151199"
"35957","58","1","6","13","1","15113X"
"35958","261","1","1","55","1","172070"
"35959","60","2","1","12","1","151121"
"35960","65","2","1","36","1","151121"
"35961","73","2","9","5","1","151199"
"35962","18","2","1","42","1","15113X"
"35963","89","1","1","21","1","151121"
"35964","87","1","1","27","1","151150"
"35965","37","2","1","36","1","151121"
"35966","92","1","1","34","1","151150"
"35967","69","2","6","6","1","151121"
"35968","82","2","6","6","1","151199"
"35969","102","2","6","11","1","151199"
"35970","73","1","1","34","1","151121"
"35971","362","2","1","44","1","151199"
"35972","242","1","1","37","1","151150"
"35973","105","1","2","13","1","151199"
"35974","118","1","1","37","1","172061"
"35975","288","2","1","42","3","151150"
"35976","122","1","6","9","1","172070"
"35977","72","1","1","8","1","151131"
"35978","44","1","1","26","1","151131"
"35979","62","1","1","13","1","151150"
"35980","99","1","1","48","2","151150"
"35981","48","1","1","51","1","15113X"
"35982","89","1","1","24","1","151150"
"35983","143","1","1","39","1","151121"
"35984","71","1","1","47","1","15113X"
"35985","80","2","1","47","1","151121"
"35986","95","1","1","48","1","151150"
"35987","79","1","6","17","1","151199"
"35988","73","1","1","6","1","151131"
"35989","108","2","2","24","1","15113X"
"35990","58","1","1","48","1","151131"
"35991","34","1","1","13","1","151150"
"35992","215","2","2","12","5","151121"
"35993","63","1","6","6","1","15113X"
"35994","145","1","8","6","2","15113X"
"35995","103","1","1","48","1","151142"
"35996","104","1","1","42","1","151150"
"35997","33","1","1","37","1","15113X"
"35998","136","1","1","48","1","151199"
"35999","66","1","1","39","1","151199"
"36000","138","1","6","22","1","151199"
"36001","162","1","1","42","1","151122"
"36002","94","1","6","48","1","15113X"
"36003","79","1","1","17","1","15113X"
"36004","56","1","1","48","1","151199"
"36005","110","1","1","48","1","15113X"
"36006","73","1","1","25","1","151131"
"36007","65","1","1","8","1","151199"
"36008","94","1","1","12","1","15113X"
"36009","138","1","1","1","1","151134"
"36010","19","1","1","9","1","151150"
"36011","85","2","6","53","1","151199"
"36012","89","1","1","48","1","151199"
"36013","75","1","1","6","1","151150"
"36014","65","1","9","48","1","151199"
"36015","226","1","6","6","1","15113X"
"36016","47","1","1","8","2","151150"
"36017","367","1","1","55","1","151150"
"36018","60","2","1","13","1","151150"
"36019","200","1","6","6","1","151134"
"36020","101","1","1","42","1","15113X"
"36021","253","1","6","32","1","151131"
"36022","27","1","1","50","1","151142"
"36023","149","2","2","13","1","15113X"
"36024","95","1","1","26","1","151150"
"36025","49","1","1","51","1","15113X"
"36026","69","2","1","8","1","151199"
"36027","58","2","1","25","1","151131"
"36028","64","1","1","6","1","151121"
"36029","92","1","1","34","1","151199"
"36030","74","1","6","36","1","151131"
"36031","165","1","1","26","1","151121"
"36032","47","1","1","33","1","15113X"
"36033","139","2","6","51","1","151131"
"36034","101","2","1","42","1","151121"
"36035","169","1","1","32","1","151143"
"36036","74","1","1","13","1","172070"
"36037","88","2","1","12","1","151150"
"36038","57","2","1","26","1","151131"
"36039","88","1","1","49","1","151142"
"36040","208","1","2","11","1","172070"
"36041","160","1","1","39","1","151131"
"36042","80","1","1","35","1","151134"
"36043","42","1","9","37","1","15113X"
"36044","60","2","2","6","2","151121"
"36045","74","1","8","8","2","151121"
"36046","88","1","8","6","2","151150"
"36047","179","1","1","17","1","151199"
"36048","43","1","1","26","1","15113X"
"36049","117","1","2","48","1","151150"
"36050","60","1","1","8","1","15113X"
"36051","61","1","1","24","1","151199"
"36052","72","1","1","51","1","151121"
"36053","59","1","1","39","1","151199"
"36054","53","1","6","48","1","151199"
"36055","60","1","6","48","1","151199"
"36056","51","2","6","48","1","151121"
"36057","62","1","6","53","1","15113X"
"36058","79","2","1","36","1","151121"
"36059","25","1","1","36","1","151121"
"36060","134","1","1","6","1","15113X"
"36061","49","1","1","8","1","172061"
"36062","88","1","1","48","1","15113X"
"36063","66","1","1","8","1","15113X"
"36064","69","1","1","39","1","172070"
"36065","77","1","1","34","1","151150"
"36066","132","1","1","29","1","151131"
"36067","163","1","1","50","1","151143"
"36068","58","1","1","24","1","151131"
"36069","88","1","6","36","1","15113X"
"36070","72","2","6","6","1","15113X"
"36071","74","1","6","6","1","172070"
"36072","178","2","2","26","1","151150"
"36073","63","1","6","36","1","15113X"
"36074","56","1","6","6","1","172070"
"36075","204","1","2","36","1","151131"
"36076","113","1","2","4","1","15113X"
"36077","110","1","1","27","1","15113X"
"36078","186","2","1","36","1","151131"
"36079","78","1","1","21","1","151199"
"36080","77","1","1","12","9","151142"
"36081","112","2","1","33","1","151131"
"36082","103","1","1","26","1","151134"
"36083","76","2","1","18","1","151131"
"36084","117","1","1","12","1","151143"
"36085","205","1","1","20","1","151131"
"36086","83","1","2","48","1","151142"
"36087","41","1","1","25","1","151121"
"36088","63","1","6","6","1","15113X"
"36089","222","1","6","51","1","151141"
"36090","39","1","1","5","1","151131"
"36091","58","1","1","25","1","15113X"
"36092","87","1","1","51","1","15113X"
"36093","70","1","1","54","1","151199"
"36094","111","2","6","55","1","151199"
"36095","281","1","1","4","2","151199"
"36096","48","1","1","12","1","172070"
"36097","138","2","2","39","1","15113X"
"36098","63","1","6","13","1","151142"
"36099","56","2","6","13","1","151134"
"36100","73","1","1","13","24","151150"
"36101","149","1","1","37","1","151199"
"36102","64","1","2","13","1","172070"
"36103","99","1","1","23","1","151199"
"36104","144","1","1","41","1","151199"
"36105","145","2","6","48","1","151199"
"36106","101","2","1","51","2","151199"
"36107","51","1","1","36","1","15113X"
"36108","138","1","1","39","1","151143"
"36109","37","1","6","6","1","15113X"
"36110","50","2","1","37","1","151199"
"36111","178","1","1","47","1","151150"
"36112","56","1","1","53","1","151150"
"36113","57","1","6","17","1","151150"
"36114","55","1","6","6","1","151150"
"36115","72","1","1","36","1","151142"
"36116","44","1","1","2","1","151142"
"36117","62","1","1","6","1","151142"
"36118","72","2","1","6","1","151141"
"36119","67","1","1","6","1","172061"
"36120","195","2","1","42","1","151131"
"36121","55","1","1","25","1","15113X"
"36122","116","1","1","6","1","151121"
"36123","137","1","2","11","1","172070"
"36124","139","1","6","13","1","15113X"
"36125","101","1","6","39","1","15113X"
"36126","113","1","6","53","1","151199"
"36127","31","1","1","25","1","151134"
"36128","36","2","1","18","1","151142"
"36129","121","1","2","26","1","151199"
"36130","129","1","6","6","1","151131"
"36131","28","1","1","42","1","151150"
"36132","85","1","1","55","1","151199"
"36133","133","2","1","12","1","151134"
"36134","62","1","1","8","1","151121"
"36135","50","1","9","12","4","172070"
"36136","210","2","6","27","1","15113X"
"36137","84","1","1","51","1","15113X"
"36138","61","1","1","6","1","151199"
"36139","40","2","6","48","1","15113X"
"36140","61","1","6","6","1","15113X"
"36141","69","2","6","6","1","15113X"
"36142","60","2","2","17","1","151199"
"36143","51","1","1","48","1","172070"
"36144","177","1","1","26","1","15113X"
"36145","185","1","1","27","1","151121"
"36146","93","2","1","36","1","151134"
"36147","62","1","6","6","1","172070"
"36148","49","1","6","39","1","15113X"
"36149","111","1","1","36","1","151150"
"36150","129","1","9","48","1","151150"
"36151","105","1","6","37","1","151121"
"36152","83","2","6","45","1","151121"
"36153","155","1","6","39","1","15113X"
"36154","184","2","6","39","1","15113X"
"36155","127","1","1","25","1","172070"
"36156","33","1","1","27","1","151199"
"36157","78","1","1","17","1","151142"
"36158","118","2","1","6","1","15113X"
"36159","114","1","1","24","1","151150"
"36160","135","1","1","36","1","151121"
"36161","81","1","1","8","1","151141"
"36162","61","1","1","51","1","15113X"
"36163","63","1","1","24","1","15113X"
"36164","184","2","1","42","1","151121"
"36165","172","1","1","42","1","151131"
"36166","72","2","8","6","2","15113X"
"36167","72","1","6","6","1","15113X"
"36168","117","1","6","24","1","172070"
"36169","153","2","6","24","1","151141"
"36170","186","2","6","24","1","151150"
"36171","41","1","6","48","1","172070"
"36172","120","2","2","11","1","151150"
"36173","80","2","1","11","1","15113X"
"36174","56","1","1","12","3","151121"
"36175","191","1","1","37","1","15113X"
"36176","60","1","1","29","1","172070"
"36177","228","1","1","34","1","151131"
"36178","129","1","1","36","1","151199"
"36179","58","1","1","8","1","151150"
"36180","51","1","1","48","1","151143"
"36181","80","1","1","37","1","15113X"
"36182","99","1","2","4","1","15113X"
"36183","89","2","1","45","1","151199"
"36184","159","1","6","48","1","172070"
"36185","125","2","6","48","1","15113X"
"36186","56","1","6","36","1","151150"
"36187","144","1","1","33","1","151199"
"36188","71","1","1","25","1","172070"
"36189","28","1","1","34","1","151150"
"36190","102","1","1","53","2","15113X"
"36191","54","1","1","53","1","151141"
"36192","106","2","6","48","1","15113X"
"36193","234","1","1","20","1","151199"
"36194","119","1","6","6","1","15113X"
"36195","110","2","6","6","1","15113X"
"36196","146","2","6","6","1","15113X"
"36197","70","1","1","53","1","151199"
"36198","164","1","6","48","1","151199"
"36199","60","1","6","51","1","15113X"
"36200","71","2","2","47","1","172061"
"36201","52","1","6","6","1","15113X"
"36202","205","1","1","10","1","151199"
"36203","72","1","6","53","1","151131"
"36204","71","1","6","25","1","15113X"
"36205","112","2","1","51","1","151121"
"36206","120","1","1","25","1","151142"
"36207","85","1","7","8","1","151150"
"36208","94","2","2","37","1","151121"
"36209","69","1","1","13","1","151199"
"36210","149","2","1","36","1","15113X"
"36211","87","1","1","39","1","15113X"
"36212","215","1","6","6","1","15113X"
"36213","126","1","6","29","1","151121"
"36214","62","1","1","29","1","15113X"
"36215","134","1","1","42","1","151143"
"36216","54","1","1","37","1","151131"
"36217","26","1","1","8","1","151134"
"36218","79","1","1","19","1","151134"
"36219","327","1","1","25","11","151150"
"36220","130","1","1","36","1","151150"
"36221","100","1","6","6","1","15113X"
"36222","78","1","1","21","1","151131"
"36223","84","2","1","16","1","15113X"
"36224","51","1","6","6","1","15113X"
"36225","57","1","1","6","1","151142"
"36226","70","1","1","36","1","151121"
"36227","203","1","2","6","1","151199"
"36228","74","1","6","6","1","151199"
"36229","46","1","6","6","1","15113X"
"36230","77","1","6","36","1","15113X"
"36231","59","1","2","6","1","15113X"
"36232","167","1","1","49","1","151150"
"36233","113","2","1","40","1","151121"
"36234","81","1","1","29","1","151121"
"36235","49","1","9","6","2","151199"
"36236","125","1","1","41","1","151142"
"36237","98","1","1","39","1","151121"
"36238","68","2","1","39","1","151131"
"36239","69","1","6","6","1","151150"
"36240","67","2","1","26","24","151134"
"36241","133","1","6","27","1","151121"
"36242","38","1","1","12","1","151142"
"36243","60","2","1","37","1","151131"
"36244","85","1","1","49","1","151142"
"36245","69","2","1","6","1","151134"
"36246","124","1","6","6","1","15113X"
"36247","171","2","1","6","1","151134"
"36248","51","1","1","48","1","151150"
"36249","118","1","1","41","1","151150"
"36250","119","1","1","41","1","151141"
"36251","64","2","1","25","1","15113X"
"36252","60","1","6","36","1","151199"
"36253","168","1","2","6","1","15113X"
"36254","142","2","1","12","1","151121"
"36255","222","1","1","36","1","151121"
"36256","112","1","1","17","1","151142"
"36257","96","1","1","49","1","15113X"
"36258","81","1","1","42","1","15113X"
"36259","82","2","1","42","1","15113X"
"36260","79","1","9","17","1","15113X"
"36261","68","1","1","25","1","172061"
"36262","149","2","1","36","1","15113X"
"36263","164","1","1","8","1","151134"
"36264","44","1","1","6","1","15113X"
"36265","74","1","1","6","1","15113X"
"36266","96","1","1","12","1","172070"
"36267","120","1","1","12","1","151150"
"36268","84","2","1","12","1","151121"
"36269","13","2","1","21","1","151121"
"36270","65","1","1","51","1","151121"
"36271","63","1","1","26","1","151131"
"36272","63","1","1","8","1","15113X"
"36273","52","2","1","34","1","151131"
"36274","67","1","1","48","2","151121"
"36275","316","2","2","28","1","151199"
"36276","11","1","1","18","1","151142"
"36277","63","1","1","48","1","151121"
"36278","65","2","6","6","1","15113X"
"36279","89","1","1","1","1","151150"
"36280","82","2","6","42","1","15113X"
"36281","46","1","1","25","1","151134"
"36282","80","1","6","48","1","151131"
"36283","68","2","6","48","1","151131"
"36284","135","1","1","29","1","151143"
"36285","95","1","2","13","1","151122"
"36286","228","1","6","51","1","151141"
"36287","59","2","1","48","1","151141"
"36288","52","2","1","8","1","15113X"
"36289","58","1","6","48","1","15113X"
"36290","72","1","1","36","1","151141"
"36291","85","1","2","36","1","172061"
"36292","199","1","1","6","1","15113X"
"36293","20","2","1","1","1","151141"
"36294","74","1","6","42","1","151121"
"36295","67","1","1","48","1","151142"
"36296","208","2","6","6","1","151121"
"36297","77","1","1","24","1","151131"
"36298","97","2","1","29","1","151150"
"36299","185","1","1","4","1","15113X"
"36300","50","1","1","9","1","151199"
"36301","69","1","1","8","1","15113X"
"36302","87","1","1","6","2","151121"
"36303","74","1","1","17","2","151134"
"36304","474","1","7","15","1","151199"
"36305","95","1","1","12","1","151143"
"36306","564","1","1","55","1","151199"
"36307","70","1","1","25","1","151121"
"36308","125","1","1","48","1","151150"
"36309","103","1","1","25","1","15113X"
"36310","30","1","1","42","1","151199"
"36311","49","1","1","12","1","151199"
"36312","78","1","1","19","1","151121"
"36313","272","2","1","17","1","151199"
"36314","100","1","1","37","1","151121"
"36315","113","2","1","6","1","151199"
"36316","31","1","1","18","1","151121"
"36317","112","1","1","6","1","151134"
"36318","101","2","1","26","1","151150"
"36319","87","2","6","51","1","15113X"
"36320","33","1","6","51","1","151121"
"36321","35","2","6","51","1","151199"
"36322","18","2","1","27","1","151150"
"36323","90","2","6","17","1","151121"
"36324","75","1","1","34","1","151141"
"36325","235","1","1","37","1","151121"
"36326","99","1","6","53","1","15113X"
"36327","53","1","1","47","1","151142"
"36328","122","1","1","36","1","15113X"
"36329","63","2","6","6","1","151121"
"36330","86","1","1","4","3","151150"
"36331","70","1","1","6","1","15113X"
"36332","226","1","1","25","1","151121"
"36333","135","1","1","48","2","151121"
"36334","116","1","1","41","1","15113X"
"36335","61","1","1","6","1","15113X"
"36336","58","2","1","6","1","15113X"
"36337","68","1","1","21","1","151199"
"36338","135","2","1","6","1","15113X"
"36339","79","2","2","24","1","151199"
"36340","87","1","1","17","1","151142"
"36341","76","2","2","39","1","151131"
"36342","14","1","1","53","1","151134"
"36343","100","1","1","35","1","151199"
"36344","93","2","1","41","1","151121"
"36345","110","1","1","36","1","151142"
"36346","61","2","2","6","1","151121"
"36347","75","1","1","6","1","151150"
"36348","83","1","6","41","1","15113X"
"36349","102","2","8","6","2","15113X"
"36350","607","2","6","27","1","15113X"
"36351","672","2","6","27","1","15113X"
"36352","92","2","6","6","1","151141"
"36353","126","1","6","6","1","15113X"
"36354","60","1","1","6","1","15113X"
"36355","65","2","6","13","1","15113X"
"36356","56","1","1","6","1","151142"
"36357","122","2","1","12","1","151134"
"36358","90","2","1","39","1","15113X"
"36359","51","1","1","24","1","151121"
"36360","130","1","1","8","1","151150"
"36361","113","2","1","36","1","151121"
"36362","110","2","1","36","1","151121"
"36363","28","1","1","27","1","151143"
"36364","47","1","1","6","1","151121"
"36365","27","1","1","42","1","151150"
"36366","437","1","1","48","1","15113X"
"36367","131","1","6","48","1","151150"
"36368","279","1","2","36","5","151150"
"36369","106","1","1","6","1","15113X"
"36370","99","1","1","23","1","151121"
"36371","177","1","2","48","1","151199"
"36372","67","1","1","44","1","151134"
"36373","56","1","9","12","1","15113X"
"36374","51","2","1","51","1","151121"
"36375","112","1","1","13","1","15113X"
"36376","172","1","1","45","1","172070"
"36377","104","1","2","36","1","151131"
"36378","45","1","1","17","1","151141"
"36379","49","2","1","17","1","151131"
"36380","37","1","1","13","16","172070"
"36381","67","1","1","12","1","15113X"
"36382","60","2","1","51","1","151142"
"36383","69","1","1","51","1","15113X"
"36384","68","1","1","6","1","172070"
"36385","137","1","9","6","1","172070"
"36386","97","1","1","27","1","151150"
"36387","164","1","1","36","1","151199"
"36388","68","1","1","12","1","151121"
"36389","82","1","1","42","1","151199"
"36390","88","1","1","48","1","151134"
"36391","57","2","1","39","1","151121"
"36392","160","1","6","37","1","151131"
"36393","88","2","1","55","1","151150"
"36394","195","2","1","6","2","15113X"
"36395","47","1","1","18","1","151121"
"36396","39","2","1","27","1","15113X"
"36397","47","1","1","13","4","151111"
"36398","90","2","2","18","1","151199"
"36399","138","1","1","28","1","172070"
"36400","70","2","2","11","1","15113X"
"36401","132","1","6","35","1","15113X"
"36402","55","1","1","4","1","151142"
"36403","47","1","1","13","1","15113X"
"36404","155","1","1","29","1","151121"
"36405","130","1","1","41","1","151131"
"36406","416","1","6","48","1","172070"
"36407","71","1","6","34","1","151121"
"36408","132","2","1","49","1","151131"
"36409","98","1","1","12","3","15113X"
"36410","108","2","1","25","1","15113X"
"36411","77","1","1","9","1","15113X"
"36412","32","2","1","38","1","15113X"
"36413","278","1","1","30","1","172070"
"36414","66","1","6","51","1","151121"
"36415","251","1","6","6","1","151142"
"36416","150","1","1","55","1","15113X"
"36417","40","1","1","25","1","15113X"
"36418","290","1","1","5","1","151142"
"36419","65","1","2","11","1","151143"
"36420","189","1","1","25","1","15113X"
"36421","119","1","1","42","1","151131"
"36422","16","2","1","42","1","151150"
"36423","86","2","2","6","1","151121"
"36424","93","1","1","36","1","151134"
"36425","45","2","6","24","1","151121"
"36426","94","1","1","13","1","15113X"
"36427","85","1","1","17","1","15113X"
"36428","134","2","1","18","1","172070"
"36429","83","1","1","29","1","151150"
"36430","132","1","1","54","1","151199"
"36431","134","1","1","39","1","172070"
"36432","69","1","6","51","1","151199"
"36433","76","1","1","6","1","15113X"
"36434","134","1","1","55","1","15113X"
"36435","249","2","1","24","1","151150"
"36436","60","1","1","47","1","151150"
"36437","90","1","1","29","1","151199"
"36438","73","1","1","34","4","151199"
"36439","78","2","1","36","1","151121"
"36440","153","1","1","12","1","151150"
"36441","109","1","1","36","1","151199"
"36442","377","1","1","36","1","151131"
"36443","165","1","1","26","1","151142"
"36444","66","2","9","25","1","151121"
"36445","81","1","1","16","1","151141"
"36446","157","1","1","9","1","151150"
"36447","208","1","2","12","1","151150"
"36448","72","2","2","36","1","151142"
"36449","23","2","1","39","1","151141"
"36450","283","1","1","8","1","15113X"
"36451","89","1","1","12","1","151150"
"36452","96","2","1","4","1","151142"
"36453","95","1","1","4","1","151150"
"36454","115","1","1","6","1","151121"
"36455","22","2","1","38","1","151121"
"36456","122","1","1","24","3","15113X"
"36457","105","2","1","48","1","151199"
"36458","58","2","1","12","1","151150"
"36459","75","1","1","6","1","151199"
"36460","68","1","1","6","2","15113X"
"36461","101","1","1","48","4","151199"
"36462","116","2","2","9","1","151121"
"36463","130","1","1","6","1","15113X"
"36464","90","1","1","6","1","15113X"
"36465","55","1","1","42","1","151121"
"36466","148","1","1","13","1","15113X"
"36467","105","1","1","53","1","151121"
"36468","74","1","1","18","1","151131"
"36469","72","1","2","25","1","151150"
"36470","55","1","1","42","1","151121"
