PWGTP,HISP,WAOB,CIT,SEX,POWSP,RAC1P,SOCP
56,1,4,4,1,6,1,113021
63,1,1,1,1,39,1,15113X
104,1,1,1,1,12,1,151150
128,1,1,1,2,6,6,151121
112,1,1,1,2,1,2,151131
75,1,1,1,2,17,1,151121
49,1,4,5,1,13,6,113021
48,1,4,5,2,13,6,151199
113,1,4,4,1,6,6,151150
63,1,1,1,1,13,6,151142
152,1,1,1,2,39,1,151199
85,1,1,1,1,47,1,151121
74,1,1,1,1,51,1,151131
111,1,1,1,1,18,1,151121
203,24,1,1,2,35,8,15113X
11,1,1,1,1,55,1,15113X
119,1,1,1,1,48,1,151142
192,1,1,1,2,51,9,15113X
212,1,4,4,1,6,6,15113X
149,1,1,1,1,13,1,151142
27,1,1,1,2,47,2,113021
116,1,1,1,1,29,1,151150
101,1,1,1,1,4,1,113021
58,1,1,1,1,25,1,113021
125,1,1,1,1,51,1,151199
141,1,1,1,2,12,1,151150
112,1,1,1,1,4,1,15113X
291,1,1,1,1,25,1,15113X
73,1,1,1,1,17,1,151141
97,1,1,1,1,6,1,151150
72,1,4,4,1,6,6,151199
56,1,1,1,1,9,1,15113X
136,1,1,1,1,13,6,15113X
193,1,1,1,2,26,2,15113X
200,1,1,1,1,20,1,113021
64,1,1,1,2,24,1,113021
242,1,1,1,2,48,1,151150
62,1,1,1,1,25,2,15113X
46,1,1,1,1,20,1,151199
106,1,1,1,1,42,1,151142
111,1,1,1,2,39,1,151134
46,1,1,1,1,24,1,151150
102,1,6,4,1,6,1,151131
108,1,6,3,2,6,1,151142
133,1,1,1,1,42,1,151142
82,1,1,1,2,8,1,151131
61,1,1,1,1,51,1,151150
51,1,1,1,2,6,1,151134
150,1,1,1,2,42,1,151150
43,1,5,4,2,36,1,151131
225,2,3,5,1,6,8,151199
125,1,5,5,1,13,1,113021
147,1,4,5,2,18,6,15113X
79,1,1,1,1,51,1,15113X
50,1,4,4,2,6,6,15113X
46,1,4,5,1,6,6,15113X
35,1,1,1,2,11,1,151121
40,1,8,4,1,24,1,172061
10,1,1,1,1,35,1,113021
58,4,1,1,1,12,1,151134
58,1,4,4,1,36,6,15113X
79,1,1,1,1,39,1,151121
96,2,1,1,1,48,1,151199
22,1,1,1,1,34,1,151134
413,2,1,1,1,24,1,151199
282,1,4,5,1,6,6,15113X
187,1,1,1,1,51,1,15113X
85,1,1,1,1,42,1,151131
90,1,4,5,1,6,6,172061
71,1,1,1,1,6,1,15113X
168,1,4,3,2,36,1,151199
127,1,1,1,2,53,1,151150
135,1,1,1,2,17,1,113021
112,1,1,1,1,24,1,15113X
96,1,1,1,1,51,2,151199
70,1,1,1,1,37,1,15113X
73,9,3,5,2,12,1,151141
36,1,1,1,1,8,1,15113X
43,1,1,1,1,12,1,15113X
69,1,1,1,2,17,1,151199
89,1,4,5,1,6,6,15113X
177,1,1,1,1,12,1,151150
249,1,4,5,1,44,6,15113X
93,1,1,1,1,26,1,15113X
57,1,1,1,2,12,1,151131
94,1,1,1,1,40,1,113021
443,1,6,4,2,42,2,151199
108,1,5,5,1,26,1,151134
20,1,1,1,2,40,1,151150
109,1,1,1,1,41,1,15113X
53,1,1,1,1,53,1,151134
136,1,4,4,1,6,6,113021
17,2,1,1,1,35,1,151199
21,1,1,1,1,27,1,113021
89,1,4,4,1,6,6,113021
32,1,4,5,2,40,6,151199
76,1,1,1,1,4,1,15113X
439,1,1,1,1,36,1,151199
87,1,7,4,1,17,1,15113X
70,1,5,4,2,36,1,15113X
60,1,6,4,1,36,6,151131
60,1,1,1,2,11,9,15113X
116,1,1,1,1,48,1,151121
226,1,1,1,1,39,1,151199
70,23,1,1,2,8,1,15113X
244,4,1,1,1,9,9,113021
112,1,1,1,1,53,1,151199
61,1,5,4,1,17,1,151122
113,1,1,1,1,18,1,151199
36,1,1,1,2,20,1,151121
151,1,1,1,1,17,1,15113X
150,1,1,1,2,17,1,151131
123,1,1,1,1,36,1,151143
116,1,1,1,1,29,1,15113X
101,1,1,1,1,24,1,113021
81,1,4,5,1,53,6,113021
32,1,1,1,1,25,1,151121
49,1,1,1,2,50,1,151121
53,1,1,1,1,13,1,172061
62,1,4,4,1,6,6,15113X
28,1,1,1,1,17,1,151141
216,1,4,5,1,48,6,15113X
124,2,3,4,1,17,8,151199
91,1,1,1,2,36,1,151121
141,1,4,5,1,13,6,113021
46,1,1,1,2,12,1,15113X
88,1,1,1,1,41,1,151143
42,1,1,1,1,34,1,15113X
151,1,1,1,1,29,1,15113X
68,1,4,4,1,32,6,151131
31,1,1,1,1,54,1,151150
104,1,5,3,1,48,1,151150
76,1,4,5,1,6,6,15113X
75,1,4,5,2,18,6,15113X
64,1,1,1,1,8,1,151150
75,1,4,4,1,39,1,151199
72,1,1,1,1,41,1,15113X
72,1,4,4,1,6,6,15113X
180,1,1,1,1,17,1,151131
61,1,1,1,1,51,1,151199
58,1,4,4,1,6,6,151134
98,1,1,1,1,6,1,15113X
76,1,5,4,2,6,1,151121
99,2,3,5,1,48,1,151142
110,1,1,1,1,17,1,15113X
170,1,4,4,1,6,6,151150
225,1,1,1,1,48,9,151142
91,1,7,5,1,6,1,15113X
86,1,1,1,1,13,1,151121
149,1,4,5,1,34,6,172061
42,1,1,1,2,36,2,113021
143,1,1,1,1,53,1,151150
126,1,1,1,1,29,1,113021
119,1,1,1,1,8,1,151121
96,1,4,5,2,6,6,15113X
35,1,5,4,1,8,1,15113X
76,1,1,1,1,48,1,15113X
61,1,1,1,1,25,1,151150
21,1,1,1,2,53,1,151134
87,1,3,4,1,36,6,151199
110,1,4,3,1,49,6,151131
72,2,1,1,1,53,1,151199
26,1,1,1,2,39,1,151121
11,1,1,1,2,48,1,151121
340,1,5,5,1,6,1,151199
57,1,6,5,1,6,1,113021
65,1,1,1,1,8,1,151150
140,1,1,1,2,36,1,15113X
70,1,1,1,1,6,9,151131
107,1,1,1,2,36,1,151121
58,2,3,4,2,51,1,151131
101,1,6,5,1,36,1,113021
42,1,1,1,2,55,1,151131
65,1,4,5,1,36,1,113021
84,1,1,1,2,34,1,151121
72,1,1,1,1,6,1,113021
43,1,1,1,1,32,1,151141
132,1,1,1,1,17,1,151121
42,1,4,4,1,6,6,151199
182,1,4,5,1,51,6,15113X
100,1,4,5,2,51,6,151142
86,1,4,4,2,6,6,151131
79,1,1,1,1,41,1,15113X
169,1,1,1,1,29,2,113021
109,1,4,5,1,48,6,151150
50,1,1,1,1,31,1,151143
115,1,1,1,2,18,1,15113X
106,1,4,5,1,12,6,151199
21,1,1,1,1,17,1,151142
84,1,5,5,1,6,1,15113X
95,1,1,1,2,48,1,113021
28,1,4,5,2,10,6,151121
44,1,1,1,1,8,1,151150
196,5,3,4,1,36,8,151150
71,1,4,5,1,34,6,113021
55,1,4,5,2,34,6,15113X
139,1,4,5,1,34,6,15113X
30,1,1,1,1,39,1,15113X
49,1,1,1,1,32,1,15113X
239,1,1,1,1,5,1,151199
52,1,1,1,2,37,1,15113X
83,1,5,4,2,6,1,151131
10,1,1,1,1,37,1,151199
63,1,1,1,1,36,1,15113X
47,1,1,1,1,21,1,151199
113,1,1,1,2,39,1,151134
202,1,1,1,1,55,9,113021
116,1,4,5,1,36,6,151121
101,1,1,1,1,12,1,151122
68,1,5,4,1,6,1,15113X
59,1,1,1,1,24,6,151121
252,3,2,2,1,12,1,15113X
71,1,1,1,2,39,1,151121
61,1,1,1,1,22,1,151121
92,1,4,5,1,6,6,151150
164,1,1,1,2,39,1,151199
81,1,1,1,2,24,1,151122
59,1,4,4,2,6,6,113021
128,1,1,1,1,53,1,113021
41,1,4,5,1,29,6,151199
81,1,1,1,2,25,1,151141
82,1,1,1,1,55,1,15113X
115,1,1,1,1,6,1,15113X
61,1,1,1,1,12,1,151121
87,1,4,4,1,6,6,151199
74,1,4,4,2,6,6,151199
49,1,1,1,1,36,1,151134
71,2,1,1,1,6,1,15113X
69,1,1,1,1,17,1,151150
77,1,5,5,1,48,1,15113X
90,1,4,4,1,25,6,15113X
56,1,1,1,1,6,9,151141
113,1,1,1,1,6,6,151121
54,1,1,1,1,26,1,151134
15,1,1,1,1,24,1,113021
44,1,1,1,1,12,1,15113X
279,1,6,4,1,29,2,151142
61,1,4,4,1,51,6,15113X
92,1,6,5,1,48,6,113021
109,1,6,5,1,37,2,113021
51,1,1,1,1,26,1,151150
120,1,1,1,1,6,6,15113X
223,1,5,5,1,42,1,113021
233,1,1,1,1,22,1,151134
122,1,1,1,1,37,1,15113X
79,1,1,1,1,6,6,151150
71,1,1,1,2,29,1,113021
53,2,3,5,1,48,1,151150
71,1,1,1,2,46,1,151131
58,1,1,1,1,6,1,151121
95,1,1,1,1,24,1,15113X
159,1,4,5,1,51,6,151121
66,1,1,1,1,36,1,113021
137,1,4,4,2,6,6,15113X
78,1,1,1,2,13,1,15113X
60,1,1,1,2,13,1,151134
106,1,1,1,2,17,1,151199
35,1,1,1,1,51,1,113021
83,1,1,1,1,55,6,15113X
137,1,1,1,1,1,1,151150
241,1,1,1,2,53,1,151199
70,1,1,1,2,25,1,151142
97,3,1,1,2,48,8,151199
52,1,1,1,1,51,2,151199
120,1,1,1,1,28,1,151150
42,1,1,1,1,37,1,15113X
98,1,1,1,1,24,1,151150
146,1,1,1,1,42,1,113021
27,1,1,1,1,25,1,151150
107,1,5,5,1,37,1,151134
41,1,1,1,1,34,1,151150
39,1,4,4,1,12,6,15113X
218,1,3,5,1,25,1,151142
51,1,1,1,1,12,1,151199
140,1,7,5,1,53,1,151121
72,1,1,1,1,48,1,15113X
166,1,1,1,1,39,1,15113X
81,1,1,1,1,26,1,151199
51,1,1,1,1,11,2,151199
29,1,1,1,1,48,1,151199
114,1,1,1,1,6,1,151150
72,1,1,1,1,36,1,15113X
70,1,1,1,2,53,1,15113X
85,1,1,1,1,22,1,151199
76,1,1,1,1,40,1,151134
65,1,1,1,2,25,1,151150
120,1,1,1,1,53,1,15113X
110,1,1,1,1,6,1,151131
137,1,1,1,1,36,1,151134
105,1,1,1,1,17,1,151121
119,1,1,1,2,51,2,151121
115,1,1,1,2,25,1,151150
39,1,1,1,2,48,1,151134
155,1,1,1,2,35,1,151121
97,11,1,1,1,11,1,113021
169,1,1,1,1,27,1,15113X
43,1,1,1,1,34,1,113021
33,1,4,5,2,48,6,151121
124,1,5,4,1,17,1,151131
93,1,1,1,1,6,1,151150
132,1,1,1,1,6,1,15113X
69,1,1,1,2,18,1,15113X
61,1,1,1,1,34,1,151121
117,1,5,4,1,40,1,113021
94,1,1,1,1,36,1,151131
83,1,4,5,2,36,6,151131
80,1,1,1,1,53,9,151150
73,1,5,5,1,53,1,15113X
135,1,1,1,1,48,1,113021
149,1,1,1,1,42,1,15113X
38,1,1,1,1,24,1,15113X
76,1,1,1,2,32,1,151142
383,1,1,1,2,17,1,15113X
76,1,1,1,1,39,1,151199
77,1,4,4,1,17,6,151199
89,1,1,1,1,8,6,151131
93,1,1,1,2,8,1,151131
70,1,4,5,2,6,6,15113X
194,7,3,4,2,31,8,151121
170,2,1,1,1,6,1,151150
120,1,1,1,2,24,1,151142
98,1,4,5,2,6,6,15113X
66,1,1,1,1,25,1,113021
153,1,1,1,1,28,1,151199
59,1,1,1,1,6,1,151111
96,1,1,1,1,36,1,151121
77,1,1,1,1,36,1,151143
71,1,1,1,1,6,1,151121
160,1,1,1,1,6,1,15113X
64,1,4,4,1,6,1,151131
50,1,4,4,2,36,6,113021
44,1,1,1,2,51,6,151121
68,1,1,1,2,4,1,151199
15,1,1,1,1,42,2,151131
130,1,1,1,1,29,1,151122
54,1,1,1,1,12,1,151131
63,1,1,1,1,13,1,15113X
124,1,1,1,1,53,6,15113X
61,1,1,1,1,42,1,151121
60,1,1,1,1,6,1,15113X
139,1,1,1,2,24,1,151121
135,1,4,4,1,13,6,113021
90,1,1,1,1,11,9,151142
67,1,1,1,1,6,1,151121
321,1,1,1,1,19,1,113021
11,1,1,1,1,18,1,151199
72,19,1,1,1,25,1,151142
49,1,4,4,1,6,6,151150
107,1,1,1,1,17,1,151199
87,1,4,5,1,6,6,15113X
53,1,5,5,1,6,1,15113X
65,1,4,4,1,11,6,151121
589,1,4,5,1,12,6,15113X
53,1,1,1,1,48,2,151143
107,1,4,5,1,6,6,15113X
95,1,4,5,2,6,6,15113X
162,1,1,1,1,48,1,151150
75,17,3,3,1,6,9,15113X
138,1,1,1,1,18,1,15113X
131,1,1,1,1,24,1,151199
323,1,1,1,1,47,1,151131
114,1,1,1,1,13,1,151134
68,1,1,1,1,39,1,151150
268,1,1,1,1,36,9,151141
62,1,1,1,2,6,1,151142
69,1,4,4,1,48,6,151199
82,1,4,4,2,48,6,15113X
141,1,1,1,1,34,1,151199
331,1,4,5,1,8,6,151131
107,1,4,4,2,34,6,151131
130,1,4,4,1,36,6,151122
117,1,1,1,1,27,1,151122
59,1,1,1,1,25,1,15113X
135,1,1,1,1,24,2,113021
114,1,1,1,1,47,1,151143
58,1,1,1,1,49,1,151150
98,1,1,1,2,6,1,15113X
108,1,1,1,1,26,1,113021
102,1,1,1,2,17,1,151134
105,1,4,5,2,17,6,151199
55,1,1,1,2,44,1,113021
60,1,1,1,1,44,1,113021
56,1,7,5,1,48,1,151150
67,2,1,1,1,6,8,151150
162,1,1,1,1,36,1,151199
116,1,5,4,1,25,1,151122
60,2,1,1,1,4,1,151199
172,1,5,5,1,25,1,151199
84,1,1,1,2,35,1,113021
29,1,1,1,2,1,1,151131
114,1,1,1,1,13,1,15113X
73,1,1,1,1,39,1,151122
56,1,1,1,2,36,1,151134
42,1,1,1,1,48,1,15113X
66,1,1,1,2,37,1,113021
122,1,1,1,1,24,1,151142
131,1,1,1,1,25,1,151121
25,1,1,1,1,37,1,15113X
89,1,1,1,1,53,1,15113X
62,1,3,4,1,12,2,113021
109,1,1,1,2,6,1,151121
333,1,1,1,1,48,1,151199
68,1,1,1,1,53,1,15113X
25,1,1,1,2,48,1,113021
144,1,1,1,1,12,1,151199
123,1,1,1,1,17,1,113021
494,1,4,4,1,42,6,15113X
128,1,1,1,1,36,1,15113X
89,1,1,1,1,45,1,151150
128,1,1,1,1,1,1,15113X
476,1,3,4,1,12,2,15113X
75,1,1,1,1,39,1,15113X
146,1,1,1,1,16,9,151121
48,1,5,4,1,44,1,151134
33,1,1,1,1,27,1,151131
80,1,1,1,1,41,1,15113X
55,1,1,1,1,51,1,151134
169,1,4,4,1,25,6,113021
111,1,1,1,1,25,1,151131
54,1,4,4,1,36,6,151131
118,1,1,1,1,6,1,15113X
68,1,1,1,1,13,1,151150
85,1,4,4,1,8,6,15113X
118,1,4,5,2,8,6,15113X
348,1,3,4,1,6,2,151150
70,1,4,5,1,6,6,151142
73,1,1,1,1,13,1,151121
149,1,1,1,1,24,2,151199
59,1,1,1,1,4,1,151143
113,1,1,1,1,37,1,15113X
100,1,4,5,1,48,6,15113X
106,1,4,5,2,48,6,15113X
177,1,4,5,1,48,6,151121
74,1,1,1,2,24,1,151199
69,1,1,1,1,6,1,172061
67,24,1,1,1,53,1,15113X
85,1,4,5,2,8,6,113021
75,1,4,5,1,8,6,15113X
69,1,1,1,1,36,1,15113X
75,1,1,1,2,36,1,113021
535,4,1,1,1,12,1,15113X
115,1,1,1,1,22,1,15113X
111,1,1,1,2,22,1,151131
273,1,4,3,1,2,1,151142
58,1,5,5,1,39,1,151199
112,1,5,3,1,6,1,151142
88,1,1,1,1,12,1,15113X
241,1,1,1,2,46,1,151199
75,1,1,1,1,24,1,15113X
8,1,1,1,2,31,1,151150
128,1,1,1,1,36,1,151142
115,1,1,1,2,36,1,151131
171,1,1,1,1,26,1,15113X
72,1,1,1,1,36,1,151143
26,1,1,1,1,36,1,151150
129,1,1,1,2,39,1,151199
73,1,4,4,1,4,6,15113X
40,1,1,1,2,55,1,15113X
69,1,1,1,2,42,1,151134
65,1,1,1,2,36,1,113021
133,1,1,1,1,26,1,151150
16,1,1,1,1,36,1,15113X
85,1,1,1,2,51,1,151131
266,1,1,1,1,27,1,151131
116,1,1,1,1,51,9,15113X
112,1,4,4,1,6,6,15113X
57,3,1,1,2,51,8,113021
28,3,1,1,1,51,8,151122
86,2,1,1,2,48,1,15113X
122,2,1,1,2,6,1,151199
113,1,1,1,1,41,1,151134
64,1,1,1,1,22,1,15113X
39,1,4,5,1,6,6,15113X
77,1,1,1,1,6,1,15113X
119,1,4,4,1,13,6,151111
23,1,1,1,1,8,1,15113X
89,1,1,1,1,12,1,151199
113,1,1,1,1,48,1,15113X
102,1,1,1,1,17,1,15113X
72,1,4,4,1,51,6,151143
56,1,1,1,1,36,1,151199
110,1,4,4,1,34,6,113021
63,1,1,1,1,12,1,151131
89,1,1,1,1,12,1,151142
72,1,1,1,1,34,1,151150
106,1,1,1,2,18,1,151121
131,1,5,3,2,42,1,151150
16,1,1,1,2,17,1,151150
64,1,7,5,1,25,1,113021
62,1,4,4,1,6,6,15113X
137,1,4,5,1,53,9,151199
118,1,1,1,1,36,1,151142
87,1,5,4,1,6,1,151143
63,1,1,1,2,55,1,151131
89,1,1,1,1,17,1,151122
116,1,1,1,1,53,1,151131
118,1,1,1,1,12,1,151141
148,1,1,1,1,35,1,151143
76,1,5,4,1,6,1,151121
85,1,1,1,2,51,2,15113X
30,1,4,4,1,36,6,151143
80,1,1,1,1,49,1,113021
104,1,4,4,2,6,6,151142
20,1,4,4,2,36,6,151150
29,1,1,1,1,48,1,151131
49,1,1,1,1,12,1,151131
132,1,1,1,1,37,1,151131
95,2,3,5,1,53,8,151134
118,1,1,1,2,6,1,151121
32,1,1,1,1,29,1,151199
55,1,1,1,1,36,1,15113X
107,1,1,1,1,12,1,151121
250,1,1,1,2,37,1,151199
127,1,1,1,1,6,6,15113X
124,1,4,4,2,6,6,15113X
23,1,1,1,1,23,1,151199
68,1,5,4,1,36,1,15113X
105,1,1,1,1,53,1,15113X
88,1,4,4,2,36,6,151131
7,2,1,1,1,6,1,151121
229,1,1,1,2,24,1,15113X
123,1,1,1,1,5,1,151150
114,1,1,1,2,19,1,151121
61,1,1,1,2,34,1,113021
50,1,1,1,2,26,1,151141
102,1,4,5,1,6,6,15113X
104,1,4,5,2,6,6,15113X
80,1,1,1,1,24,1,113021
81,1,1,1,2,24,1,151131
82,1,1,1,2,12,1,151142
92,1,1,1,1,49,1,151150
77,2,3,5,1,49,8,151134
90,1,1,1,1,49,1,151131
33,1,1,1,2,26,1,151121
65,1,1,1,1,53,1,15113X
100,1,1,1,1,22,1,113021
24,1,1,1,1,10,1,151142
160,1,5,5,1,42,1,151131
161,21,3,4,1,12,8,151131
60,1,1,1,1,21,1,15113X
336,1,1,1,1,42,1,151131
70,1,1,1,2,25,1,151199
64,1,5,4,2,24,1,113021
138,1,1,1,2,29,1,151199
54,1,5,5,1,13,1,113021
88,1,4,5,1,4,6,113021
50,1,1,1,1,6,1,15113X
86,1,4,4,1,53,6,15113X
101,1,1,1,1,42,1,113021
127,1,1,1,1,12,1,151150
65,1,1,1,1,6,1,113021
144,1,1,1,2,42,1,151131
331,1,6,4,2,51,2,113021
26,1,1,1,1,37,2,151141
83,1,1,1,2,6,1,151131
62,1,1,1,1,42,1,151121
44,16,3,4,1,34,1,113021
35,1,1,1,2,23,1,151121
78,1,1,1,1,6,1,151199
45,1,1,1,1,17,1,151143
77,1,1,1,1,53,1,151150
131,1,1,1,1,55,1,15113X
65,1,1,1,1,48,9,15113X
59,1,1,1,1,24,1,151199
68,1,1,1,1,51,9,151134
291,1,1,1,1,47,2,151142
122,1,1,1,1,17,1,151141
59,1,1,1,1,12,1,151121
72,1,1,1,1,37,1,113021
48,1,1,1,1,49,1,151121
112,1,5,4,1,25,1,15113X
56,1,5,3,2,6,1,151150
195,1,5,4,1,36,1,151199
65,1,1,1,2,37,1,151141
123,1,1,1,1,11,1,151199
41,1,4,4,1,51,6,15113X
140,1,1,1,1,48,1,151121
36,1,1,1,1,48,1,113021
82,1,1,1,1,12,2,151199
99,1,1,1,2,48,1,15113X
87,1,1,1,1,42,1,15113X
94,1,4,5,1,37,6,15113X
31,1,4,5,2,37,6,151150
39,1,1,1,1,49,1,151150
45,1,5,3,1,2,1,151199
123,1,1,1,1,42,1,151131
77,1,1,1,1,45,1,151150
341,1,1,1,1,9,1,151199
45,1,1,1,2,47,1,151122
154,1,8,5,1,6,1,151141
208,1,1,1,2,34,2,151121
102,1,1,1,2,9,1,113021
97,1,1,1,2,24,1,113021
85,1,1,1,1,51,1,151134
93,2,1,1,1,6,1,113021
208,1,1,1,1,36,1,151199
83,1,4,4,2,6,1,15113X
119,1,4,4,1,6,6,15113X
79,1,1,1,1,55,1,151199
282,1,1,1,1,17,1,151134
62,1,1,1,1,17,1,15113X
63,1,1,1,1,6,6,151199
81,1,1,1,1,41,1,15113X
89,1,1,1,1,13,1,151142
61,1,4,5,1,37,6,151150
62,1,1,1,1,37,1,151121
56,1,1,1,1,6,1,113021
45,1,1,1,2,55,1,151141
120,1,6,4,1,12,2,113021
108,1,1,1,1,53,1,151199
39,1,1,1,1,12,1,113021
39,1,1,1,1,48,1,151142
99,1,4,4,1,6,6,15113X
186,1,1,1,1,24,1,151199
72,1,1,1,1,53,1,113021
85,1,1,1,2,6,1,151121
88,1,1,1,2,6,6,113021
229,1,1,1,1,13,1,151150
117,1,1,1,1,18,1,151150
123,1,1,1,2,8,1,151134
251,1,1,1,1,47,2,151150
153,1,1,1,1,34,1,151131
179,1,1,1,2,47,1,151131
52,1,1,1,1,6,1,15113X
126,1,1,1,1,22,1,151131
109,1,1,1,1,51,1,15113X
60,1,1,1,2,22,1,15113X
54,1,1,1,1,26,1,151142
141,1,1,1,1,51,1,151142
79,1,1,1,1,17,1,151143
221,1,3,5,2,9,5,151141
63,1,6,4,1,8,1,15113X
49,1,1,1,1,29,1,151150
57,1,4,4,1,6,6,113021
35,1,1,1,2,26,1,151121
257,1,4,5,1,40,6,151121
119,1,1,1,2,53,1,151142
219,1,1,1,1,25,1,15113X
27,1,1,1,1,6,2,151142
91,1,1,1,1,13,1,151142
107,1,4,5,1,25,6,172061
60,1,4,4,1,36,1,113021
40,1,1,1,1,4,1,151131
63,1,1,1,2,6,1,15113X
57,1,1,1,1,12,1,113021
72,19,3,4,1,51,8,15113X
58,1,1,1,2,6,1,113021
76,2,1,1,1,42,1,151131
122,1,4,5,1,6,6,15113X
79,1,1,1,1,6,1,113021
171,1,1,1,1,6,6,15113X
239,1,1,1,2,6,6,15113X
41,1,1,1,1,55,1,15113X
78,1,1,1,1,51,1,15113X
182,1,1,1,1,6,1,151150
61,1,1,1,1,6,1,151122
69,1,1,1,1,42,1,151121
199,1,1,1,1,17,1,113021
59,1,4,5,1,9,6,15113X
59,1,4,5,2,9,6,15113X
50,1,1,1,2,51,1,15113X
378,1,1,1,2,12,1,15113X
207,1,1,1,2,36,6,151199
105,1,1,1,1,51,1,151150
162,1,4,5,1,4,6,151150
108,1,1,1,1,24,9,151122
62,1,1,1,1,41,1,151150
64,1,1,1,1,6,1,151122
86,1,1,1,2,41,1,113021
49,1,1,1,2,32,1,15113X
121,1,1,1,1,48,1,15113X
25,1,1,1,1,26,2,151150
64,1,4,5,2,6,6,151131
54,1,4,4,1,48,6,151150
40,1,1,1,1,8,1,151131
67,1,1,1,1,47,1,113021
82,1,1,1,2,29,1,151121
57,1,5,4,1,13,1,113021
23,1,1,1,2,42,1,113021
25,1,1,1,1,42,1,113021
102,1,1,1,2,26,1,151142
29,1,1,1,1,42,1,15113X
70,1,1,1,1,9,1,151121
112,1,1,1,1,51,1,15113X
86,1,4,4,2,51,6,151142
113,1,1,1,2,48,1,151199
47,1,1,1,2,13,2,151150
38,1,1,1,1,6,1,151131
86,1,4,4,1,36,6,113021
129,1,1,1,1,55,1,151141
148,1,4,4,2,55,6,151199
78,1,4,4,1,6,6,15113X
144,1,1,1,1,48,1,151141
110,1,3,5,1,12,2,113021
210,1,1,1,1,36,2,151143
184,1,4,4,1,13,6,151121
40,1,1,1,2,10,1,151150
119,1,1,1,1,27,1,151142
80,1,5,3,1,25,1,15113X
85,1,1,1,1,48,1,15113X
66,1,1,1,1,53,1,15113X
49,1,1,1,1,25,1,151150
101,1,1,1,1,12,1,151150
117,1,1,1,1,6,1,15113X
51,1,5,4,2,6,1,151121
60,1,5,4,1,6,1,151199
100,1,1,1,1,44,1,113021
71,1,4,4,1,48,6,151131
81,1,1,1,2,13,1,113021
54,1,1,1,1,29,1,15113X
58,1,1,1,2,17,1,151199
81,1,4,4,1,6,6,15113X
38,1,1,1,1,34,1,15113X
77,1,1,1,1,39,1,113021
151,1,4,5,1,39,6,15113X
57,1,1,1,1,25,1,151142
303,1,1,1,1,31,1,151143
110,2,1,1,1,40,1,151122
81,1,4,5,1,17,6,151199
35,1,1,1,1,6,1,151150
38,1,1,1,1,21,1,151199
118,1,1,1,1,47,1,151199
57,1,1,1,1,24,1,113021
48,1,4,5,1,6,6,15113X
200,3,1,1,1,36,8,151142
174,1,4,4,1,4,6,151141
70,1,5,4,1,51,1,15113X
75,1,1,1,1,51,1,151134
157,19,1,1,1,34,1,151199
101,1,1,1,2,42,1,15113X
37,1,1,1,1,27,1,151141
129,1,1,1,1,21,1,151142
83,1,1,1,1,27,2,113021
96,1,1,1,1,2,9,151143
137,1,1,1,1,37,1,113021
39,1,4,5,2,39,6,151121
223,1,1,1,1,55,1,151134
369,1,6,4,1,34,2,151141
137,1,1,1,2,40,1,151199
58,1,4,5,2,6,6,151121
62,1,1,1,2,53,1,151199
94,1,4,5,1,49,1,15113X
93,1,1,1,2,6,1,151199
109,1,1,1,1,27,1,151150
16,1,1,1,1,15,9,151199
68,1,1,1,2,8,1,15113X
57,1,1,1,1,8,1,15113X
67,1,1,1,1,41,1,151143
147,1,1,1,1,8,2,15113X
66,1,1,1,1,12,2,15113X
96,1,1,1,1,33,1,151131
36,1,4,3,1,6,6,15113X
25,1,1,1,1,36,1,151142
87,1,1,1,1,19,1,113021
82,1,1,1,1,24,1,151131
235,1,1,1,1,26,1,113021
88,1,4,4,1,37,6,151143
57,1,1,1,2,37,1,151150
49,1,1,1,2,53,1,151150
25,1,1,1,2,5,1,151150
129,1,1,1,1,6,1,151142
81,1,1,1,1,16,1,151134
122,1,1,1,2,39,1,151150
41,1,1,1,1,17,1,151199
72,1,1,1,1,1,2,151199
297,2,3,5,1,27,8,151199
135,19,3,5,1,13,1,15113X
74,1,1,1,2,36,1,151141
62,16,3,5,2,36,8,151131
44,1,1,1,2,12,1,151131
67,1,1,1,2,4,1,113021
60,1,1,1,2,51,1,151134
63,1,1,1,1,12,1,151131
66,1,1,1,1,6,1,113021
83,1,1,1,1,6,9,151121
61,1,1,1,2,51,5,113021
62,21,3,5,1,6,2,151131
32,1,1,1,1,55,1,151199
222,1,1,1,1,55,2,151121
74,1,1,1,1,37,1,151199
101,1,4,5,1,6,6,15113X
103,1,4,5,2,6,6,15113X
44,1,5,4,1,36,1,151199
116,1,1,1,1,48,1,151121
64,1,1,1,1,11,1,151131
70,1,1,1,2,39,1,151150
109,1,1,1,1,11,1,151199
72,1,1,1,2,51,1,151121
71,1,1,1,1,42,1,151199
65,1,4,4,2,11,6,151199
62,1,4,4,1,51,6,113021
24,1,1,1,2,41,1,151131
55,1,1,1,1,42,1,151199
76,1,4,5,1,10,6,151121
73,1,1,1,1,17,1,151141
49,1,1,1,1,51,9,113021
155,1,1,1,1,24,1,151121
47,1,1,1,1,13,1,151121
117,1,1,1,1,8,1,15113X
59,1,5,4,1,48,1,151131
80,1,4,5,2,6,1,15113X
88,1,4,5,1,6,1,151134
93,1,1,1,1,20,1,151150
42,1,4,5,1,6,6,151131
59,1,1,1,1,13,1,113021
135,1,1,1,1,53,1,151131
23,1,1,1,1,30,1,113021
47,1,1,1,2,6,6,15113X
