PWGTP,HISP,WAOB,CIT,SEX,POWSP,RAC1P,SOCP
101,1,1,1,2,45,1,113021
269,1,1,1,1,13,1,151150
64,1,4,5,1,25,6,15113X
67,1,1,1,1,12,1,151142
33,1,1,1,1,34,1,151142
43,1,1,1,1,17,1,151121
398,1,4,5,1,37,6,151143
63,1,1,1,2,6,1,151134
59,1,1,1,1,55,1,151142
100,1,1,1,1,54,1,151131
24,1,1,1,2,55,1,151150
52,1,1,1,1,2,1,113021
58,1,1,1,1,12,1,172061
154,1,1,1,1,29,3,151141
38,23,1,1,2,4,1,172061
84,1,1,1,1,8,1,151150
73,1,1,1,1,39,1,151199
91,1,4,5,1,17,6,15113X
184,1,1,1,2,31,1,15113X
171,1,1,1,1,48,1,15113X
93,1,1,1,1,39,1,15113X
80,1,1,1,2,18,1,151142
101,1,5,5,1,36,9,151150
54,1,1,1,1,4,9,151199
69,1,1,1,1,10,1,151121
42,23,1,1,1,4,1,15113X
103,1,1,1,1,51,9,151199
122,1,4,4,1,17,1,172061
123,1,4,5,2,48,6,15113X
122,1,4,5,1,48,6,113021
27,1,1,1,1,8,1,151131
65,1,4,5,1,6,9,151121
74,1,1,1,1,17,1,151121
60,2,1,1,1,49,1,151199
40,1,1,1,2,48,9,151131
39,1,1,1,1,49,1,15113X
71,1,1,1,1,48,1,113021
68,1,1,1,1,48,1,151131
95,1,1,1,1,13,1,151150
137,1,4,5,1,25,6,15113X
322,1,4,5,1,37,6,151150
315,1,4,5,2,37,6,15113X
60,1,1,1,1,53,1,15113X
306,1,1,1,1,42,1,113021
38,1,1,1,1,6,9,113021
290,1,1,1,1,27,1,15113X
121,1,1,1,1,48,1,151141
56,1,4,5,2,24,6,113021
32,1,6,5,1,48,2,151150
50,1,1,1,1,48,1,113021
35,1,1,1,1,48,1,15113X
85,1,1,1,1,42,1,151199
98,1,1,1,1,18,1,113021
117,1,1,1,1,35,1,151121
60,1,1,1,2,12,1,151121
93,1,1,1,1,4,1,151134
64,1,1,1,1,6,1,15113X
42,1,1,1,2,48,1,113021
95,1,5,4,2,39,1,151131
216,1,4,5,1,6,6,15113X
101,1,4,4,1,42,6,151199
46,1,1,1,1,13,1,151131
113,1,1,1,2,4,1,113021
111,1,1,1,1,29,1,15113X
50,1,1,1,1,34,6,151142
85,1,1,1,1,36,9,113021
207,1,1,1,1,20,2,15113X
73,1,1,1,1,37,1,151121
87,1,1,1,2,53,1,151121
401,1,7,5,1,6,1,15113X
61,1,1,1,1,6,1,15113X
71,1,1,1,1,51,1,151150
69,1,1,1,2,17,1,151134
19,1,1,1,1,13,1,151131
93,1,1,1,1,36,1,15113X
93,1,1,1,1,6,1,15113X
43,1,1,1,1,45,1,151131
161,1,1,1,1,34,1,151121
199,1,1,1,1,37,1,151199
98,1,1,1,1,48,1,151141
103,1,1,1,1,25,1,113021
68,1,1,1,1,17,1,151141
35,1,1,1,1,24,1,151121
487,1,1,1,1,8,9,151131
77,1,5,5,1,34,1,151150
74,1,4,4,2,6,6,15113X
45,1,1,1,1,51,1,15113X
67,1,1,1,1,24,9,151199
150,1,1,1,1,8,1,15113X
54,1,1,1,1,55,1,15113X
100,1,4,5,2,6,6,151134
92,1,1,1,1,36,1,15113X
58,1,1,1,1,8,1,151121
139,1,1,1,1,48,1,15113X
147,1,1,1,1,42,1,15113X
52,1,1,1,1,42,1,151121
46,1,1,1,1,6,6,15113X
38,1,1,1,1,48,1,151131
238,1,1,1,1,17,1,151150
125,1,1,1,1,4,9,151150
64,1,4,4,1,6,6,151150
125,1,4,5,1,6,6,151143
144,1,4,5,2,6,6,151199
104,1,1,1,1,13,1,151150
35,24,1,1,1,12,8,151150
49,1,4,4,2,11,6,151121
308,4,3,5,1,36,1,151134
46,1,1,1,1,32,1,151150
99,1,1,1,1,6,1,15113X
49,1,4,4,1,33,6,113021
88,1,4,4,1,39,6,151131
137,1,1,1,1,51,1,151121
138,1,1,1,2,36,1,151121
99,1,1,1,1,25,1,15113X
91,1,1,1,1,48,2,151122
97,1,1,1,1,13,1,151142
64,2,1,1,1,51,1,15113X
81,1,1,1,2,19,1,15113X
76,1,1,1,1,26,1,151131
130,1,1,1,2,6,1,15113X
113,1,1,1,2,36,1,151121
118,1,1,1,1,32,1,151150
62,1,1,1,1,4,1,113021
248,2,1,1,1,6,1,151134
57,1,1,1,1,8,1,15113X
44,1,1,1,1,12,1,172061
126,1,1,1,2,27,1,15113X
123,1,4,4,2,13,6,151131
27,1,1,1,1,33,1,151150
100,1,5,4,1,36,1,15113X
70,1,1,1,1,36,1,15113X
79,1,1,1,2,36,1,151150
79,1,4,3,1,48,1,151199
197,1,4,5,1,34,6,151199
132,1,4,5,1,29,6,15113X
149,1,1,1,1,13,2,151141
45,11,3,5,2,34,1,151131
57,1,1,1,1,4,1,151121
64,1,4,4,1,6,6,151199
75,1,1,1,1,36,1,151131
122,1,1,1,2,48,1,151121
75,1,1,1,2,29,1,15113X
206,1,1,1,1,24,1,151142
23,1,1,1,2,18,1,151142
100,1,1,1,2,51,2,151142
318,1,1,1,1,47,1,151134
122,1,4,4,2,34,6,15113X
137,1,4,4,1,34,6,113021
178,1,1,1,1,6,1,15113X
77,1,1,1,1,39,1,151199
117,1,1,1,1,53,1,15113X
72,1,4,5,1,48,6,151121
53,1,1,1,2,26,1,151131
39,1,1,1,1,6,1,151199
38,1,1,1,1,42,1,15113X
45,1,1,1,1,46,1,151131
124,1,1,1,1,30,1,151142
63,1,1,1,1,39,1,151150
116,1,1,1,1,51,1,151131
67,1,4,5,1,6,1,15113X
90,1,1,1,1,16,1,151199
83,1,1,1,1,39,1,151121
119,1,1,1,1,51,1,151150
37,1,1,1,1,29,1,15113X
93,1,1,1,1,25,1,15113X
99,1,1,1,1,28,1,151131
60,1,1,1,1,8,1,113021
286,1,1,1,1,49,1,151141
280,1,1,1,1,37,1,151134
65,1,4,4,1,51,6,15113X
77,1,1,1,1,12,1,151142
315,1,4,4,1,36,6,151134
372,1,4,5,2,53,6,15113X
43,1,1,1,2,39,1,15113X
293,1,1,1,1,36,1,151150
70,1,1,1,1,39,1,151134
113,1,1,1,1,25,1,15113X
73,1,1,1,2,6,6,151199
17,1,1,1,2,41,1,15113X
76,1,4,5,1,17,6,15113X
90,1,5,3,1,36,1,151143
127,1,1,1,2,11,1,151150
74,1,1,1,2,48,1,151150
524,1,1,1,2,47,2,151121
75,2,1,1,1,6,8,151199
108,1,1,1,1,6,1,15113X
62,3,1,1,1,34,1,113021
176,1,1,1,1,18,1,151150
59,1,1,1,1,6,1,151131
60,1,4,5,2,6,6,151131
39,1,5,4,1,24,1,151122
39,1,5,4,2,24,1,151131
68,1,1,1,2,29,1,151121
32,1,4,4,1,36,6,151143
119,1,1,1,1,36,1,151121
281,1,1,1,1,28,9,151131
95,1,1,1,1,6,1,151134
123,1,1,1,1,29,1,151121
72,1,4,5,2,6,6,15113X
146,1,1,1,1,13,2,151131
177,1,1,1,1,31,2,151142
141,1,1,1,1,23,1,15113X
192,1,1,1,1,38,1,15113X
72,1,1,1,2,47,1,15113X
60,1,1,1,2,48,1,151150
115,1,4,4,1,6,6,151150
118,1,4,5,2,37,6,151143
119,1,1,1,1,51,1,15113X
70,1,1,1,1,18,1,151121
69,1,1,1,1,17,1,113021
43,2,1,1,1,36,1,151142
71,1,1,1,1,36,1,15113X
115,5,3,4,1,36,8,15113X
75,1,4,4,2,6,6,151121
38,1,1,1,2,12,1,151142
39,1,4,4,1,48,6,151150
268,1,1,1,1,48,2,151143
94,1,5,5,1,36,1,15113X
68,1,1,1,1,6,1,15113X
59,1,5,4,1,36,1,151143
143,1,1,1,1,1,1,151143
165,1,1,1,1,37,2,151121
53,1,4,4,1,6,1,15113X
94,1,1,1,1,37,2,151143
89,1,1,1,1,48,1,15113X
98,1,4,5,1,8,6,151121
156,1,4,4,2,6,6,113021
65,1,1,1,1,53,1,15113X
110,1,4,4,1,24,6,15113X
216,1,1,1,2,27,1,151150
303,1,1,1,2,45,1,113021
105,1,4,4,1,6,6,151199
142,1,1,1,1,4,1,151150
107,1,1,1,2,26,1,151121
68,1,4,5,1,6,6,15113X
65,1,1,1,1,13,1,151199
170,1,1,1,2,37,2,151121
61,1,1,1,2,51,1,151122
63,1,4,5,1,42,6,15113X
41,1,1,1,1,48,9,151134
136,1,1,1,1,39,1,151142
114,1,1,1,1,6,1,151199
146,1,4,4,1,6,6,151121
57,1,1,1,1,12,1,113021
87,1,1,1,1,42,6,113021
114,1,8,5,1,36,6,151121
39,1,1,1,1,48,1,151121
85,1,1,1,1,42,1,151142
74,1,1,1,1,51,1,151142
73,1,1,1,1,48,1,15113X
51,1,1,1,1,48,1,151199
31,1,1,1,1,16,1,151142
64,1,1,1,1,22,1,15113X
120,1,1,1,2,22,1,151199
32,1,1,1,2,27,1,15113X
96,1,4,5,1,26,6,151131
117,1,1,1,1,48,9,113021
68,1,1,1,1,28,1,151199
138,1,1,1,1,6,1,151131
59,1,1,1,1,37,1,15113X
55,1,1,1,2,6,1,151131
69,1,1,1,1,6,1,15113X
48,1,1,1,1,47,1,151199
154,1,1,1,1,23,1,151141
70,2,1,1,1,12,1,151143
94,13,1,1,1,6,9,151131
84,1,1,1,1,6,1,151121
173,1,4,4,1,6,6,15113X
366,1,1,1,1,26,1,151150
53,2,4,3,1,45,9,151199
89,1,1,1,2,42,2,151199
62,1,1,1,1,18,1,172061
156,2,1,1,1,17,1,151122
44,1,1,1,1,42,1,15113X
72,1,1,1,2,6,1,151121
56,1,1,1,2,19,1,151141
61,1,1,1,1,6,1,151134
106,1,4,4,1,6,6,113021
76,2,1,1,1,6,1,151142
68,1,1,1,1,48,1,15113X
100,1,1,1,1,36,1,15113X
28,1,4,4,2,51,6,151121
278,1,5,4,2,39,1,151121
258,1,1,1,1,31,1,151199
539,1,1,1,2,29,6,15113X
103,1,1,1,1,36,2,151150
83,1,1,1,1,39,1,151199
102,1,1,1,1,13,1,151134
98,1,1,1,1,4,1,113021
67,1,1,1,1,51,1,15113X
95,1,1,1,1,36,1,151121
35,1,4,4,2,25,6,15113X
156,4,3,5,1,13,8,15113X
78,1,1,1,2,34,1,151131
36,1,1,1,1,48,1,113021
68,1,1,1,1,39,1,151150
91,1,5,3,2,19,1,151150
65,4,3,4,1,12,1,113021
133,1,1,1,1,39,1,151142
104,1,1,1,1,36,1,151150
63,1,4,4,2,6,6,15113X
65,1,4,4,1,6,6,15113X
98,1,4,5,1,9,9,151150
85,1,1,1,1,41,1,151142
67,1,1,1,1,53,1,15113X
41,1,1,1,2,39,1,151134
99,1,1,1,1,34,1,15113X
163,1,1,1,2,42,1,151121
57,1,1,1,1,11,6,151121
61,1,7,5,1,31,1,151121
46,3,1,1,1,9,1,151131
74,1,1,1,2,21,1,151142
102,1,1,1,2,11,2,151150
52,1,4,4,1,36,6,151141
120,1,1,1,2,24,2,151199
26,1,1,1,2,27,1,151121
207,1,1,1,2,34,2,15113X
85,1,1,1,1,36,1,151150
52,1,1,1,1,48,1,151142
78,1,1,1,2,6,1,151121
125,1,1,1,1,13,1,15113X
52,1,1,1,1,34,2,151199
62,1,4,4,1,6,6,151131
120,1,1,1,1,54,1,151131
13,1,1,1,1,36,1,151121
257,1,1,1,1,47,1,172061
149,1,1,1,2,36,1,151199
155,1,1,1,1,4,1,113021
118,1,1,1,1,36,1,151131
148,1,1,1,1,6,6,151121
27,1,1,1,2,55,1,15113X
25,1,1,1,1,55,1,151199
75,1,1,1,1,42,1,151199
141,1,1,1,1,8,1,113021
276,1,1,1,2,39,1,151199
308,11,1,1,1,6,8,151141
58,1,5,4,1,6,1,151150
19,1,1,1,1,29,1,151134
189,1,1,1,1,47,1,151150
32,1,1,1,1,55,1,151131
107,1,1,1,1,1,1,151131
100,1,4,5,1,51,6,151121
59,1,5,3,1,51,1,151131
157,1,1,1,1,42,1,151150
90,1,1,1,2,17,1,151121
51,1,5,3,1,37,1,113021
32,1,1,1,1,2,1,113021
68,1,4,4,1,6,6,151150
137,1,1,1,2,53,1,151121
46,1,1,1,1,17,1,151150
71,1,7,5,1,6,1,15113X
60,1,1,1,1,6,1,15113X
120,1,1,1,1,37,1,151131
202,1,1,1,1,51,1,113021
40,1,1,1,2,18,2,151199
117,1,1,1,1,26,1,113021
84,1,1,1,2,37,1,151141
69,1,1,1,1,37,2,151131
35,1,4,4,2,36,9,113021
75,1,1,1,1,48,1,113021
195,1,4,5,1,36,6,151199
77,2,1,1,1,6,8,151150
125,1,1,1,1,44,1,113021
71,1,1,1,1,29,1,151121
240,1,1,1,1,6,1,151143
74,1,4,4,2,53,6,15113X
217,1,1,1,1,1,1,15113X
42,1,1,1,1,25,1,151199
58,1,1,1,1,42,1,151131
287,1,1,1,2,33,1,15113X
47,1,1,1,2,40,1,151199
95,1,1,1,1,49,1,15113X
83,1,1,1,1,6,9,15113X
112,1,1,1,1,1,1,151150
95,1,1,1,1,25,1,172061
109,1,5,3,2,53,1,113021
57,1,1,1,1,37,1,151121
74,1,1,1,2,17,1,151122
108,1,4,5,1,48,6,15113X
157,1,4,4,1,51,6,151150
32,1,1,1,1,39,1,151142
99,1,1,1,1,37,1,151131
133,1,1,1,2,6,1,151134
59,14,3,4,2,24,8,151150
26,1,1,1,2,16,1,151131
61,1,1,1,1,42,1,151141
66,1,1,1,2,6,1,151121
139,1,1,1,1,51,2,151199
22,1,1,1,1,36,1,15113X
306,1,1,1,1,49,1,151121
90,17,1,1,1,25,1,151121
150,1,1,1,1,47,1,151134
87,2,1,1,1,41,1,151142
37,1,1,1,2,36,1,113021
113,1,4,5,2,6,6,15113X
206,1,7,5,1,6,2,15113X
33,1,1,1,2,55,1,151150
77,1,4,5,1,32,6,151121
275,1,4,5,1,37,6,151121
18,1,1,1,2,27,1,15113X
109,1,1,1,1,39,1,15113X
95,1,4,3,2,39,6,151131
46,1,1,1,1,6,1,15113X
91,1,1,1,1,37,1,151199
120,1,1,1,1,37,1,151143
35,1,1,1,1,39,1,15113X
38,1,1,1,1,36,1,113021
133,1,1,1,1,36,1,15113X
179,1,1,1,2,26,1,151131
54,1,5,4,1,6,1,151141
65,1,1,1,2,32,1,151150
117,1,1,1,1,47,1,151199
76,3,1,1,1,36,8,151121
87,1,1,1,1,17,1,151122
321,1,1,1,2,27,7,151142
143,1,1,1,1,48,1,151143
39,1,1,1,1,21,1,151134
97,1,1,1,1,37,1,15113X
129,1,1,1,1,47,1,151199
184,1,4,5,1,51,6,15113X
92,1,1,1,1,4,1,151134
119,1,1,1,1,6,1,151142
101,1,1,1,2,51,1,15113X
50,15,3,5,1,39,1,151131
272,1,6,4,1,27,6,151131
141,1,1,1,2,55,1,151121
347,1,4,4,1,48,6,151150
197,3,1,1,1,42,2,15113X
20,1,1,1,1,24,1,151150
119,1,1,1,1,39,1,151150
69,1,1,1,1,24,6,151199
93,1,1,1,1,48,1,113021
59,1,1,1,2,37,1,151150
270,2,1,1,1,30,1,151150
78,2,1,1,1,6,8,151121
85,1,4,4,1,25,6,15113X
67,1,1,1,1,8,1,151150
31,1,1,1,1,41,1,172061
69,1,1,1,2,6,6,15113X
90,1,1,1,1,6,2,151199
103,1,6,4,1,24,2,151150
54,1,1,1,1,37,1,151131
79,1,1,1,1,47,1,151150
183,1,1,1,1,6,1,15113X
103,1,1,1,1,55,1,151199
81,1,1,1,1,6,1,151121
110,1,1,1,2,37,1,151121
133,1,1,1,2,12,1,151142
126,1,1,1,1,25,1,151142
85,1,1,1,2,36,2,151131
89,1,1,1,1,54,1,151150
54,1,5,5,1,12,1,15113X
63,1,4,4,2,6,6,113021
99,1,1,1,1,18,1,113021
145,16,1,1,1,26,1,151121
136,1,1,1,2,37,1,15113X
197,1,1,1,2,26,2,15113X
61,1,1,1,1,39,1,151142
50,1,1,1,1,25,1,151141
69,1,1,1,1,6,9,151199
262,1,1,1,1,48,1,151121
73,1,1,1,1,17,1,151131
170,1,1,1,1,25,1,15113X
81,1,1,1,2,25,1,151131
55,1,4,5,2,6,6,151121
104,1,1,1,1,13,1,151131
147,1,6,4,1,48,2,15113X
117,1,1,1,2,11,6,15113X
124,1,1,1,1,12,3,151150
59,1,1,1,1,34,1,151134
119,1,1,1,2,17,1,151150
57,1,5,3,1,13,1,151131
195,1,1,1,1,5,1,15113X
107,1,1,1,1,36,6,151131
93,1,4,5,1,34,6,15113X
52,1,5,5,1,51,1,15113X
134,1,1,1,1,6,1,151142
55,1,1,1,2,9,9,151141
95,1,1,1,2,6,1,113021
147,1,4,5,1,42,6,151121
136,1,4,4,1,6,6,15113X
94,1,1,1,2,48,1,113021
179,1,4,5,1,17,6,15113X
52,1,1,1,1,30,1,151199
118,1,4,5,1,6,6,151121
104,2,1,1,1,6,8,15113X
71,1,1,1,2,6,1,113021
91,23,6,5,1,12,1,151121
77,1,1,1,1,36,9,151199
54,1,1,1,2,36,6,151141
71,1,1,1,1,39,2,151150
50,1,1,1,1,15,1,151199
108,4,3,5,1,34,1,151142
32,1,1,1,1,42,1,151199
103,1,1,1,1,17,1,151142
98,1,1,1,2,17,1,151142
27,1,1,1,1,22,1,151134
64,1,4,4,1,51,1,172061
86,1,1,1,2,42,1,151131
59,1,1,1,1,13,2,151122
149,1,1,1,1,4,1,15113X
65,1,1,1,1,51,1,151150
56,1,1,1,1,34,1,15113X
63,1,1,1,2,6,1,15113X
64,1,1,1,2,29,2,15113X
54,1,4,5,1,26,6,151121
129,1,1,1,2,38,1,151131
59,1,1,1,1,4,1,151142
102,1,1,1,1,25,1,151142
69,1,1,1,1,6,1,113021
90,1,1,1,1,37,1,151121
76,1,5,4,1,9,1,113021
90,1,1,1,2,29,1,151142
59,1,1,1,2,51,2,151199
35,1,1,1,1,34,1,113021
56,1,4,4,1,48,6,151150
115,1,1,1,1,42,1,151141
105,1,1,1,1,6,1,151131
119,1,1,1,1,6,1,15113X
120,1,1,1,1,6,1,151121
33,1,1,1,1,13,1,15113X
39,5,3,4,1,25,2,15113X
192,1,1,1,1,8,1,151131
30,1,1,1,1,34,1,113021
85,1,1,1,1,6,1,15113X
55,1,1,1,1,51,1,15113X
149,1,4,5,1,24,6,151150
70,1,1,1,1,24,2,151150
116,1,1,1,1,51,1,151199
101,1,1,1,1,6,1,15113X
155,1,1,1,1,26,1,151143
57,1,1,1,1,23,1,151134
212,1,4,5,1,17,6,151121
142,1,1,1,1,24,1,113021
42,1,1,1,2,48,1,151121
129,1,1,1,1,51,1,151122
133,1,1,1,1,11,1,151199
67,1,1,1,1,8,1,151134
95,1,4,5,1,42,6,15113X
74,1,1,1,1,8,1,15113X
81,1,1,1,2,6,6,151150
46,1,5,4,1,6,1,151143
87,1,1,1,1,15,1,113021
45,1,1,1,1,17,1,15113X
79,1,1,1,2,48,1,15113X
59,1,4,5,1,36,6,113021
57,1,1,1,1,12,1,151134
59,1,1,1,1,42,1,151150
56,1,1,1,2,53,1,151199
69,1,1,1,1,6,1,15113X
35,1,1,1,2,26,1,15113X
57,1,1,1,1,6,1,15113X
65,1,1,1,1,49,1,15113X
54,1,1,1,1,4,1,172061
104,1,1,1,2,37,1,151143
127,1,1,1,1,39,1,151199
63,1,1,1,2,4,1,151150
91,1,1,1,2,26,1,151199
101,1,1,1,1,26,1,151122
97,1,1,1,1,48,1,151121
48,1,1,1,2,24,2,151150
89,1,4,5,1,36,6,151150
109,1,1,1,2,39,1,151199
112,1,1,1,1,8,1,113021
333,1,1,1,2,29,6,151134
74,1,1,1,1,18,1,15113X
81,3,2,2,2,25,1,15113X
186,1,4,5,1,11,6,15113X
52,1,1,1,1,41,1,151150
70,1,1,1,2,6,1,15113X
83,1,1,1,2,6,1,15113X
158,1,7,5,1,6,1,15113X
50,1,1,1,1,48,1,151131
199,1,7,5,1,27,1,151150
252,1,1,1,1,27,1,15113X
138,1,1,1,1,48,1,113021
84,1,1,1,1,4,1,151142
61,1,1,1,1,32,1,151131
60,1,1,1,1,9,1,151199
120,1,1,1,1,55,1,151142
118,1,1,1,1,42,1,15113X
87,1,5,3,1,8,1,15113X
141,1,5,4,1,41,1,151121
112,1,5,5,2,24,1,151121
96,1,1,1,1,51,9,151199
66,1,1,1,1,32,1,151131
180,1,1,1,1,27,1,151121
130,1,4,4,1,6,9,15113X
259,1,1,1,1,6,9,15113X
74,1,1,1,2,24,1,151150
111,1,1,1,2,48,1,15113X
80,1,6,4,2,51,2,15113X
285,3,1,1,1,36,1,151141
126,3,1,1,1,42,1,15113X
160,3,1,1,1,42,1,151150
23,1,1,1,2,26,3,113021
69,1,1,1,1,29,1,113021
280,1,1,1,1,21,1,151199
471,1,6,4,1,27,2,15113X
104,1,4,5,1,6,6,15113X
124,1,1,1,1,48,1,151131
129,1,1,1,1,27,1,151199
143,1,4,4,1,17,6,113021
279,1,1,1,1,1,1,151121
200,1,1,1,1,27,1,151131
122,1,1,1,1,44,1,151150
152,1,6,5,1,55,1,151150
79,1,1,1,1,19,1,15113X
97,1,1,1,1,39,1,113021
121,1,1,1,2,34,2,151131
15,1,1,1,1,13,9,151199
70,1,4,5,1,6,6,15113X
82,1,1,1,2,42,1,151150
81,1,5,4,1,51,1,151131
90,24,1,1,1,35,1,151199
129,1,1,1,2,35,1,15113X
64,1,5,4,1,36,1,151121
50,1,1,1,1,51,2,151142
18,1,1,1,1,19,1,151131
74,1,4,5,1,36,6,113021
81,1,4,4,1,6,6,15113X
86,1,4,5,2,6,6,15113X
48,1,5,4,2,36,1,113021
109,1,1,1,1,37,1,113021
100,1,1,1,1,40,1,113021
134,1,1,1,1,10,1,151131
155,2,3,3,2,53,1,151134
105,1,1,1,1,48,1,151131
88,1,1,1,2,51,2,113021
178,2,3,5,2,47,1,151134
126,2,3,4,2,4,1,15113X
76,1,1,1,1,41,1,15113X
213,1,1,1,1,17,1,151121
109,1,5,4,1,34,1,151141
115,1,1,1,1,49,1,151131
171,1,1,1,1,35,9,151199
102,1,1,1,1,46,1,151199
63,1,4,5,1,4,6,151142
168,1,1,1,1,36,1,151121
108,1,1,1,2,18,1,151150
64,1,1,1,2,6,1,15113X
115,1,1,1,1,6,1,151142
78,1,1,1,1,6,1,151131
61,1,1,1,1,25,1,113021
68,1,1,1,1,50,1,151134
89,1,1,1,1,6,1,151150
147,1,4,4,1,26,6,151150
179,1,5,4,2,26,1,15113X
95,1,4,4,1,48,6,151150
238,1,1,1,1,6,6,151142
68,1,1,1,1,34,1,151199
286,1,1,1,2,37,1,151150
53,1,1,1,1,32,1,151150
114,1,1,1,1,16,1,151131
150,1,4,5,2,18,6,15113X
100,1,1,1,1,21,1,113021
98,1,4,4,1,34,6,172061
84,1,1,1,1,51,6,15113X
81,1,4,3,1,42,1,151199
32,19,5,3,1,51,9,151131
69,1,1,1,1,9,1,151150
139,1,1,1,1,48,1,151131
67,1,4,4,1,48,6,151143
135,1,1,1,1,29,1,113021
130,1,1,1,2,29,1,113021
105,1,1,1,1,36,1,151141
34,1,1,1,1,55,1,151131
62,1,1,1,2,25,1,151141
60,1,1,1,2,6,1,151121
16,1,1,1,1,22,1,151142
50,1,4,4,1,17,6,15113X
86,1,4,4,1,6,6,151121
80,1,4,4,2,6,6,151141
61,1,4,4,1,6,6,151142
68,1,1,1,2,37,1,151150
117,16,3,4,1,36,1,15113X
160,1,1,1,1,27,1,151111
103,1,1,1,1,17,1,151131
134,1,1,1,1,49,1,151121
549,1,5,5,1,20,1,15113X
50,1,1,1,1,28,1,113021
133,1,1,1,2,41,1,151142
92,1,1,1,1,49,1,151131
123,1,3,3,1,6,1,151121
43,1,1,1,1,27,1,151150
155,1,4,5,1,53,6,15113X
87,1,4,4,1,33,6,15113X
60,1,1,1,1,6,1,151199
241,1,1,1,1,19,1,151134
107,1,1,1,1,49,1,151122
52,1,1,1,1,36,1,151131
57,1,1,1,1,6,6,151199
109,1,1,1,1,10,1,151131
36,1,1,1,1,39,1,151199
58,1,1,1,2,34,1,151199
319,1,1,1,1,55,1,172061
214,1,1,1,1,8,1,151131
69,1,1,1,1,8,1,151150
144,1,1,1,2,34,2,151122
71,1,1,1,1,22,1,151150
98,1,1,1,1,53,1,151121
212,1,4,5,2,6,6,15113X
503,1,1,1,1,20,2,151150
61,2,1,1,2,6,1,151150
65,1,1,1,1,6,1,15113X
171,1,1,1,1,6,1,151143
53,1,1,1,1,4,1,151122
103,1,4,5,1,6,6,15113X
85,1,4,3,2,35,9,15113X
78,1,1,1,1,9,1,151121
133,1,1,1,2,53,1,15113X
12,1,1,1,1,36,3,151131
36,1,5,3,1,56,1,151199
77,1,1,1,1,6,1,15113X
163,1,1,1,1,47,1,151121
183,1,1,1,2,28,2,151134
102,1,1,1,1,6,1,151199
144,1,1,1,2,29,1,15113X
51,1,1,1,1,4,1,151143
70,1,4,4,1,6,6,113021
56,1,4,5,1,6,6,15113X
105,1,5,4,1,6,1,151150
95,1,5,4,2,6,1,151150
68,1,1,1,1,53,1,151150
71,1,1,1,1,34,1,113021
97,2,3,5,1,17,1,15113X
153,1,3,5,1,12,6,15113X
91,1,1,1,1,34,1,15113X
134,2,1,1,2,48,1,151150
144,1,1,1,2,24,1,113021
11,1,1,1,2,42,6,151121
94,1,4,4,1,9,6,15113X
128,1,4,5,1,25,6,151199
62,1,1,1,1,22,1,113021
48,1,1,1,2,53,1,151142
69,1,1,1,1,6,1,15113X
63,1,1,1,2,12,1,113021
221,2,1,1,1,48,1,151142
78,1,1,1,2,6,1,15113X
66,1,1,1,1,6,1,151121
184,1,4,4,1,4,6,151131
68,1,5,4,1,6,1,15113X
69,1,1,1,1,37,1,113021
60,1,1,1,1,4,1,15113X
76,1,1,1,2,45,1,113021
35,1,5,4,1,25,1,113021
48,1,1,1,1,36,1,113021
37,1,1,1,1,51,1,15113X
67,1,1,1,1,6,9,15113X
57,1,1,1,1,51,1,15113X
123,1,1,1,2,6,1,15113X
118,1,1,1,1,6,1,151142
117,1,4,4,1,4,6,15113X
181,1,4,4,2,4,6,172061
66,1,1,1,1,12,1,151121
140,1,1,1,1,18,1,15113X
172,1,1,1,1,53,1,151121
71,1,1,1,1,49,1,151141
66,1,1,1,1,4,1,15113X
65,1,1,1,1,24,1,15113X
41,1,1,1,1,36,1,113021
121,24,1,1,1,41,1,151150
61,1,1,1,1,11,1,151121
31,1,1,1,2,20,1,15113X
107,1,4,5,1,6,6,151199
184,1,1,1,2,55,1,151150
61,1,1,1,2,25,1,113021
48,1,1,1,1,17,1,15113X
41,1,1,1,1,48,1,15113X
177,1,1,1,1,55,1,113021
162,1,4,5,2,33,6,151150
58,1,4,5,1,33,6,113021
135,1,1,1,2,26,1,151121
69,1,1,1,1,9,1,151131
102,2,1,1,2,48,8,151121
79,1,1,1,1,13,1,151121
212,1,8,3,1,15,9,151150
66,1,1,1,2,6,1,15113X
103,1,1,1,2,39,1,151142
274,1,1,1,1,53,1,15113X
41,1,1,1,2,28,1,151199
191,1,1,1,1,26,2,15113X
84,1,1,1,1,45,1,151143
167,1,1,1,1,20,1,113021
60,1,1,1,1,42,1,151199
510,1,1,1,2,12,1,151134
187,17,3,4,2,36,8,151134
94,1,1,1,1,29,1,151122
20,1,1,1,1,18,1,151150
65,1,1,1,1,47,1,15113X
96,1,1,1,1,28,2,15113X
70,1,4,4,1,6,6,15113X
71,1,5,4,1,39,1,151150
117,1,1,1,1,55,1,151121
101,1,1,1,2,36,1,151121
98,1,1,1,1,49,1,151199
100,1,1,1,1,36,1,151143
114,1,1,1,1,53,1,151199
316,1,1,1,1,48,1,15113X
50,1,1,1,2,26,1,151150
196,1,4,4,2,6,6,151122
54,1,1,1,2,36,1,151121
134,1,1,1,1,8,1,15113X
138,1,4,5,1,48,6,15113X
104,1,1,1,2,51,1,151150
88,1,1,1,2,49,1,151150
110,1,1,1,2,51,1,151150
146,1,1,1,2,20,6,151199
